T E X A S  E D U C A T I O N  A G E N C Y,,,,
,,,,
PEIMS Student Enrollment Data for 2023-2024,,,,
,,,,
YEAR,REGION,COUNTY NAME,GRADE,ENROLLMENT
2023-2024,8,CAMP COUNTY,Grade 10,212
2023-2024,8,CAMP COUNTY,Grade 11,159
2023-2024,8,CAMP COUNTY,Grade 12,138
2023-2024,16,CARSON COUNTY,Early Education,5
2023-2024,16,CARSON COUNTY,Pre-kindergarten,58
2023-2024,16,CARSON COUNTY,Kindergarten,58
2023-2024,16,CARSON COUNTY,Grade 1,62
2023-2024,16,CARSON COUNTY,Grade 2,88
2023-2024,16,CARSON COUNTY,Grade 3,70
2023-2024,16,CARSON COUNTY,Grade 4,90
2023-2024,16,CARSON COUNTY,Grade 5,72
2023-2024,16,CARSON COUNTY,Grade 6,67
2023-2024,16,CARSON COUNTY,Grade 7,90
2023-2024,16,CARSON COUNTY,Grade 8,86
2023-2024,16,CARSON COUNTY,Grade 9,95
2023-2024,16,CARSON COUNTY,Grade 10,82
2023-2024,16,CARSON COUNTY,Grade 11,82
2023-2024,16,CARSON COUNTY,Grade 12,69
2023-2024,8,CASS COUNTY,Early Education,11
2023-2024,8,CASS COUNTY,Pre-kindergarten,353
2023-2024,8,CASS COUNTY,Kindergarten,355
2023-2024,8,CASS COUNTY,Grade 1,360
2023-2024,8,CASS COUNTY,Grade 2,418
2023-2024,8,CASS COUNTY,Grade 3,399
2023-2024,8,CASS COUNTY,Grade 4,398
2023-2024,8,CASS COUNTY,Grade 5,373
2023-2024,8,CASS COUNTY,Grade 6,412
2023-2024,8,CASS COUNTY,Grade 7,392
2023-2024,8,CASS COUNTY,Grade 8,409
2023-2024,8,CASS COUNTY,Grade 9,405
2023-2024,8,CASS COUNTY,Grade 10,386
2023-2024,8,CASS COUNTY,Grade 11,378
2023-2024,8,CASS COUNTY,Grade 12,362
2023-2024,16,CASTRO COUNTY,Pre-kindergarten,105
2023-2024,16,CASTRO COUNTY,Kindergarten,96
2023-2024,16,CASTRO COUNTY,Grade 1,94
2023-2024,16,CASTRO COUNTY,Grade 2,108
2023-2024,16,CASTRO COUNTY,Grade 3,119
2023-2024,16,CASTRO COUNTY,Grade 4,114
2023-2024,16,CASTRO COUNTY,Grade 5,119
2023-2024,16,CASTRO COUNTY,Grade 6,115
2023-2024,16,CASTRO COUNTY,Grade 7,113
2023-2024,16,CASTRO COUNTY,Grade 8,111
2023-2024,16,CASTRO COUNTY,Grade 9,133
2023-2024,16,CASTRO COUNTY,Grade 10,112
2023-2024,16,CASTRO COUNTY,Grade 11,106
2023-2024,16,CASTRO COUNTY,Grade 12,102
2023-2024,4,CHAMBERS COUNTY,Early Education,81
2023-2024,5,CHAMBERS COUNTY,Early Education,5
2023-2024,4,CHAMBERS COUNTY,Pre-kindergarten,295
2023-2024,5,CHAMBERS COUNTY,Pre-kindergarten,127
2023-2024,4,CHAMBERS COUNTY,Kindergarten,638
2023-2024,5,CHAMBERS COUNTY,Kindergarten,97
2023-2024,4,CHAMBERS COUNTY,Grade 1,676
2023-2024,5,CHAMBERS COUNTY,Grade 1,90
2023-2024,4,CHAMBERS COUNTY,Grade 2,708
2023-2024,5,CHAMBERS COUNTY,Grade 2,114
2023-2024,4,CHAMBERS COUNTY,Grade 3,737
2023-2024,5,CHAMBERS COUNTY,Grade 3,95
2023-2024,4,CHAMBERS COUNTY,Grade 4,752
2023-2024,5,CHAMBERS COUNTY,Grade 4,108
2023-2024,4,CHAMBERS COUNTY,Grade 5,714
2023-2024,5,CHAMBERS COUNTY,Grade 5,105
2023-2024,4,CHAMBERS COUNTY,Grade 6,676
2023-2024,5,CHAMBERS COUNTY,Grade 6,117
2023-2024,4,CHAMBERS COUNTY,Grade 7,711
2023-2024,5,CHAMBERS COUNTY,Grade 7,132
2023-2024,4,CHAMBERS COUNTY,Grade 8,715
2023-2024,5,CHAMBERS COUNTY,Grade 8,107
2023-2024,4,CHAMBERS COUNTY,Grade 9,693
2023-2024,5,CHAMBERS COUNTY,Grade 9,129
2023-2024,4,CHAMBERS COUNTY,Grade 10,670
2023-2024,5,CHAMBERS COUNTY,Grade 10,116
2023-2024,4,CHAMBERS COUNTY,Grade 11,671
2023-2024,5,CHAMBERS COUNTY,Grade 11,114
2023-2024,4,CHAMBERS COUNTY,Grade 12,533
2023-2024,5,CHAMBERS COUNTY,Grade 12,107
2023-2024,7,CHEROKEE COUNTY,Early Education,15
2023-2024,7,CHEROKEE COUNTY,Pre-kindergarten,434
2023-2024,7,CHEROKEE COUNTY,Kindergarten,567
2023-2024,7,CHEROKEE COUNTY,Grade 1,616
2023-2024,7,CHEROKEE COUNTY,Grade 2,631
2023-2024,7,CHEROKEE COUNTY,Grade 3,633
2023-2024,7,CHEROKEE COUNTY,Grade 4,571
2023-2024,7,CHEROKEE COUNTY,Grade 5,572
2023-2024,7,CHEROKEE COUNTY,Grade 6,588
2023-2024,7,CHEROKEE COUNTY,Grade 7,565
2023-2024,7,CHEROKEE COUNTY,Grade 8,589
2023-2024,7,CHEROKEE COUNTY,Grade 9,694
2023-2024,7,CHEROKEE COUNTY,Grade 10,616
2023-2024,7,CHEROKEE COUNTY,Grade 11,559
2023-2024,7,CHEROKEE COUNTY,Grade 12,498
2023-2024,16,CHILDRESS COUNTY,Early Education,5
2023-2024,16,CHILDRESS COUNTY,Pre-kindergarten,36
2023-2024,16,CHILDRESS COUNTY,Kindergarten,61
2023-2024,16,CHILDRESS COUNTY,Grade 1,71
2023-2024,16,CHILDRESS COUNTY,Grade 2,75
2023-2024,16,CHILDRESS COUNTY,Grade 3,56
2023-2024,16,CHILDRESS COUNTY,Grade 4,64
2023-2024,16,CHILDRESS COUNTY,Grade 5,64
2023-2024,16,CHILDRESS COUNTY,Grade 6,76
2023-2024,16,CHILDRESS COUNTY,Grade 7,72
2023-2024,16,CHILDRESS COUNTY,Grade 8,78
2023-2024,16,CHILDRESS COUNTY,Grade 9,92
2023-2024,16,CHILDRESS COUNTY,Grade 10,82
2023-2024,16,CHILDRESS COUNTY,Grade 11,78
2023-2024,16,CHILDRESS COUNTY,Grade 12,66
2023-2024,9,CLAY COUNTY,Early Education,4
2023-2024,9,CLAY COUNTY,Pre-kindergarten,105
2023-2024,9,CLAY COUNTY,Kindergarten,135
2023-2024,9,CLAY COUNTY,Grade 1,107
2023-2024,9,CLAY COUNTY,Grade 2,115
2023-2024,9,CLAY COUNTY,Grade 3,114
2023-2024,9,CLAY COUNTY,Grade 4,129
2023-2024,9,CLAY COUNTY,Grade 5,131
2023-2024,9,CLAY COUNTY,Grade 6,126
2023-2024,9,CLAY COUNTY,Grade 7,129
2023-2024,9,CLAY COUNTY,Grade 8,132
2023-2024,9,CLAY COUNTY,Grade 9,149
2023-2024,9,CLAY COUNTY,Grade 10,145
2023-2024,9,CLAY COUNTY,Grade 11,116
2023-2024,9,CLAY COUNTY,Grade 12,111
2023-2024,17,COCHRAN COUNTY,Pre-kindergarten,51
2023-2024,17,COCHRAN COUNTY,Kindergarten,40
2023-2024,17,COCHRAN COUNTY,Grade 1,54
2023-2024,17,COCHRAN COUNTY,Grade 2,45
2023-2024,17,COCHRAN COUNTY,Grade 3,34
2023-2024,17,COCHRAN COUNTY,Grade 4,49
2023-2024,17,COCHRAN COUNTY,Grade 5,41
2023-2024,17,COCHRAN COUNTY,Grade 6,51
2023-2024,17,COCHRAN COUNTY,Grade 7,51
2023-2024,17,COCHRAN COUNTY,Grade 8,53
2023-2024,17,COCHRAN COUNTY,Grade 9,59
2023-2024,17,COCHRAN COUNTY,Grade 10,57
2023-2024,17,COCHRAN COUNTY,Grade 11,53
2023-2024,17,COCHRAN COUNTY,Grade 12,41
2023-2024,15,COKE COUNTY,Early Education,6
2023-2024,15,COKE COUNTY,Pre-kindergarten,23
2023-2024,15,COKE COUNTY,Kindergarten,38
2023-2024,15,COKE COUNTY,Grade 1,34
2023-2024,15,COKE COUNTY,Grade 2,40
2023-2024,15,COKE COUNTY,Grade 3,32
2023-2024,15,COKE COUNTY,Grade 4,28
2023-2024,15,COKE COUNTY,Grade 5,38
2023-2024,15,COKE COUNTY,Grade 6,43
2023-2024,15,COKE COUNTY,Grade 7,38
2023-2024,15,COKE COUNTY,Grade 8,31
2023-2024,15,COKE COUNTY,Grade 9,32
2023-2024,15,COKE COUNTY,Grade 10,43
2023-2024,15,COKE COUNTY,Grade 11,29
2023-2024,15,COKE COUNTY,Grade 12,32
2023-2024,15,COLEMAN COUNTY,Early Education,2
2023-2024,15,COLEMAN COUNTY,Pre-kindergarten,81
2023-2024,15,COLEMAN COUNTY,Kindergarten,79
2023-2024,15,COLEMAN COUNTY,Grade 1,88
2023-2024,15,COLEMAN COUNTY,Grade 2,86
2023-2024,15,COLEMAN COUNTY,Grade 3,87
2023-2024,15,COLEMAN COUNTY,Grade 4,77
2023-2024,15,COLEMAN COUNTY,Grade 5,82
2023-2024,15,COLEMAN COUNTY,Grade 6,97
2023-2024,15,COLEMAN COUNTY,Grade 7,97
2023-2024,15,COLEMAN COUNTY,Grade 8,80
2023-2024,15,COLEMAN COUNTY,Grade 9,108
2023-2024,15,COLEMAN COUNTY,Grade 10,80
2023-2024,15,COLEMAN COUNTY,Grade 11,91
2023-2024,15,COLEMAN COUNTY,Grade 12,73
2023-2024,10,COLLIN COUNTY,Early Education,1690
2023-2024,10,COLLIN COUNTY,Pre-kindergarten,5271
2023-2024,10,COLLIN COUNTY,Kindergarten,15861
2023-2024,10,COLLIN COUNTY,Grade 1,16823
2023-2024,10,COLLIN COUNTY,Grade 2,17893
2023-2024,10,COLLIN COUNTY,Grade 3,17928
2023-2024,10,COLLIN COUNTY,Grade 4,18137
2023-2024,10,COLLIN COUNTY,Grade 5,18763
2023-2024,10,COLLIN COUNTY,Grade 6,18903
2023-2024,10,COLLIN COUNTY,Grade 7,18914
2023-2024,10,COLLIN COUNTY,Grade 8,19204
2023-2024,10,COLLIN COUNTY,Grade 9,20094
2023-2024,10,COLLIN COUNTY,Grade 10,19766
2023-2024,10,COLLIN COUNTY,Grade 11,18961
2023-2024,10,COLLIN COUNTY,Grade 12,17890
2023-2024,16,COLLINGSWORTH COUNTY,Early Education,3
2023-2024,16,COLLINGSWORTH COUNTY,Pre-kindergarten,38
2023-2024,16,COLLINGSWORTH COUNTY,Kindergarten,43
2023-2024,16,COLLINGSWORTH COUNTY,Grade 1,31
2023-2024,16,COLLINGSWORTH COUNTY,Grade 2,25
2023-2024,16,COLLINGSWORTH COUNTY,Grade 3,30
2023-2024,16,COLLINGSWORTH COUNTY,Grade 4,40
2023-2024,16,COLLINGSWORTH COUNTY,Grade 5,35
2023-2024,16,COLLINGSWORTH COUNTY,Grade 6,43
2023-2024,16,COLLINGSWORTH COUNTY,Grade 7,48
2023-2024,16,COLLINGSWORTH COUNTY,Grade 8,44
2023-2024,16,COLLINGSWORTH COUNTY,Grade 9,47
2023-2024,16,COLLINGSWORTH COUNTY,Grade 10,37
2023-2024,16,COLLINGSWORTH COUNTY,Grade 11,42
2023-2024,16,COLLINGSWORTH COUNTY,Grade 12,38
2023-2024,3,COLORADO COUNTY,Early Education,15
2023-2024,4,COLORADO COUNTY,Early Education,17
2023-2024,3,COLORADO COUNTY,Pre-kindergarten,104
2023-2024,4,COLORADO COUNTY,Pre-kindergarten,80
2023-2024,3,COLORADO COUNTY,Kindergarten,112
2023-2024,4,COLORADO COUNTY,Kindergarten,113
2023-2024,3,COLORADO COUNTY,Grade 1,151
2023-2024,4,COLORADO COUNTY,Grade 1,113
2023-2024,3,COLORADO COUNTY,Grade 2,130
2023-2024,4,COLORADO COUNTY,Grade 2,112
2023-2024,3,COLORADO COUNTY,Grade 3,139
2023-2024,4,COLORADO COUNTY,Grade 3,131
2023-2024,3,COLORADO COUNTY,Grade 4,140
2023-2024,4,COLORADO COUNTY,Grade 4,114
2023-2024,3,COLORADO COUNTY,Grade 5,159
2023-2024,4,COLORADO COUNTY,Grade 5,106
2023-2024,3,COLORADO COUNTY,Grade 6,142
2023-2024,4,COLORADO COUNTY,Grade 6,93
2023-2024,3,COLORADO COUNTY,Grade 7,143
2023-2024,4,COLORADO COUNTY,Grade 7,110
2023-2024,3,COLORADO COUNTY,Grade 8,140
2023-2024,4,COLORADO COUNTY,Grade 8,110
2023-2024,3,COLORADO COUNTY,Grade 9,172
2023-2024,4,COLORADO COUNTY,Grade 9,151
2023-2024,3,COLORADO COUNTY,Grade 10,185
2023-2024,4,COLORADO COUNTY,Grade 10,142
2023-2024,3,COLORADO COUNTY,Grade 11,163
2023-2024,4,COLORADO COUNTY,Grade 11,119
2023-2024,3,COLORADO COUNTY,Grade 12,142
2023-2024,4,COLORADO COUNTY,Grade 12,125
2023-2024,20,COMAL COUNTY,Early Education,270
2023-2024,20,COMAL COUNTY,Pre-kindergarten,602
2023-2024,20,COMAL COUNTY,Kindergarten,2476
2023-2024,20,COMAL COUNTY,Grade 1,2672
2023-2024,20,COMAL COUNTY,Grade 2,2935
2023-2024,20,COMAL COUNTY,Grade 3,2989
2023-2024,20,COMAL COUNTY,Grade 4,2874
2023-2024,20,COMAL COUNTY,Grade 5,2952
2023-2024,20,COMAL COUNTY,Grade 6,3015
2023-2024,20,COMAL COUNTY,Grade 7,3112
2023-2024,20,COMAL COUNTY,Grade 8,3108
2023-2024,20,COMAL COUNTY,Grade 9,3222
2023-2024,20,COMAL COUNTY,Grade 10,3357
2023-2024,20,COMAL COUNTY,Grade 11,3024
2023-2024,20,COMAL COUNTY,Grade 12,2760
2023-2024,14,COMANCHE COUNTY,Early Education,44
2023-2024,14,COMANCHE COUNTY,Pre-kindergarten,157
2023-2024,14,COMANCHE COUNTY,Kindergarten,149
2023-2024,14,COMANCHE COUNTY,Grade 1,174
2023-2024,14,COMANCHE COUNTY,Grade 2,163
2023-2024,14,COMANCHE COUNTY,Grade 3,168
2023-2024,14,COMANCHE COUNTY,Grade 4,156
2023-2024,14,COMANCHE COUNTY,Grade 5,168
2023-2024,14,COMANCHE COUNTY,Grade 6,155
2023-2024,14,COMANCHE COUNTY,Grade 7,166
2023-2024,14,COMANCHE COUNTY,Grade 8,155
2023-2024,14,COMANCHE COUNTY,Grade 9,167
2023-2024,14,COMANCHE COUNTY,Grade 10,170
2023-2024,14,COMANCHE COUNTY,Grade 11,163
2023-2024,14,COMANCHE COUNTY,Grade 12,154
2023-2024,15,CONCHO COUNTY,Early Education,2
2023-2024,15,CONCHO COUNTY,Pre-kindergarten,24
2023-2024,15,CONCHO COUNTY,Kindergarten,23
2023-2024,15,CONCHO COUNTY,Grade 1,33
2023-2024,15,CONCHO COUNTY,Grade 2,27
2023-2024,15,CONCHO COUNTY,Grade 3,26
2023-2024,15,CONCHO COUNTY,Grade 4,26
2023-2024,15,CONCHO COUNTY,Grade 5,18
2023-2024,15,CONCHO COUNTY,Grade 6,34
2023-2024,15,CONCHO COUNTY,Grade 7,40
2023-2024,15,CONCHO COUNTY,Grade 8,37
2023-2024,15,CONCHO COUNTY,Grade 9,51
2023-2024,15,CONCHO COUNTY,Grade 10,45
2023-2024,15,CONCHO COUNTY,Grade 11,36
2023-2024,15,CONCHO COUNTY,Grade 12,30
2023-2024,11,COOKE COUNTY,Early Education,38
2023-2024,11,COOKE COUNTY,Pre-kindergarten,278
2023-2024,11,COOKE COUNTY,Kindergarten,479
2023-2024,11,COOKE COUNTY,Grade 1,529
2023-2024,11,COOKE COUNTY,Grade 2,529
2023-2024,11,COOKE COUNTY,Grade 3,510
2023-2024,11,COOKE COUNTY,Grade 4,496
2023-2024,11,COOKE COUNTY,Grade 5,570
2023-2024,11,COOKE COUNTY,Grade 6,500
2023-2024,11,COOKE COUNTY,Grade 7,494
2023-2024,11,COOKE COUNTY,Grade 8,512
2023-2024,11,COOKE COUNTY,Grade 9,540
2023-2024,11,COOKE COUNTY,Grade 10,533
2023-2024,11,COOKE COUNTY,Grade 11,484
2023-2024,11,COOKE COUNTY,Grade 12,413
2023-2024,12,CORYELL COUNTY,Early Education,60
2023-2024,12,CORYELL COUNTY,Pre-kindergarten,463
2023-2024,12,CORYELL COUNTY,Kindergarten,752
2023-2024,12,CORYELL COUNTY,Grade 1,791
2023-2024,12,CORYELL COUNTY,Grade 2,841
2023-2024,12,CORYELL COUNTY,Grade 3,861
2023-2024,12,CORYELL COUNTY,Grade 4,849
2023-2024,12,CORYELL COUNTY,Grade 5,834
2023-2024,12,CORYELL COUNTY,Grade 6,822
2023-2024,12,CORYELL COUNTY,Grade 7,857
2023-2024,12,CORYELL COUNTY,Grade 8,856
2023-2024,12,CORYELL COUNTY,Grade 9,891
2023-2024,12,CORYELL COUNTY,Grade 10,848
2023-2024,12,CORYELL COUNTY,Grade 11,906
2023-2024,12,CORYELL COUNTY,Grade 12,750
2023-2024,17,COTTLE COUNTY,Early Education,1
2023-2024,17,COTTLE COUNTY,Pre-kindergarten,5
2023-2024,17,COTTLE COUNTY,Kindergarten,9
2023-2024,17,COTTLE COUNTY,Grade 1,9
2023-2024,17,COTTLE COUNTY,Grade 2,9
2023-2024,17,COTTLE COUNTY,Grade 3,16
2023-2024,17,COTTLE COUNTY,Grade 4,7
2023-2024,17,COTTLE COUNTY,Grade 5,15
2023-2024,17,COTTLE COUNTY,Grade 6,9
2023-2024,17,COTTLE COUNTY,Grade 7,14
2023-2024,17,COTTLE COUNTY,Grade 8,13
2023-2024,17,COTTLE COUNTY,Grade 9,19
2023-2024,17,COTTLE COUNTY,Grade 10,10
2023-2024,17,COTTLE COUNTY,Grade 11,13
2023-2024,17,COTTLE COUNTY,Grade 12,12
2023-2024,15,CRANE COUNTY,Early Education,6
2023-2024,15,CRANE COUNTY,Pre-kindergarten,75
2023-2024,15,CRANE COUNTY,Kindergarten,77
2023-2024,15,CRANE COUNTY,Grade 1,92
2023-2024,15,CRANE COUNTY,Grade 2,101
2023-2024,15,CRANE COUNTY,Grade 3,84
2023-2024,15,CRANE COUNTY,Grade 4,91
2023-2024,15,CRANE COUNTY,Grade 5,95
2023-2024,15,CRANE COUNTY,Grade 6,84
2023-2024,15,CRANE COUNTY,Grade 7,89
2023-2024,15,CRANE COUNTY,Grade 8,84
2023-2024,15,CRANE COUNTY,Grade 9,92
2023-2024,15,CRANE COUNTY,Grade 10,96
2023-2024,15,CRANE COUNTY,Grade 11,68
2023-2024,15,CRANE COUNTY,Grade 12,77
2023-2024,15,CROCKETT COUNTY,Early Education,5
2023-2024,15,CROCKETT COUNTY,Pre-kindergarten,26
2023-2024,15,CROCKETT COUNTY,Kindergarten,31
2023-2024,15,CROCKETT COUNTY,Grade 1,33
2023-2024,15,CROCKETT COUNTY,Grade 2,31
2023-2024,15,CROCKETT COUNTY,Grade 3,54
2023-2024,15,CROCKETT COUNTY,Grade 4,44
2023-2024,15,CROCKETT COUNTY,Grade 5,49
2023-2024,15,CROCKETT COUNTY,Grade 6,42
2023-2024,15,CROCKETT COUNTY,Grade 7,52
2023-2024,15,CROCKETT COUNTY,Grade 8,50
2023-2024,15,CROCKETT COUNTY,Grade 9,51
2023-2024,15,CROCKETT COUNTY,Grade 10,69
2023-2024,15,CROCKETT COUNTY,Grade 11,43
2023-2024,15,CROCKETT COUNTY,Grade 12,71
2023-2024,17,CROSBY COUNTY,Early Education,7
2023-2024,17,CROSBY COUNTY,Pre-kindergarten,54
2023-2024,17,CROSBY COUNTY,Kindergarten,57
2023-2024,17,CROSBY COUNTY,Grade 1,71
2023-2024,17,CROSBY COUNTY,Grade 2,58
2023-2024,17,CROSBY COUNTY,Grade 3,86
2023-2024,17,CROSBY COUNTY,Grade 4,49
2023-2024,17,CROSBY COUNTY,Grade 5,59
2023-2024,17,CROSBY COUNTY,Grade 6,66
2023-2024,17,CROSBY COUNTY,Grade 7,77
2023-2024,17,CROSBY COUNTY,Grade 8,72
2023-2024,17,CROSBY COUNTY,Grade 9,78
2023-2024,17,CROSBY COUNTY,Grade 10,81
2023-2024,17,CROSBY COUNTY,Grade 11,86
2023-2024,17,CROSBY COUNTY,Grade 12,74
2023-2024,18,CULBERSON COUNTY,Early Education,3
2023-2024,18,CULBERSON COUNTY,Pre-kindergarten,26
2023-2024,18,CULBERSON COUNTY,Kindergarten,31
2023-2024,18,CULBERSON COUNTY,Grade 1,36
2023-2024,18,CULBERSON COUNTY,Grade 2,22
2023-2024,18,CULBERSON COUNTY,Grade 3,30
2023-2024,18,CULBERSON COUNTY,Grade 4,26
2023-2024,18,CULBERSON COUNTY,Grade 5,25
2023-2024,18,CULBERSON COUNTY,Grade 6,19
2023-2024,18,CULBERSON COUNTY,Grade 7,27
2023-2024,18,CULBERSON COUNTY,Grade 8,22
2023-2024,18,CULBERSON COUNTY,Grade 9,49
2023-2024,18,CULBERSON COUNTY,Grade 10,28
2023-2024,18,CULBERSON COUNTY,Grade 11,25
2023-2024,18,CULBERSON COUNTY,Grade 12,24
2023-2024,16,DALLAM COUNTY,Pre-kindergarten,109
2023-2024,16,DALLAM COUNTY,Kindergarten,144
2023-2024,16,DALLAM COUNTY,Grade 1,173
2023-2024,16,DALLAM COUNTY,Grade 2,144
2023-2024,16,DALLAM COUNTY,Grade 3,173
2023-2024,16,DALLAM COUNTY,Grade 4,159
2023-2024,16,DALLAM COUNTY,Grade 5,143
2023-2024,16,DALLAM COUNTY,Grade 6,153
2023-2024,16,DALLAM COUNTY,Grade 7,147
2023-2024,16,DALLAM COUNTY,Grade 8,138
2023-2024,16,DALLAM COUNTY,Grade 9,147
2023-2024,16,DALLAM COUNTY,Grade 10,138
2023-2024,16,DALLAM COUNTY,Grade 11,122
2023-2024,16,DALLAM COUNTY,Grade 12,115
2023-2024,10,DALLAS COUNTY,Early Education,2011
2023-2024,10,DALLAS COUNTY,Pre-kindergarten,27173
2023-2024,10,DALLAS COUNTY,Kindergarten,32532
2023-2024,10,DALLAS COUNTY,Grade 1,34846
2023-2024,10,DALLAS COUNTY,Grade 2,35812
2023-2024,10,DALLAS COUNTY,Grade 3,35191
2023-2024,10,DALLAS COUNTY,Grade 4,34794
2023-2024,10,DALLAS COUNTY,Grade 5,34719
2023-2024,10,DALLAS COUNTY,Grade 6,34464
2023-2024,10,DALLAS COUNTY,Grade 7,34501
2023-2024,10,DALLAS COUNTY,Grade 8,35190
2023-2024,10,DALLAS COUNTY,Grade 9,42039
2023-2024,10,DALLAS COUNTY,Grade 10,38283
2023-2024,10,DALLAS COUNTY,Grade 11,34910
2023-2024,10,DALLAS COUNTY,Grade 12,30280
2023-2024,17,DAWSON COUNTY,Early Education,13
2023-2024,17,DAWSON COUNTY,Pre-kindergarten,110
2023-2024,17,DAWSON COUNTY,Kindergarten,153
2023-2024,17,DAWSON COUNTY,Grade 1,146
2023-2024,17,DAWSON COUNTY,Grade 2,155
2023-2024,17,DAWSON COUNTY,Grade 3,144
2023-2024,17,DAWSON COUNTY,Grade 4,136
2023-2024,17,DAWSON COUNTY,Grade 5,167
2023-2024,17,DAWSON COUNTY,Grade 6,172
2023-2024,17,DAWSON COUNTY,Grade 7,141
2023-2024,17,DAWSON COUNTY,Grade 8,176
2023-2024,17,DAWSON COUNTY,Grade 9,148
2023-2024,17,DAWSON COUNTY,Grade 10,158
2023-2024,17,DAWSON COUNTY,Grade 11,176
2023-2024,17,DAWSON COUNTY,Grade 12,156
2023-2024,16,DEAF SMITH COUNTY,Early Education,28
2023-2024,16,DEAF SMITH COUNTY,Pre-kindergarten,270
2023-2024,16,DEAF SMITH COUNTY,Kindergarten,287
2023-2024,16,DEAF SMITH COUNTY,Grade 1,292
2023-2024,16,DEAF SMITH COUNTY,Grade 2,319
2023-2024,16,DEAF SMITH COUNTY,Grade 3,294
2023-2024,16,DEAF SMITH COUNTY,Grade 4,265
2023-2024,16,DEAF SMITH COUNTY,Grade 5,287
2023-2024,16,DEAF SMITH COUNTY,Grade 6,265
2023-2024,16,DEAF SMITH COUNTY,Grade 7,315
2023-2024,16,DEAF SMITH COUNTY,Grade 8,295
2023-2024,16,DEAF SMITH COUNTY,Grade 9,320
2023-2024,16,DEAF SMITH COUNTY,Grade 10,334
2023-2024,16,DEAF SMITH COUNTY,Grade 11,273
2023-2024,16,DEAF SMITH COUNTY,Grade 12,250
2023-2024,8,DELTA COUNTY,Early Education,4
2023-2024,8,DELTA COUNTY,Pre-kindergarten,77
2023-2024,8,DELTA COUNTY,Kindergarten,73
2023-2024,8,DELTA COUNTY,Grade 1,80
2023-2024,8,DELTA COUNTY,Grade 2,86
2023-2024,8,DELTA COUNTY,Grade 3,77
2023-2024,8,DELTA COUNTY,Grade 4,77
2023-2024,8,DELTA COUNTY,Grade 5,71
2023-2024,8,DELTA COUNTY,Grade 6,76
2023-2024,8,DELTA COUNTY,Grade 7,61
2023-2024,8,DELTA COUNTY,Grade 8,72
2023-2024,8,DELTA COUNTY,Grade 9,67
2023-2024,8,DELTA COUNTY,Grade 10,62
2023-2024,8,DELTA COUNTY,Grade 11,67
2023-2024,8,DELTA COUNTY,Grade 12,67
2023-2024,11,DENTON COUNTY,Early Education,818
2023-2024,11,DENTON COUNTY,Pre-kindergarten,4266
2023-2024,10,DENTON COUNTY,Kindergarten,99
2023-2024,11,DENTON COUNTY,Kindergarten,9849
2023-2024,10,DENTON COUNTY,Grade 1,100
2023-2024,11,DENTON COUNTY,Grade 1,10144
2023-2024,10,DENTON COUNTY,Grade 2,99
2023-2024,11,DENTON COUNTY,Grade 2,10517
2023-2024,10,DENTON COUNTY,Grade 3,100
2023-2024,11,DENTON COUNTY,Grade 3,10316
2023-2024,10,DENTON COUNTY,Grade 4,100
2023-2024,11,DENTON COUNTY,Grade 4,10755
2023-2024,10,DENTON COUNTY,Grade 5,138
2023-2024,11,DENTON COUNTY,Grade 5,10515
2023-2024,10,DENTON COUNTY,Grade 6,136
2023-2024,11,DENTON COUNTY,Grade 6,10551
2023-2024,10,DENTON COUNTY,Grade 7,120
2023-2024,11,DENTON COUNTY,Grade 7,10590
2023-2024,10,DENTON COUNTY,Grade 8,125
2023-2024,11,DENTON COUNTY,Grade 8,10787
2023-2024,10,DENTON COUNTY,Grade 9,101
2023-2024,11,DENTON COUNTY,Grade 9,11543
2023-2024,10,DENTON COUNTY,Grade 10,92
2023-2024,11,DENTON COUNTY,Grade 10,11444
2023-2024,10,DENTON COUNTY,Grade 11,81
2023-2024,11,DENTON COUNTY,Grade 11,10863
2023-2024,10,DENTON COUNTY,Grade 12,88
2023-2024,11,DENTON COUNTY,Grade 12,10466
2023-2024,3,DEWITT COUNTY,Early Education,21
2023-2024,3,DEWITT COUNTY,Pre-kindergarten,244
2023-2024,3,DEWITT COUNTY,Kindergarten,294
2023-2024,3,DEWITT COUNTY,Grade 1,275
2023-2024,3,DEWITT COUNTY,Grade 2,292
2023-2024,3,DEWITT COUNTY,Grade 3,290
2023-2024,3,DEWITT COUNTY,Grade 4,301
2023-2024,3,DEWITT COUNTY,Grade 5,292
2023-2024,3,DEWITT COUNTY,Grade 6,331
2023-2024,3,DEWITT COUNTY,Grade 7,291
2023-2024,3,DEWITT COUNTY,Grade 8,364
2023-2024,3,DEWITT COUNTY,Grade 9,374
2023-2024,3,DEWITT COUNTY,Grade 10,338
2023-2024,3,DEWITT COUNTY,Grade 11,319
2023-2024,3,DEWITT COUNTY,Grade 12,287
2023-2024,17,DICKENS COUNTY,Early Education,2
2023-2024,17,DICKENS COUNTY,Pre-kindergarten,16
2023-2024,17,DICKENS COUNTY,Kindergarten,20
2023-2024,17,DICKENS COUNTY,Grade 1,25
2023-2024,17,DICKENS COUNTY,Grade 2,19
2023-2024,17,DICKENS COUNTY,Grade 3,18
2023-2024,17,DICKENS COUNTY,Grade 4,19
2023-2024,17,DICKENS COUNTY,Grade 5,17
2023-2024,17,DICKENS COUNTY,Grade 6,16
