T E X A S  E D U C A T I O N  A G E N C Y,,,,
,,,,
PEIMS Student Enrollment Data for 2020-2021,,,,
,,,,
YEAR,REGION,COUNTY NAME,GRADE,ENROLLMENT
2020-2021,13,BASTROP COUNTY,Grade 3,1159
2020-2021,13,BASTROP COUNTY,Grade 4,1297
2020-2021,13,BASTROP COUNTY,Grade 5,1279
2020-2021,13,BASTROP COUNTY,Grade 6,1399
2020-2021,13,BASTROP COUNTY,Grade 7,1434
2020-2021,13,BASTROP COUNTY,Grade 8,1488
2020-2021,13,BASTROP COUNTY,Grade 9,1625
2020-2021,13,BASTROP COUNTY,Grade 10,1448
2020-2021,13,BASTROP COUNTY,Grade 11,1357
2020-2021,13,BASTROP COUNTY,Grade 12,1252
2020-2021,9,BAYLOR COUNTY,Early Education,5
2020-2021,9,BAYLOR COUNTY,Pre-kindergarten,32
2020-2021,9,BAYLOR COUNTY,Kindergarten,55
2020-2021,9,BAYLOR COUNTY,Grade 1,40
2020-2021,9,BAYLOR COUNTY,Grade 2,52
2020-2021,9,BAYLOR COUNTY,Grade 3,49
2020-2021,9,BAYLOR COUNTY,Grade 4,39
2020-2021,9,BAYLOR COUNTY,Grade 5,46
2020-2021,9,BAYLOR COUNTY,Grade 6,47
2020-2021,9,BAYLOR COUNTY,Grade 7,47
2020-2021,9,BAYLOR COUNTY,Grade 8,34
2020-2021,9,BAYLOR COUNTY,Grade 9,50
2020-2021,9,BAYLOR COUNTY,Grade 10,48
2020-2021,9,BAYLOR COUNTY,Grade 11,37
2020-2021,9,BAYLOR COUNTY,Grade 12,40
2020-2021,2,BEE COUNTY,Early Education,9
2020-2021,2,BEE COUNTY,Pre-kindergarten,338
2020-2021,2,BEE COUNTY,Kindergarten,361
2020-2021,2,BEE COUNTY,Grade 1,413
2020-2021,2,BEE COUNTY,Grade 2,374
2020-2021,2,BEE COUNTY,Grade 3,331
2020-2021,2,BEE COUNTY,Grade 4,342
2020-2021,2,BEE COUNTY,Grade 5,341
2020-2021,2,BEE COUNTY,Grade 6,376
2020-2021,2,BEE COUNTY,Grade 7,423
2020-2021,2,BEE COUNTY,Grade 8,367
2020-2021,2,BEE COUNTY,Grade 9,391
2020-2021,2,BEE COUNTY,Grade 10,384
2020-2021,2,BEE COUNTY,Grade 11,306
2020-2021,2,BEE COUNTY,Grade 12,287
2020-2021,12,BELL COUNTY,Early Education,314
2020-2021,12,BELL COUNTY,Pre-kindergarten,3429
2020-2021,13,BELL COUNTY,Pre-kindergarten,25
2020-2021,12,BELL COUNTY,Kindergarten,5661
2020-2021,13,BELL COUNTY,Kindergarten,28
2020-2021,12,BELL COUNTY,Grade 1,5732
2020-2021,13,BELL COUNTY,Grade 1,29
2020-2021,12,BELL COUNTY,Grade 2,5797
2020-2021,13,BELL COUNTY,Grade 2,27
2020-2021,12,BELL COUNTY,Grade 3,5578
2020-2021,13,BELL COUNTY,Grade 3,26
2020-2021,12,BELL COUNTY,Grade 4,5471
2020-2021,13,BELL COUNTY,Grade 4,23
2020-2021,12,BELL COUNTY,Grade 5,5431
2020-2021,13,BELL COUNTY,Grade 5,23
2020-2021,12,BELL COUNTY,Grade 6,5593
2020-2021,13,BELL COUNTY,Grade 6,24
2020-2021,12,BELL COUNTY,Grade 7,5641
2020-2021,13,BELL COUNTY,Grade 7,41
2020-2021,12,BELL COUNTY,Grade 8,5591
2020-2021,13,BELL COUNTY,Grade 8,37
2020-2021,12,BELL COUNTY,Grade 9,5824
2020-2021,13,BELL COUNTY,Grade 9,24
2020-2021,20,BELL COUNTY,Grade 9,379
2020-2021,12,BELL COUNTY,Grade 10,5358
2020-2021,13,BELL COUNTY,Grade 10,26
2020-2021,20,BELL COUNTY,Grade 10,564
2020-2021,12,BELL COUNTY,Grade 11,4572
2020-2021,13,BELL COUNTY,Grade 11,23
2020-2021,20,BELL COUNTY,Grade 11,480
2020-2021,12,BELL COUNTY,Grade 12,4500
2020-2021,13,BELL COUNTY,Grade 12,24
2020-2021,20,BELL COUNTY,Grade 12,438
2020-2021,20,BEXAR COUNTY,Early Education,1483
2020-2021,20,BEXAR COUNTY,Pre-kindergarten,13418
2020-2021,20,BEXAR COUNTY,Kindergarten,23369
2020-2021,20,BEXAR COUNTY,Grade 1,24467
2020-2021,20,BEXAR COUNTY,Grade 2,24417
2020-2021,20,BEXAR COUNTY,Grade 3,24500
2020-2021,20,BEXAR COUNTY,Grade 4,25062
2020-2021,20,BEXAR COUNTY,Grade 5,25923
2020-2021,20,BEXAR COUNTY,Grade 6,26366
2020-2021,20,BEXAR COUNTY,Grade 7,26722
2020-2021,20,BEXAR COUNTY,Grade 8,26713
2020-2021,20,BEXAR COUNTY,Grade 9,27717
2020-2021,20,BEXAR COUNTY,Grade 10,26586
2020-2021,20,BEXAR COUNTY,Grade 11,24079
2020-2021,20,BEXAR COUNTY,Grade 12,22454
2020-2021,13,BLANCO COUNTY,Early Education,14
2020-2021,13,BLANCO COUNTY,Pre-kindergarten,25
2020-2021,13,BLANCO COUNTY,Kindergarten,103
2020-2021,13,BLANCO COUNTY,Grade 1,85
2020-2021,13,BLANCO COUNTY,Grade 2,99
2020-2021,13,BLANCO COUNTY,Grade 3,101
2020-2021,13,BLANCO COUNTY,Grade 4,103
2020-2021,13,BLANCO COUNTY,Grade 5,116
2020-2021,13,BLANCO COUNTY,Grade 6,132
2020-2021,13,BLANCO COUNTY,Grade 7,134
2020-2021,13,BLANCO COUNTY,Grade 8,149
2020-2021,13,BLANCO COUNTY,Grade 9,152
2020-2021,13,BLANCO COUNTY,Grade 10,152
2020-2021,13,BLANCO COUNTY,Grade 11,144
2020-2021,13,BLANCO COUNTY,Grade 12,116
2020-2021,17,BORDEN COUNTY,Pre-kindergarten,13
2020-2021,17,BORDEN COUNTY,Kindergarten,17
2020-2021,17,BORDEN COUNTY,Grade 1,18
2020-2021,17,BORDEN COUNTY,Grade 2,17
2020-2021,17,BORDEN COUNTY,Grade 3,9
2020-2021,17,BORDEN COUNTY,Grade 4,14
2020-2021,17,BORDEN COUNTY,Grade 5,18
2020-2021,17,BORDEN COUNTY,Grade 6,20
2020-2021,17,BORDEN COUNTY,Grade 7,19
2020-2021,17,BORDEN COUNTY,Grade 8,15
2020-2021,17,BORDEN COUNTY,Grade 9,21
2020-2021,17,BORDEN COUNTY,Grade 10,14
2020-2021,17,BORDEN COUNTY,Grade 11,15
2020-2021,17,BORDEN COUNTY,Grade 12,21
2020-2021,12,BOSQUE COUNTY,Early Education,19
2020-2021,12,BOSQUE COUNTY,Pre-kindergarten,126
2020-2021,12,BOSQUE COUNTY,Kindergarten,180
2020-2021,12,BOSQUE COUNTY,Grade 1,178
2020-2021,12,BOSQUE COUNTY,Grade 2,198
2020-2021,12,BOSQUE COUNTY,Grade 3,196
2020-2021,12,BOSQUE COUNTY,Grade 4,182
2020-2021,12,BOSQUE COUNTY,Grade 5,188
2020-2021,12,BOSQUE COUNTY,Grade 6,214
2020-2021,12,BOSQUE COUNTY,Grade 7,255
2020-2021,12,BOSQUE COUNTY,Grade 8,235
2020-2021,12,BOSQUE COUNTY,Grade 9,208
2020-2021,12,BOSQUE COUNTY,Grade 10,212
2020-2021,12,BOSQUE COUNTY,Grade 11,183
2020-2021,12,BOSQUE COUNTY,Grade 12,187
2020-2021,8,BOWIE COUNTY,Early Education,60
2020-2021,8,BOWIE COUNTY,Pre-kindergarten,964
2020-2021,8,BOWIE COUNTY,Kindergarten,1300
2020-2021,8,BOWIE COUNTY,Grade 1,1211
2020-2021,8,BOWIE COUNTY,Grade 2,1236
2020-2021,8,BOWIE COUNTY,Grade 3,1275
2020-2021,8,BOWIE COUNTY,Grade 4,1255
2020-2021,8,BOWIE COUNTY,Grade 5,1220
2020-2021,8,BOWIE COUNTY,Grade 6,1296
2020-2021,8,BOWIE COUNTY,Grade 7,1351
2020-2021,8,BOWIE COUNTY,Grade 8,1435
2020-2021,8,BOWIE COUNTY,Grade 9,1417
2020-2021,8,BOWIE COUNTY,Grade 10,1397
2020-2021,8,BOWIE COUNTY,Grade 11,1310
2020-2021,8,BOWIE COUNTY,Grade 12,1204
2020-2021,4,BRAZORIA COUNTY,Early Education,357
2020-2021,4,BRAZORIA COUNTY,Pre-kindergarten,1600
2020-2021,4,BRAZORIA COUNTY,Kindergarten,4592
2020-2021,4,BRAZORIA COUNTY,Grade 1,5090
2020-2021,4,BRAZORIA COUNTY,Grade 2,5050
2020-2021,4,BRAZORIA COUNTY,Grade 3,5163
2020-2021,4,BRAZORIA COUNTY,Grade 4,5212
2020-2021,4,BRAZORIA COUNTY,Grade 5,5485
2020-2021,4,BRAZORIA COUNTY,Grade 6,5704
2020-2021,4,BRAZORIA COUNTY,Grade 7,5814
2020-2021,4,BRAZORIA COUNTY,Grade 8,5677
2020-2021,4,BRAZORIA COUNTY,Grade 9,5976
2020-2021,4,BRAZORIA COUNTY,Grade 10,5664
2020-2021,4,BRAZORIA COUNTY,Grade 11,5419
2020-2021,4,BRAZORIA COUNTY,Grade 12,5152
2020-2021,6,BRAZOS COUNTY,Early Education,167
2020-2021,6,BRAZOS COUNTY,Pre-kindergarten,1068
2020-2021,6,BRAZOS COUNTY,Kindergarten,2278
2020-2021,6,BRAZOS COUNTY,Grade 1,2357
2020-2021,6,BRAZOS COUNTY,Grade 2,2259
2020-2021,6,BRAZOS COUNTY,Grade 3,2232
2020-2021,6,BRAZOS COUNTY,Grade 4,2215
2020-2021,6,BRAZOS COUNTY,Grade 5,2267
2020-2021,6,BRAZOS COUNTY,Grade 6,2296
2020-2021,6,BRAZOS COUNTY,Grade 7,2311
2020-2021,6,BRAZOS COUNTY,Grade 8,2213
2020-2021,6,BRAZOS COUNTY,Grade 9,2412
2020-2021,6,BRAZOS COUNTY,Grade 10,2298
2020-2021,6,BRAZOS COUNTY,Grade 11,2037
2020-2021,6,BRAZOS COUNTY,Grade 12,2033
2020-2021,18,BREWSTER COUNTY,Early Education,7
2020-2021,18,BREWSTER COUNTY,Pre-kindergarten,65
2020-2021,18,BREWSTER COUNTY,Kindergarten,69
2020-2021,18,BREWSTER COUNTY,Grade 1,83
2020-2021,18,BREWSTER COUNTY,Grade 2,65
2020-2021,18,BREWSTER COUNTY,Grade 3,78
2020-2021,18,BREWSTER COUNTY,Grade 4,66
2020-2021,18,BREWSTER COUNTY,Grade 5,79
2020-2021,18,BREWSTER COUNTY,Grade 6,78
2020-2021,18,BREWSTER COUNTY,Grade 7,94
2020-2021,18,BREWSTER COUNTY,Grade 8,87
2020-2021,18,BREWSTER COUNTY,Grade 9,109
2020-2021,18,BREWSTER COUNTY,Grade 10,86
2020-2021,18,BREWSTER COUNTY,Grade 11,92
2020-2021,18,BREWSTER COUNTY,Grade 12,79
2020-2021,16,BRISCOE COUNTY,Early Education,1
2020-2021,16,BRISCOE COUNTY,Pre-kindergarten,8
2020-2021,16,BRISCOE COUNTY,Kindergarten,15
2020-2021,16,BRISCOE COUNTY,Grade 1,11
2020-2021,16,BRISCOE COUNTY,Grade 2,12
2020-2021,16,BRISCOE COUNTY,Grade 3,16
2020-2021,16,BRISCOE COUNTY,Grade 4,16
2020-2021,16,BRISCOE COUNTY,Grade 5,10
2020-2021,16,BRISCOE COUNTY,Grade 6,17
2020-2021,16,BRISCOE COUNTY,Grade 7,12
2020-2021,16,BRISCOE COUNTY,Grade 8,15
2020-2021,16,BRISCOE COUNTY,Grade 9,22
2020-2021,16,BRISCOE COUNTY,Grade 10,11
2020-2021,16,BRISCOE COUNTY,Grade 11,9
2020-2021,16,BRISCOE COUNTY,Grade 12,13
2020-2021,1,BROOKS COUNTY,Early Education,2
2020-2021,1,BROOKS COUNTY,Pre-kindergarten,114
2020-2021,1,BROOKS COUNTY,Kindergarten,83
2020-2021,1,BROOKS COUNTY,Grade 1,107
2020-2021,1,BROOKS COUNTY,Grade 2,87
2020-2021,1,BROOKS COUNTY,Grade 3,123
2020-2021,1,BROOKS COUNTY,Grade 4,93
2020-2021,1,BROOKS COUNTY,Grade 5,95
2020-2021,1,BROOKS COUNTY,Grade 6,100
2020-2021,1,BROOKS COUNTY,Grade 7,124
2020-2021,1,BROOKS COUNTY,Grade 8,119
2020-2021,1,BROOKS COUNTY,Grade 9,114
2020-2021,1,BROOKS COUNTY,Grade 10,92
2020-2021,1,BROOKS COUNTY,Grade 11,100
2020-2021,1,BROOKS COUNTY,Grade 12,85
2020-2021,15,BROWN COUNTY,Early Education,26
2020-2021,15,BROWN COUNTY,Pre-kindergarten,248
2020-2021,15,BROWN COUNTY,Kindergarten,395
2020-2021,15,BROWN COUNTY,Grade 1,445
2020-2021,15,BROWN COUNTY,Grade 2,432
2020-2021,15,BROWN COUNTY,Grade 3,432
2020-2021,15,BROWN COUNTY,Grade 4,432
2020-2021,15,BROWN COUNTY,Grade 5,462
2020-2021,15,BROWN COUNTY,Grade 6,455
2020-2021,15,BROWN COUNTY,Grade 7,521
2020-2021,15,BROWN COUNTY,Grade 8,498
2020-2021,15,BROWN COUNTY,Grade 9,489
2020-2021,15,BROWN COUNTY,Grade 10,505
2020-2021,15,BROWN COUNTY,Grade 11,412
2020-2021,15,BROWN COUNTY,Grade 12,418
2020-2021,6,BURLESON COUNTY,Early Education,7
2020-2021,6,BURLESON COUNTY,Pre-kindergarten,113
2020-2021,6,BURLESON COUNTY,Kindergarten,207
2020-2021,6,BURLESON COUNTY,Grade 1,201
2020-2021,6,BURLESON COUNTY,Grade 2,200
2020-2021,6,BURLESON COUNTY,Grade 3,172
2020-2021,6,BURLESON COUNTY,Grade 4,182
2020-2021,6,BURLESON COUNTY,Grade 5,201
2020-2021,6,BURLESON COUNTY,Grade 6,207
2020-2021,6,BURLESON COUNTY,Grade 7,206
2020-2021,6,BURLESON COUNTY,Grade 8,220
2020-2021,6,BURLESON COUNTY,Grade 9,199
2020-2021,6,BURLESON COUNTY,Grade 10,223
2020-2021,6,BURLESON COUNTY,Grade 11,207
2020-2021,6,BURLESON COUNTY,Grade 12,170
2020-2021,13,BURNET COUNTY,Early Education,29
2020-2021,13,BURNET COUNTY,Pre-kindergarten,282
2020-2021,13,BURNET COUNTY,Kindergarten,487
2020-2021,13,BURNET COUNTY,Grade 1,500
2020-2021,13,BURNET COUNTY,Grade 2,489
2020-2021,13,BURNET COUNTY,Grade 3,480
2020-2021,13,BURNET COUNTY,Grade 4,507
2020-2021,13,BURNET COUNTY,Grade 5,536
2020-2021,13,BURNET COUNTY,Grade 6,527
2020-2021,13,BURNET COUNTY,Grade 7,579
2020-2021,13,BURNET COUNTY,Grade 8,559
2020-2021,13,BURNET COUNTY,Grade 9,623
2020-2021,13,BURNET COUNTY,Grade 10,584
2020-2021,13,BURNET COUNTY,Grade 11,537
2020-2021,13,BURNET COUNTY,Grade 12,493
2020-2021,13,CALDWELL COUNTY,Early Education,38
2020-2021,13,CALDWELL COUNTY,Pre-kindergarten,300
2020-2021,13,CALDWELL COUNTY,Kindergarten,561
2020-2021,13,CALDWELL COUNTY,Grade 1,527
2020-2021,13,CALDWELL COUNTY,Grade 2,526
2020-2021,13,CALDWELL COUNTY,Grade 3,506
2020-2021,13,CALDWELL COUNTY,Grade 4,562
2020-2021,13,CALDWELL COUNTY,Grade 5,534
2020-2021,13,CALDWELL COUNTY,Grade 6,607
2020-2021,13,CALDWELL COUNTY,Grade 7,604
2020-2021,13,CALDWELL COUNTY,Grade 8,643
2020-2021,13,CALDWELL COUNTY,Grade 9,667
2020-2021,13,CALDWELL COUNTY,Grade 10,615
2020-2021,13,CALDWELL COUNTY,Grade 11,537
2020-2021,13,CALDWELL COUNTY,Grade 12,455
2020-2021,3,CALHOUN COUNTY,Early Education,8
2020-2021,3,CALHOUN COUNTY,Pre-kindergarten,175
2020-2021,3,CALHOUN COUNTY,Kindergarten,267
2020-2021,3,CALHOUN COUNTY,Grade 1,288
2020-2021,3,CALHOUN COUNTY,Grade 2,254
2020-2021,3,CALHOUN COUNTY,Grade 3,269
2020-2021,3,CALHOUN COUNTY,Grade 4,263
2020-2021,3,CALHOUN COUNTY,Grade 5,295
2020-2021,3,CALHOUN COUNTY,Grade 6,253
2020-2021,3,CALHOUN COUNTY,Grade 7,283
2020-2021,3,CALHOUN COUNTY,Grade 8,278
2020-2021,3,CALHOUN COUNTY,Grade 9,285
2020-2021,3,CALHOUN COUNTY,Grade 10,242
2020-2021,3,CALHOUN COUNTY,Grade 11,272
2020-2021,3,CALHOUN COUNTY,Grade 12,249
2020-2021,14,CALLAHAN COUNTY,Early Education,10
2020-2021,14,CALLAHAN COUNTY,Pre-kindergarten,113
2020-2021,14,CALLAHAN COUNTY,Kindergarten,207
2020-2021,14,CALLAHAN COUNTY,Grade 1,174
2020-2021,14,CALLAHAN COUNTY,Grade 2,191
2020-2021,14,CALLAHAN COUNTY,Grade 3,178
2020-2021,14,CALLAHAN COUNTY,Grade 4,156
2020-2021,14,CALLAHAN COUNTY,Grade 5,195
2020-2021,14,CALLAHAN COUNTY,Grade 6,197
2020-2021,14,CALLAHAN COUNTY,Grade 7,189
2020-2021,14,CALLAHAN COUNTY,Grade 8,200
2020-2021,14,CALLAHAN COUNTY,Grade 9,205
2020-2021,14,CALLAHAN COUNTY,Grade 10,181
2020-2021,14,CALLAHAN COUNTY,Grade 11,149
2020-2021,14,CALLAHAN COUNTY,Grade 12,150
2020-2021,1,CAMERON COUNTY,Early Education,113
2020-2021,1,CAMERON COUNTY,Pre-kindergarten,5181
2020-2021,1,CAMERON COUNTY,Kindergarten,5361
2020-2021,1,CAMERON COUNTY,Grade 1,5610
2020-2021,1,CAMERON COUNTY,Grade 2,5702
2020-2021,1,CAMERON COUNTY,Grade 3,5936
2020-2021,1,CAMERON COUNTY,Grade 4,6102
2020-2021,1,CAMERON COUNTY,Grade 5,6167
2020-2021,1,CAMERON COUNTY,Grade 6,6422
2020-2021,1,CAMERON COUNTY,Grade 7,7196
2020-2021,1,CAMERON COUNTY,Grade 8,7089
2020-2021,1,CAMERON COUNTY,Grade 9,7804
2020-2021,1,CAMERON COUNTY,Grade 10,7870
2020-2021,1,CAMERON COUNTY,Grade 11,7669
2020-2021,1,CAMERON COUNTY,Grade 12,7312
2020-2021,8,CAMP COUNTY,Early Education,4
2020-2021,8,CAMP COUNTY,Pre-kindergarten,78
2020-2021,8,CAMP COUNTY,Kindergarten,178
2020-2021,8,CAMP COUNTY,Grade 1,199
2020-2021,8,CAMP COUNTY,Grade 2,187
2020-2021,8,CAMP COUNTY,Grade 3,133
2020-2021,8,CAMP COUNTY,Grade 4,151
2020-2021,8,CAMP COUNTY,Grade 5,189
2020-2021,8,CAMP COUNTY,Grade 6,160
2020-2021,8,CAMP COUNTY,Grade 7,217
2020-2021,8,CAMP COUNTY,Grade 8,172
2020-2021,8,CAMP COUNTY,Grade 9,181
2020-2021,8,CAMP COUNTY,Grade 10,184
