T E X A S  E D U C A T I O N  A G E N C Y,,,,
,,,,
PEIMS Student Enrollment Data for 2020-2021,,,,
,,,,
YEAR,REGION,COUNTY NAME,GRADE,ENROLLMENT
2020-2021,8,CAMP COUNTY,Grade 11,176
2020-2021,8,CAMP COUNTY,Grade 12,138
2020-2021,16,CARSON COUNTY,Early Education,3
2020-2021,16,CARSON COUNTY,Pre-kindergarten,66
2020-2021,16,CARSON COUNTY,Kindergarten,85
2020-2021,16,CARSON COUNTY,Grade 1,92
2020-2021,16,CARSON COUNTY,Grade 2,79
2020-2021,16,CARSON COUNTY,Grade 3,69
2020-2021,16,CARSON COUNTY,Grade 4,79
2020-2021,16,CARSON COUNTY,Grade 5,85
2020-2021,16,CARSON COUNTY,Grade 6,98
2020-2021,16,CARSON COUNTY,Grade 7,99
2020-2021,16,CARSON COUNTY,Grade 8,92
2020-2021,16,CARSON COUNTY,Grade 9,71
2020-2021,16,CARSON COUNTY,Grade 10,90
2020-2021,16,CARSON COUNTY,Grade 11,78
2020-2021,16,CARSON COUNTY,Grade 12,93
2020-2021,8,CASS COUNTY,Early Education,12
2020-2021,8,CASS COUNTY,Pre-kindergarten,322
2020-2021,8,CASS COUNTY,Kindergarten,400
2020-2021,8,CASS COUNTY,Grade 1,375
2020-2021,8,CASS COUNTY,Grade 2,373
2020-2021,8,CASS COUNTY,Grade 3,375
2020-2021,8,CASS COUNTY,Grade 4,366
2020-2021,8,CASS COUNTY,Grade 5,372
2020-2021,8,CASS COUNTY,Grade 6,385
2020-2021,8,CASS COUNTY,Grade 7,398
2020-2021,8,CASS COUNTY,Grade 8,404
2020-2021,8,CASS COUNTY,Grade 9,407
2020-2021,8,CASS COUNTY,Grade 10,382
2020-2021,8,CASS COUNTY,Grade 11,376
2020-2021,8,CASS COUNTY,Grade 12,393
2020-2021,16,CASTRO COUNTY,Pre-kindergarten,100
2020-2021,16,CASTRO COUNTY,Kindergarten,118
2020-2021,16,CASTRO COUNTY,Grade 1,117
2020-2021,16,CASTRO COUNTY,Grade 2,117
2020-2021,16,CASTRO COUNTY,Grade 3,114
2020-2021,16,CASTRO COUNTY,Grade 4,113
2020-2021,16,CASTRO COUNTY,Grade 5,120
2020-2021,16,CASTRO COUNTY,Grade 6,133
2020-2021,16,CASTRO COUNTY,Grade 7,118
2020-2021,16,CASTRO COUNTY,Grade 8,123
2020-2021,16,CASTRO COUNTY,Grade 9,119
2020-2021,16,CASTRO COUNTY,Grade 10,115
2020-2021,16,CASTRO COUNTY,Grade 11,118
2020-2021,16,CASTRO COUNTY,Grade 12,119
2020-2021,4,CHAMBERS COUNTY,Early Education,54
2020-2021,5,CHAMBERS COUNTY,Early Education,8
2020-2021,4,CHAMBERS COUNTY,Pre-kindergarten,206
2020-2021,5,CHAMBERS COUNTY,Pre-kindergarten,88
2020-2021,4,CHAMBERS COUNTY,Kindergarten,542
2020-2021,5,CHAMBERS COUNTY,Kindergarten,87
2020-2021,4,CHAMBERS COUNTY,Grade 1,638
2020-2021,5,CHAMBERS COUNTY,Grade 1,108
2020-2021,4,CHAMBERS COUNTY,Grade 2,576
2020-2021,5,CHAMBERS COUNTY,Grade 2,104
2020-2021,4,CHAMBERS COUNTY,Grade 3,516
2020-2021,5,CHAMBERS COUNTY,Grade 3,105
2020-2021,4,CHAMBERS COUNTY,Grade 4,593
2020-2021,5,CHAMBERS COUNTY,Grade 4,116
2020-2021,4,CHAMBERS COUNTY,Grade 5,612
2020-2021,5,CHAMBERS COUNTY,Grade 5,112
2020-2021,4,CHAMBERS COUNTY,Grade 6,607
2020-2021,5,CHAMBERS COUNTY,Grade 6,112
2020-2021,4,CHAMBERS COUNTY,Grade 7,583
2020-2021,5,CHAMBERS COUNTY,Grade 7,115
2020-2021,4,CHAMBERS COUNTY,Grade 8,644
2020-2021,5,CHAMBERS COUNTY,Grade 8,118
2020-2021,4,CHAMBERS COUNTY,Grade 9,570
2020-2021,5,CHAMBERS COUNTY,Grade 9,116
2020-2021,4,CHAMBERS COUNTY,Grade 10,589
2020-2021,5,CHAMBERS COUNTY,Grade 10,124
2020-2021,4,CHAMBERS COUNTY,Grade 11,535
2020-2021,5,CHAMBERS COUNTY,Grade 11,105
2020-2021,4,CHAMBERS COUNTY,Grade 12,485
2020-2021,5,CHAMBERS COUNTY,Grade 12,91
2020-2021,7,CHEROKEE COUNTY,Early Education,20
2020-2021,7,CHEROKEE COUNTY,Pre-kindergarten,400
2020-2021,7,CHEROKEE COUNTY,Kindergarten,618
2020-2021,7,CHEROKEE COUNTY,Grade 1,590
2020-2021,7,CHEROKEE COUNTY,Grade 2,588
2020-2021,7,CHEROKEE COUNTY,Grade 3,597
2020-2021,7,CHEROKEE COUNTY,Grade 4,555
2020-2021,7,CHEROKEE COUNTY,Grade 5,571
2020-2021,7,CHEROKEE COUNTY,Grade 6,622
2020-2021,7,CHEROKEE COUNTY,Grade 7,640
2020-2021,7,CHEROKEE COUNTY,Grade 8,619
2020-2021,7,CHEROKEE COUNTY,Grade 9,631
2020-2021,7,CHEROKEE COUNTY,Grade 10,592
2020-2021,7,CHEROKEE COUNTY,Grade 11,512
2020-2021,7,CHEROKEE COUNTY,Grade 12,483
2020-2021,16,CHILDRESS COUNTY,Early Education,2
2020-2021,16,CHILDRESS COUNTY,Pre-kindergarten,35
2020-2021,16,CHILDRESS COUNTY,Kindergarten,56
2020-2021,16,CHILDRESS COUNTY,Grade 1,66
2020-2021,16,CHILDRESS COUNTY,Grade 2,62
2020-2021,16,CHILDRESS COUNTY,Grade 3,76
2020-2021,16,CHILDRESS COUNTY,Grade 4,66
2020-2021,16,CHILDRESS COUNTY,Grade 5,85
2020-2021,16,CHILDRESS COUNTY,Grade 6,89
2020-2021,16,CHILDRESS COUNTY,Grade 7,84
2020-2021,16,CHILDRESS COUNTY,Grade 8,88
2020-2021,16,CHILDRESS COUNTY,Grade 9,75
2020-2021,16,CHILDRESS COUNTY,Grade 10,77
2020-2021,16,CHILDRESS COUNTY,Grade 11,66
2020-2021,16,CHILDRESS COUNTY,Grade 12,70
2020-2021,9,CLAY COUNTY,Early Education,4
2020-2021,9,CLAY COUNTY,Pre-kindergarten,65
2020-2021,9,CLAY COUNTY,Kindergarten,111
2020-2021,9,CLAY COUNTY,Grade 1,122
2020-2021,9,CLAY COUNTY,Grade 2,124
2020-2021,9,CLAY COUNTY,Grade 3,112
2020-2021,9,CLAY COUNTY,Grade 4,110
2020-2021,9,CLAY COUNTY,Grade 5,112
2020-2021,9,CLAY COUNTY,Grade 6,137
2020-2021,9,CLAY COUNTY,Grade 7,125
2020-2021,9,CLAY COUNTY,Grade 8,118
2020-2021,9,CLAY COUNTY,Grade 9,126
2020-2021,9,CLAY COUNTY,Grade 10,120
2020-2021,9,CLAY COUNTY,Grade 11,142
2020-2021,9,CLAY COUNTY,Grade 12,103
2020-2021,17,COCHRAN COUNTY,Pre-kindergarten,44
2020-2021,17,COCHRAN COUNTY,Kindergarten,40
2020-2021,17,COCHRAN COUNTY,Grade 1,47
2020-2021,17,COCHRAN COUNTY,Grade 2,43
2020-2021,17,COCHRAN COUNTY,Grade 3,51
2020-2021,17,COCHRAN COUNTY,Grade 4,48
2020-2021,17,COCHRAN COUNTY,Grade 5,63
2020-2021,17,COCHRAN COUNTY,Grade 6,59
2020-2021,17,COCHRAN COUNTY,Grade 7,62
2020-2021,17,COCHRAN COUNTY,Grade 8,58
2020-2021,17,COCHRAN COUNTY,Grade 9,55
2020-2021,17,COCHRAN COUNTY,Grade 10,46
2020-2021,17,COCHRAN COUNTY,Grade 11,48
2020-2021,17,COCHRAN COUNTY,Grade 12,49
2020-2021,15,COKE COUNTY,Early Education,6
2020-2021,15,COKE COUNTY,Pre-kindergarten,25
2020-2021,15,COKE COUNTY,Kindergarten,34
2020-2021,15,COKE COUNTY,Grade 1,37
2020-2021,15,COKE COUNTY,Grade 2,43
2020-2021,15,COKE COUNTY,Grade 3,39
2020-2021,15,COKE COUNTY,Grade 4,35
2020-2021,15,COKE COUNTY,Grade 5,35
2020-2021,15,COKE COUNTY,Grade 6,39
2020-2021,15,COKE COUNTY,Grade 7,49
2020-2021,15,COKE COUNTY,Grade 8,30
2020-2021,15,COKE COUNTY,Grade 9,31
2020-2021,15,COKE COUNTY,Grade 10,34
2020-2021,15,COKE COUNTY,Grade 11,33
2020-2021,15,COKE COUNTY,Grade 12,28
2020-2021,15,COLEMAN COUNTY,Early Education,4
2020-2021,15,COLEMAN COUNTY,Pre-kindergarten,80
2020-2021,15,COLEMAN COUNTY,Kindergarten,84
2020-2021,15,COLEMAN COUNTY,Grade 1,83
2020-2021,15,COLEMAN COUNTY,Grade 2,90
2020-2021,15,COLEMAN COUNTY,Grade 3,97
2020-2021,15,COLEMAN COUNTY,Grade 4,86
2020-2021,15,COLEMAN COUNTY,Grade 5,80
2020-2021,15,COLEMAN COUNTY,Grade 6,97
2020-2021,15,COLEMAN COUNTY,Grade 7,90
2020-2021,15,COLEMAN COUNTY,Grade 8,108
2020-2021,15,COLEMAN COUNTY,Grade 9,85
2020-2021,15,COLEMAN COUNTY,Grade 10,92
2020-2021,15,COLEMAN COUNTY,Grade 11,96
2020-2021,15,COLEMAN COUNTY,Grade 12,91
2020-2021,10,COLLIN COUNTY,Early Education,1415
2020-2021,10,COLLIN COUNTY,Pre-kindergarten,3182
2020-2021,10,COLLIN COUNTY,Kindergarten,14246
2020-2021,10,COLLIN COUNTY,Grade 1,15349
2020-2021,10,COLLIN COUNTY,Grade 2,15953
2020-2021,10,COLLIN COUNTY,Grade 3,16407
2020-2021,10,COLLIN COUNTY,Grade 4,16451
2020-2021,10,COLLIN COUNTY,Grade 5,16891
2020-2021,10,COLLIN COUNTY,Grade 6,17498
2020-2021,10,COLLIN COUNTY,Grade 7,18061
2020-2021,10,COLLIN COUNTY,Grade 8,18244
2020-2021,10,COLLIN COUNTY,Grade 9,18255
2020-2021,10,COLLIN COUNTY,Grade 10,17946
2020-2021,10,COLLIN COUNTY,Grade 11,17188
2020-2021,10,COLLIN COUNTY,Grade 12,16435
2020-2021,16,COLLINGSWORTH COUNTY,Pre-kindergarten,35
2020-2021,16,COLLINGSWORTH COUNTY,Kindergarten,23
2020-2021,16,COLLINGSWORTH COUNTY,Grade 1,41
2020-2021,16,COLLINGSWORTH COUNTY,Grade 2,28
2020-2021,16,COLLINGSWORTH COUNTY,Grade 3,49
2020-2021,16,COLLINGSWORTH COUNTY,Grade 4,47
2020-2021,16,COLLINGSWORTH COUNTY,Grade 5,39
2020-2021,16,COLLINGSWORTH COUNTY,Grade 6,41
2020-2021,16,COLLINGSWORTH COUNTY,Grade 7,48
2020-2021,16,COLLINGSWORTH COUNTY,Grade 8,51
2020-2021,16,COLLINGSWORTH COUNTY,Grade 9,42
2020-2021,16,COLLINGSWORTH COUNTY,Grade 10,32
2020-2021,16,COLLINGSWORTH COUNTY,Grade 11,32
2020-2021,16,COLLINGSWORTH COUNTY,Grade 12,34
2020-2021,3,COLORADO COUNTY,Early Education,13
2020-2021,3,COLORADO COUNTY,Pre-kindergarten,161
2020-2021,3,COLORADO COUNTY,Kindergarten,255
2020-2021,3,COLORADO COUNTY,Grade 1,259
2020-2021,3,COLORADO COUNTY,Grade 2,250
2020-2021,3,COLORADO COUNTY,Grade 3,222
2020-2021,3,COLORADO COUNTY,Grade 4,231
2020-2021,3,COLORADO COUNTY,Grade 5,236
2020-2021,3,COLORADO COUNTY,Grade 6,260
2020-2021,3,COLORADO COUNTY,Grade 7,283
2020-2021,3,COLORADO COUNTY,Grade 8,245
2020-2021,3,COLORADO COUNTY,Grade 9,314
2020-2021,3,COLORADO COUNTY,Grade 10,252
2020-2021,3,COLORADO COUNTY,Grade 11,239
2020-2021,3,COLORADO COUNTY,Grade 12,275
2020-2021,13,COMAL COUNTY,Early Education,42
2020-2021,20,COMAL COUNTY,Early Education,165
2020-2021,13,COMAL COUNTY,Pre-kindergarten,184
2020-2021,20,COMAL COUNTY,Pre-kindergarten,273
2020-2021,13,COMAL COUNTY,Kindergarten,712
2020-2021,20,COMAL COUNTY,Kindergarten,1726
2020-2021,13,COMAL COUNTY,Grade 1,706
2020-2021,20,COMAL COUNTY,Grade 1,1808
2020-2021,13,COMAL COUNTY,Grade 2,741
2020-2021,20,COMAL COUNTY,Grade 2,1799
2020-2021,13,COMAL COUNTY,Grade 3,651
2020-2021,20,COMAL COUNTY,Grade 3,1830
2020-2021,13,COMAL COUNTY,Grade 4,695
2020-2021,20,COMAL COUNTY,Grade 4,1945
2020-2021,13,COMAL COUNTY,Grade 5,695
2020-2021,20,COMAL COUNTY,Grade 5,1930
2020-2021,13,COMAL COUNTY,Grade 6,722
2020-2021,20,COMAL COUNTY,Grade 6,2038
2020-2021,13,COMAL COUNTY,Grade 7,721
2020-2021,20,COMAL COUNTY,Grade 7,2195
2020-2021,13,COMAL COUNTY,Grade 8,721
2020-2021,20,COMAL COUNTY,Grade 8,2163
2020-2021,13,COMAL COUNTY,Grade 9,771
2020-2021,20,COMAL COUNTY,Grade 9,2184
2020-2021,13,COMAL COUNTY,Grade 10,658
2020-2021,20,COMAL COUNTY,Grade 10,2121
2020-2021,13,COMAL COUNTY,Grade 11,696
2020-2021,20,COMAL COUNTY,Grade 11,1976
2020-2021,13,COMAL COUNTY,Grade 12,567
2020-2021,20,COMAL COUNTY,Grade 12,1706
2020-2021,14,COMANCHE COUNTY,Early Education,37
2020-2021,14,COMANCHE COUNTY,Pre-kindergarten,128
2020-2021,14,COMANCHE COUNTY,Kindergarten,170
2020-2021,14,COMANCHE COUNTY,Grade 1,151
2020-2021,14,COMANCHE COUNTY,Grade 2,175
2020-2021,14,COMANCHE COUNTY,Grade 3,154
2020-2021,14,COMANCHE COUNTY,Grade 4,180
2020-2021,14,COMANCHE COUNTY,Grade 5,163
2020-2021,14,COMANCHE COUNTY,Grade 6,173
2020-2021,14,COMANCHE COUNTY,Grade 7,175
2020-2021,14,COMANCHE COUNTY,Grade 8,186
2020-2021,14,COMANCHE COUNTY,Grade 9,190
2020-2021,14,COMANCHE COUNTY,Grade 10,167
2020-2021,14,COMANCHE COUNTY,Grade 11,148
2020-2021,14,COMANCHE COUNTY,Grade 12,152
2020-2021,15,CONCHO COUNTY,Early Education,6
2020-2021,15,CONCHO COUNTY,Pre-kindergarten,11
2020-2021,15,CONCHO COUNTY,Kindergarten,40
2020-2021,15,CONCHO COUNTY,Grade 1,28
2020-2021,15,CONCHO COUNTY,Grade 2,22
2020-2021,15,CONCHO COUNTY,Grade 3,34
2020-2021,15,CONCHO COUNTY,Grade 4,36
2020-2021,15,CONCHO COUNTY,Grade 5,20
2020-2021,15,CONCHO COUNTY,Grade 6,40
2020-2021,15,CONCHO COUNTY,Grade 7,46
2020-2021,15,CONCHO COUNTY,Grade 8,42
2020-2021,15,CONCHO COUNTY,Grade 9,33
2020-2021,15,CONCHO COUNTY,Grade 10,35
2020-2021,15,CONCHO COUNTY,Grade 11,42
2020-2021,15,CONCHO COUNTY,Grade 12,34
2020-2021,11,COOKE COUNTY,Early Education,42
2020-2021,11,COOKE COUNTY,Pre-kindergarten,273
2020-2021,11,COOKE COUNTY,Kindergarten,487
2020-2021,11,COOKE COUNTY,Grade 1,447
2020-2021,11,COOKE COUNTY,Grade 2,559
2020-2021,11,COOKE COUNTY,Grade 3,482
2020-2021,11,COOKE COUNTY,Grade 4,473
2020-2021,11,COOKE COUNTY,Grade 5,501
2020-2021,11,COOKE COUNTY,Grade 6,495
2020-2021,11,COOKE COUNTY,Grade 7,510
2020-2021,11,COOKE COUNTY,Grade 8,505
2020-2021,11,COOKE COUNTY,Grade 9,490
2020-2021,11,COOKE COUNTY,Grade 10,489
2020-2021,11,COOKE COUNTY,Grade 11,477
2020-2021,11,COOKE COUNTY,Grade 12,436
2020-2021,12,CORYELL COUNTY,Early Education,31
2020-2021,12,CORYELL COUNTY,Pre-kindergarten,411
2020-2021,12,CORYELL COUNTY,Kindergarten,811
2020-2021,12,CORYELL COUNTY,Grade 1,867
2020-2021,12,CORYELL COUNTY,Grade 2,843
2020-2021,12,CORYELL COUNTY,Grade 3,804
2020-2021,12,CORYELL COUNTY,Grade 4,877
2020-2021,12,CORYELL COUNTY,Grade 5,825
2020-2021,12,CORYELL COUNTY,Grade 6,889
2020-2021,12,CORYELL COUNTY,Grade 7,899
2020-2021,12,CORYELL COUNTY,Grade 8,954
2020-2021,12,CORYELL COUNTY,Grade 9,872
2020-2021,12,CORYELL COUNTY,Grade 10,855
2020-2021,12,CORYELL COUNTY,Grade 11,880
2020-2021,12,CORYELL COUNTY,Grade 12,795
2020-2021,17,COTTLE COUNTY,Pre-kindergarten,5
2020-2021,17,COTTLE COUNTY,Kindergarten,14
2020-2021,17,COTTLE COUNTY,Grade 1,11
2020-2021,17,COTTLE COUNTY,Grade 2,14
2020-2021,17,COTTLE COUNTY,Grade 3,8
2020-2021,17,COTTLE COUNTY,Grade 4,12
2020-2021,17,COTTLE COUNTY,Grade 5,12
2020-2021,17,COTTLE COUNTY,Grade 6,17
2020-2021,17,COTTLE COUNTY,Grade 7,10
2020-2021,17,COTTLE COUNTY,Grade 8,14
2020-2021,17,COTTLE COUNTY,Grade 9,12
2020-2021,17,COTTLE COUNTY,Grade 10,16
2020-2021,17,COTTLE COUNTY,Grade 11,15
2020-2021,17,COTTLE COUNTY,Grade 12,23
2020-2021,18,CRANE COUNTY,Early Education,2
2020-2021,18,CRANE COUNTY,Pre-kindergarten,65
2020-2021,18,CRANE COUNTY,Kindergarten,81
2020-2021,18,CRANE COUNTY,Grade 1,79
2020-2021,18,CRANE COUNTY,Grade 2,85
2020-2021,18,CRANE COUNTY,Grade 3,77
2020-2021,18,CRANE COUNTY,Grade 4,72
2020-2021,18,CRANE COUNTY,Grade 5,75
2020-2021,18,CRANE COUNTY,Grade 6,81
2020-2021,18,CRANE COUNTY,Grade 7,91
2020-2021,18,CRANE COUNTY,Grade 8,72
2020-2021,18,CRANE COUNTY,Grade 9,89
2020-2021,18,CRANE COUNTY,Grade 10,81
2020-2021,18,CRANE COUNTY,Grade 11,87
2020-2021,18,CRANE COUNTY,Grade 12,62
2020-2021,15,CROCKETT COUNTY,Early Education,2
2020-2021,15,CROCKETT COUNTY,Pre-kindergarten,29
2020-2021,15,CROCKETT COUNTY,Kindergarten,52
2020-2021,15,CROCKETT COUNTY,Grade 1,57
2020-2021,15,CROCKETT COUNTY,Grade 2,55
2020-2021,15,CROCKETT COUNTY,Grade 3,48
2020-2021,15,CROCKETT COUNTY,Grade 4,53
2020-2021,15,CROCKETT COUNTY,Grade 5,53
2020-2021,15,CROCKETT COUNTY,Grade 6,57
2020-2021,15,CROCKETT COUNTY,Grade 7,72
2020-2021,15,CROCKETT COUNTY,Grade 8,53
2020-2021,15,CROCKETT COUNTY,Grade 9,75
2020-2021,15,CROCKETT COUNTY,Grade 10,53
2020-2021,15,CROCKETT COUNTY,Grade 11,59
2020-2021,15,CROCKETT COUNTY,Grade 12,46
2020-2021,17,CROSBY COUNTY,Early Education,3
2020-2021,17,CROSBY COUNTY,Pre-kindergarten,56
2020-2021,17,CROSBY COUNTY,Kindergarten,81
2020-2021,17,CROSBY COUNTY,Grade 1,57
2020-2021,17,CROSBY COUNTY,Grade 2,55
2020-2021,17,CROSBY COUNTY,Grade 3,69
2020-2021,17,CROSBY COUNTY,Grade 4,76
2020-2021,17,CROSBY COUNTY,Grade 5,69
2020-2021,17,CROSBY COUNTY,Grade 6,81
2020-2021,17,CROSBY COUNTY,Grade 7,89
2020-2021,17,CROSBY COUNTY,Grade 8,82
2020-2021,17,CROSBY COUNTY,Grade 9,70
2020-2021,17,CROSBY COUNTY,Grade 10,71
2020-2021,17,CROSBY COUNTY,Grade 11,73
2020-2021,17,CROSBY COUNTY,Grade 12,75
2020-2021,18,CULBERSON COUNTY,Early Education,1
2020-2021,18,CULBERSON COUNTY,Pre-kindergarten,17
2020-2021,18,CULBERSON COUNTY,Kindergarten,34
2020-2021,18,CULBERSON COUNTY,Grade 1,32
2020-2021,18,CULBERSON COUNTY,Grade 2,32
2020-2021,18,CULBERSON COUNTY,Grade 3,26
2020-2021,18,CULBERSON COUNTY,Grade 4,22
2020-2021,18,CULBERSON COUNTY,Grade 5,24
2020-2021,18,CULBERSON COUNTY,Grade 6,41
2020-2021,18,CULBERSON COUNTY,Grade 7,33
2020-2021,18,CULBERSON COUNTY,Grade 8,30
2020-2021,18,CULBERSON COUNTY,Grade 9,32
2020-2021,18,CULBERSON COUNTY,Grade 10,23
2020-2021,18,CULBERSON COUNTY,Grade 11,15
2020-2021,18,CULBERSON COUNTY,Grade 12,25
2020-2021,16,DALLAM COUNTY,Early Education,1
2020-2021,16,DALLAM COUNTY,Pre-kindergarten,110
2020-2021,16,DALLAM COUNTY,Kindergarten,163
2020-2021,16,DALLAM COUNTY,Grade 1,142
2020-2021,16,DALLAM COUNTY,Grade 2,137
2020-2021,16,DALLAM COUNTY,Grade 3,121
2020-2021,16,DALLAM COUNTY,Grade 4,115
2020-2021,16,DALLAM COUNTY,Grade 5,121
2020-2021,16,DALLAM COUNTY,Grade 6,124
2020-2021,16,DALLAM COUNTY,Grade 7,147
2020-2021,16,DALLAM COUNTY,Grade 8,139
2020-2021,16,DALLAM COUNTY,Grade 9,141
2020-2021,16,DALLAM COUNTY,Grade 10,135
2020-2021,16,DALLAM COUNTY,Grade 11,111
2020-2021,16,DALLAM COUNTY,Grade 12,124
2020-2021,10,DALLAS COUNTY,Early Education,1499
2020-2021,10,DALLAS COUNTY,Pre-kindergarten,22318
2020-2021,10,DALLAS COUNTY,Kindergarten,33964
2020-2021,10,DALLAS COUNTY,Grade 1,35457
2020-2021,10,DALLAS COUNTY,Grade 2,35522
2020-2021,10,DALLAS COUNTY,Grade 3,35602
2020-2021,10,DALLAS COUNTY,Grade 4,35693
2020-2021,10,DALLAS COUNTY,Grade 5,36590
2020-2021,10,DALLAS COUNTY,Grade 6,38288
2020-2021,10,DALLAS COUNTY,Grade 7,38414
2020-2021,10,DALLAS COUNTY,Grade 8,38638
2020-2021,10,DALLAS COUNTY,Grade 9,39699
2020-2021,10,DALLAS COUNTY,Grade 10,38636
2020-2021,10,DALLAS COUNTY,Grade 11,35186
2020-2021,10,DALLAS COUNTY,Grade 12,32630
2020-2021,17,DAWSON COUNTY,Early Education,9
2020-2021,17,DAWSON COUNTY,Pre-kindergarten,109
2020-2021,17,DAWSON COUNTY,Kindergarten,177
2020-2021,17,DAWSON COUNTY,Grade 1,153
2020-2021,17,DAWSON COUNTY,Grade 2,190
2020-2021,17,DAWSON COUNTY,Grade 3,195
2020-2021,17,DAWSON COUNTY,Grade 4,158
2020-2021,17,DAWSON COUNTY,Grade 5,195
2020-2021,17,DAWSON COUNTY,Grade 6,172
2020-2021,17,DAWSON COUNTY,Grade 7,179
2020-2021,17,DAWSON COUNTY,Grade 8,205
2020-2021,17,DAWSON COUNTY,Grade 9,201
2020-2021,17,DAWSON COUNTY,Grade 10,164
2020-2021,17,DAWSON COUNTY,Grade 11,147
2020-2021,17,DAWSON COUNTY,Grade 12,153
2020-2021,16,DEAF SMITH COUNTY,Early Education,19
2020-2021,16,DEAF SMITH COUNTY,Pre-kindergarten,219
2020-2021,16,DEAF SMITH COUNTY,Kindergarten,311
2020-2021,16,DEAF SMITH COUNTY,Grade 1,274
2020-2021,16,DEAF SMITH COUNTY,Grade 2,297
2020-2021,16,DEAF SMITH COUNTY,Grade 3,251
2020-2021,16,DEAF SMITH COUNTY,Grade 4,310
2020-2021,16,DEAF SMITH COUNTY,Grade 5,283
2020-2021,16,DEAF SMITH COUNTY,Grade 6,312
2020-2021,16,DEAF SMITH COUNTY,Grade 7,322
2020-2021,16,DEAF SMITH COUNTY,Grade 8,297
2020-2021,16,DEAF SMITH COUNTY,Grade 9,297
2020-2021,16,DEAF SMITH COUNTY,Grade 10,299
2020-2021,16,DEAF SMITH COUNTY,Grade 11,270
2020-2021,16,DEAF SMITH COUNTY,Grade 12,249
2020-2021,8,DELTA COUNTY,Early Education,3
2020-2021,8,DELTA COUNTY,Pre-kindergarten,73
2020-2021,8,DELTA COUNTY,Kindergarten,82
2020-2021,8,DELTA COUNTY,Grade 1,70
2020-2021,8,DELTA COUNTY,Grade 2,60
2020-2021,8,DELTA COUNTY,Grade 3,68
2020-2021,8,DELTA COUNTY,Grade 4,66
2020-2021,8,DELTA COUNTY,Grade 5,59
2020-2021,8,DELTA COUNTY,Grade 6,69
2020-2021,8,DELTA COUNTY,Grade 7,60
2020-2021,8,DELTA COUNTY,Grade 8,73
2020-2021,8,DELTA COUNTY,Grade 9,67
2020-2021,8,DELTA COUNTY,Grade 10,73
2020-2021,8,DELTA COUNTY,Grade 11,65
2020-2021,8,DELTA COUNTY,Grade 12,77
2020-2021,11,DENTON COUNTY,Early Education,568
2020-2021,11,DENTON COUNTY,Pre-kindergarten,2855
2020-2021,10,DENTON COUNTY,Kindergarten,100
2020-2021,11,DENTON COUNTY,Kindergarten,8634
2020-2021,10,DENTON COUNTY,Grade 1,100
2020-2021,11,DENTON COUNTY,Grade 1,9380
2020-2021,10,DENTON COUNTY,Grade 2,100
2020-2021,11,DENTON COUNTY,Grade 2,9374
2020-2021,10,DENTON COUNTY,Grade 3,100
2020-2021,11,DENTON COUNTY,Grade 3,9354
2020-2021,10,DENTON COUNTY,Grade 4,100
2020-2021,11,DENTON COUNTY,Grade 4,9503
2020-2021,10,DENTON COUNTY,Grade 5,156
2020-2021,11,DENTON COUNTY,Grade 5,9645
2020-2021,10,DENTON COUNTY,Grade 6,118
2020-2021,11,DENTON COUNTY,Grade 6,10080
2020-2021,10,DENTON COUNTY,Grade 7,122
2020-2021,11,DENTON COUNTY,Grade 7,10374
2020-2021,10,DENTON COUNTY,Grade 8,119
2020-2021,11,DENTON COUNTY,Grade 8,10590
2020-2021,10,DENTON COUNTY,Grade 9,88
2020-2021,11,DENTON COUNTY,Grade 9,11014
2020-2021,10,DENTON COUNTY,Grade 10,92
2020-2021,11,DENTON COUNTY,Grade 10,10874
2020-2021,10,DENTON COUNTY,Grade 11,83
2020-2021,11,DENTON COUNTY,Grade 11,10230
2020-2021,10,DENTON COUNTY,Grade 12,69
2020-2021,11,DENTON COUNTY,Grade 12,9802
2020-2021,3,DEWITT COUNTY,Early Education,32
2020-2021,3,DEWITT COUNTY,Pre-kindergarten,184
2020-2021,3,DEWITT COUNTY,Kindergarten,290
2020-2021,3,DEWITT COUNTY,Grade 1,307
2020-2021,3,DEWITT COUNTY,Grade 2,295
2020-2021,3,DEWITT COUNTY,Grade 3,294
2020-2021,3,DEWITT COUNTY,Grade 4,264
2020-2021,3,DEWITT COUNTY,Grade 5,332
2020-2021,3,DEWITT COUNTY,Grade 6,347
2020-2021,3,DEWITT COUNTY,Grade 7,334
2020-2021,3,DEWITT COUNTY,Grade 8,341
2020-2021,3,DEWITT COUNTY,Grade 9,340
2020-2021,3,DEWITT COUNTY,Grade 10,327
2020-2021,3,DEWITT COUNTY,Grade 11,314
2020-2021,3,DEWITT COUNTY,Grade 12,305
2020-2021,17,DICKENS COUNTY,Early Education,1
2020-2021,17,DICKENS COUNTY,Pre-kindergarten,14
2020-2021,17,DICKENS COUNTY,Kindergarten,14
2020-2021,17,DICKENS COUNTY,Grade 1,26
2020-2021,17,DICKENS COUNTY,Grade 2,18
2020-2021,17,DICKENS COUNTY,Grade 3,19
2020-2021,17,DICKENS COUNTY,Grade 4,13
2020-2021,17,DICKENS COUNTY,Grade 5,24
2020-2021,17,DICKENS COUNTY,Grade 6,25
2020-2021,17,DICKENS COUNTY,Grade 7,24
2020-2021,17,DICKENS COUNTY,Grade 8,25
2020-2021,17,DICKENS COUNTY,Grade 9,23
