T E X A S  E D U C A T I O N  A G E N C Y,,,,
,,,,
PEIMS Student Enrollment Data for 2025-2026,,,,
,,,,
YEAR,REGION,COUNTY NAME,GRADE,ENROLLMENT
2025-2026,7,ANGELINA COUNTY,Kindergarten,1102
2025-2026,7,ANGELINA COUNTY,Grade 1,1070
2025-2026,7,ANGELINA COUNTY,Grade 2,1108
2025-2026,7,ANGELINA COUNTY,Grade 3,1057
2025-2026,7,ANGELINA COUNTY,Grade 4,1140
2025-2026,7,ANGELINA COUNTY,Grade 5,1125
2025-2026,7,ANGELINA COUNTY,Grade 6,1158
2025-2026,7,ANGELINA COUNTY,Grade 7,1136
2025-2026,7,ANGELINA COUNTY,Grade 8,1194
2025-2026,7,ANGELINA COUNTY,Grade 9,1234
2025-2026,7,ANGELINA COUNTY,Grade 10,1147
2025-2026,7,ANGELINA COUNTY,Grade 11,1089
2025-2026,7,ANGELINA COUNTY,Grade 12,1068
2025-2026,2,ARANSAS COUNTY,Early Education,10
2025-2026,2,ARANSAS COUNTY,Pre-kindergarten,149
2025-2026,2,ARANSAS COUNTY,Kindergarten,172
2025-2026,2,ARANSAS COUNTY,Grade 1,175
2025-2026,2,ARANSAS COUNTY,Grade 2,185
2025-2026,2,ARANSAS COUNTY,Grade 3,198
2025-2026,2,ARANSAS COUNTY,Grade 4,210
2025-2026,2,ARANSAS COUNTY,Grade 5,191
2025-2026,2,ARANSAS COUNTY,Grade 6,237
2025-2026,2,ARANSAS COUNTY,Grade 7,200
2025-2026,2,ARANSAS COUNTY,Grade 8,215
2025-2026,2,ARANSAS COUNTY,Grade 9,234
2025-2026,2,ARANSAS COUNTY,Grade 10,247
2025-2026,2,ARANSAS COUNTY,Grade 11,201
2025-2026,2,ARANSAS COUNTY,Grade 12,209
2025-2026,9,ARCHER COUNTY,Early Education,7
2025-2026,9,ARCHER COUNTY,Pre-kindergarten,65
2025-2026,9,ARCHER COUNTY,Kindergarten,135
2025-2026,9,ARCHER COUNTY,Grade 1,139
2025-2026,9,ARCHER COUNTY,Grade 2,132
2025-2026,9,ARCHER COUNTY,Grade 3,147
2025-2026,9,ARCHER COUNTY,Grade 4,168
2025-2026,9,ARCHER COUNTY,Grade 5,180
2025-2026,9,ARCHER COUNTY,Grade 6,162
2025-2026,9,ARCHER COUNTY,Grade 7,157
2025-2026,9,ARCHER COUNTY,Grade 8,170
2025-2026,9,ARCHER COUNTY,Grade 9,156
2025-2026,9,ARCHER COUNTY,Grade 10,156
2025-2026,9,ARCHER COUNTY,Grade 11,169
2025-2026,9,ARCHER COUNTY,Grade 12,168
2025-2026,16,ARMSTRONG COUNTY,Early Education,2
2025-2026,16,ARMSTRONG COUNTY,Pre-kindergarten,12
2025-2026,16,ARMSTRONG COUNTY,Kindergarten,19
2025-2026,16,ARMSTRONG COUNTY,Grade 1,12
2025-2026,16,ARMSTRONG COUNTY,Grade 2,25
2025-2026,16,ARMSTRONG COUNTY,Grade 3,23
2025-2026,16,ARMSTRONG COUNTY,Grade 4,22
2025-2026,16,ARMSTRONG COUNTY,Grade 5,19
2025-2026,16,ARMSTRONG COUNTY,Grade 6,32
2025-2026,16,ARMSTRONG COUNTY,Grade 7,31
2025-2026,16,ARMSTRONG COUNTY,Grade 8,25
2025-2026,16,ARMSTRONG COUNTY,Grade 9,23
2025-2026,16,ARMSTRONG COUNTY,Grade 10,24
2025-2026,16,ARMSTRONG COUNTY,Grade 11,23
2025-2026,16,ARMSTRONG COUNTY,Grade 12,20
2025-2026,20,ATASCOSA COUNTY,Early Education,62
2025-2026,20,ATASCOSA COUNTY,Pre-kindergarten,443
2025-2026,20,ATASCOSA COUNTY,Kindergarten,591
2025-2026,20,ATASCOSA COUNTY,Grade 1,645
2025-2026,20,ATASCOSA COUNTY,Grade 2,604
2025-2026,20,ATASCOSA COUNTY,Grade 3,681
2025-2026,20,ATASCOSA COUNTY,Grade 4,656
2025-2026,20,ATASCOSA COUNTY,Grade 5,669
2025-2026,20,ATASCOSA COUNTY,Grade 6,681
2025-2026,20,ATASCOSA COUNTY,Grade 7,669
2025-2026,20,ATASCOSA COUNTY,Grade 8,658
2025-2026,20,ATASCOSA COUNTY,Grade 9,724
2025-2026,20,ATASCOSA COUNTY,Grade 10,659
2025-2026,20,ATASCOSA COUNTY,Grade 11,638
2025-2026,20,ATASCOSA COUNTY,Grade 12,600
2025-2026,6,AUSTIN COUNTY,Early Education,43
2025-2026,6,AUSTIN COUNTY,Pre-kindergarten,202
2025-2026,6,AUSTIN COUNTY,Kindergarten,374
2025-2026,6,AUSTIN COUNTY,Grade 1,382
2025-2026,6,AUSTIN COUNTY,Grade 2,426
2025-2026,6,AUSTIN COUNTY,Grade 3,376
2025-2026,6,AUSTIN COUNTY,Grade 4,476
2025-2026,6,AUSTIN COUNTY,Grade 5,468
2025-2026,6,AUSTIN COUNTY,Grade 6,438
2025-2026,6,AUSTIN COUNTY,Grade 7,461
2025-2026,6,AUSTIN COUNTY,Grade 8,499
2025-2026,6,AUSTIN COUNTY,Grade 9,487
2025-2026,6,AUSTIN COUNTY,Grade 10,524
2025-2026,6,AUSTIN COUNTY,Grade 11,511
2025-2026,6,AUSTIN COUNTY,Grade 12,513
2025-2026,17,BAILEY COUNTY,Early Education,13
2025-2026,17,BAILEY COUNTY,Pre-kindergarten,73
2025-2026,17,BAILEY COUNTY,Kindergarten,92
2025-2026,17,BAILEY COUNTY,Grade 1,105
2025-2026,17,BAILEY COUNTY,Grade 2,97
2025-2026,17,BAILEY COUNTY,Grade 3,105
2025-2026,17,BAILEY COUNTY,Grade 4,94
2025-2026,17,BAILEY COUNTY,Grade 5,101
2025-2026,17,BAILEY COUNTY,Grade 6,99
2025-2026,17,BAILEY COUNTY,Grade 7,93
2025-2026,17,BAILEY COUNTY,Grade 8,86
2025-2026,17,BAILEY COUNTY,Grade 9,97
2025-2026,17,BAILEY COUNTY,Grade 10,82
2025-2026,17,BAILEY COUNTY,Grade 11,94
2025-2026,17,BAILEY COUNTY,Grade 12,78
2025-2026,20,BANDERA COUNTY,Early Education,16
2025-2026,20,BANDERA COUNTY,Pre-kindergarten,90
2025-2026,20,BANDERA COUNTY,Kindergarten,124
2025-2026,20,BANDERA COUNTY,Grade 1,139
2025-2026,20,BANDERA COUNTY,Grade 2,170
2025-2026,20,BANDERA COUNTY,Grade 3,185
2025-2026,20,BANDERA COUNTY,Grade 4,172
2025-2026,20,BANDERA COUNTY,Grade 5,184
2025-2026,20,BANDERA COUNTY,Grade 6,188
2025-2026,20,BANDERA COUNTY,Grade 7,218
2025-2026,20,BANDERA COUNTY,Grade 8,185
2025-2026,20,BANDERA COUNTY,Grade 9,207
2025-2026,20,BANDERA COUNTY,Grade 10,183
2025-2026,20,BANDERA COUNTY,Grade 11,187
2025-2026,20,BANDERA COUNTY,Grade 12,158
2025-2026,13,BASTROP COUNTY,Early Education,87
2025-2026,13,BASTROP COUNTY,Pre-kindergarten,974
2025-2026,13,BASTROP COUNTY,Kindergarten,1433
2025-2026,13,BASTROP COUNTY,Grade 1,1500
2025-2026,13,BASTROP COUNTY,Grade 2,1556
2025-2026,13,BASTROP COUNTY,Grade 3,1557
2025-2026,13,BASTROP COUNTY,Grade 4,1687
2025-2026,13,BASTROP COUNTY,Grade 5,1682
2025-2026,13,BASTROP COUNTY,Grade 6,1600
2025-2026,13,BASTROP COUNTY,Grade 7,1550
2025-2026,13,BASTROP COUNTY,Grade 8,1566
2025-2026,13,BASTROP COUNTY,Grade 9,1850
2025-2026,13,BASTROP COUNTY,Grade 10,1673
2025-2026,13,BASTROP COUNTY,Grade 11,1618
2025-2026,13,BASTROP COUNTY,Grade 12,1595
2025-2026,9,BAYLOR COUNTY,Early Education,2
2025-2026,9,BAYLOR COUNTY,Pre-kindergarten,34
2025-2026,9,BAYLOR COUNTY,Kindergarten,45
2025-2026,9,BAYLOR COUNTY,Grade 1,39
2025-2026,9,BAYLOR COUNTY,Grade 2,47
2025-2026,9,BAYLOR COUNTY,Grade 3,51
2025-2026,9,BAYLOR COUNTY,Grade 4,42
2025-2026,9,BAYLOR COUNTY,Grade 5,41
2025-2026,9,BAYLOR COUNTY,Grade 6,45
2025-2026,9,BAYLOR COUNTY,Grade 7,56
2025-2026,9,BAYLOR COUNTY,Grade 8,41
2025-2026,9,BAYLOR COUNTY,Grade 9,37
2025-2026,9,BAYLOR COUNTY,Grade 10,45
2025-2026,9,BAYLOR COUNTY,Grade 11,33
2025-2026,9,BAYLOR COUNTY,Grade 12,42
2025-2026,2,BEE COUNTY,Early Education,22
2025-2026,2,BEE COUNTY,Pre-kindergarten,270
2025-2026,2,BEE COUNTY,Kindergarten,300
2025-2026,2,BEE COUNTY,Grade 1,324
2025-2026,2,BEE COUNTY,Grade 2,325
2025-2026,2,BEE COUNTY,Grade 3,336
2025-2026,2,BEE COUNTY,Grade 4,361
2025-2026,2,BEE COUNTY,Grade 5,356
2025-2026,2,BEE COUNTY,Grade 6,357
2025-2026,2,BEE COUNTY,Grade 7,361
2025-2026,2,BEE COUNTY,Grade 8,317
2025-2026,2,BEE COUNTY,Grade 9,322
2025-2026,2,BEE COUNTY,Grade 10,330
2025-2026,2,BEE COUNTY,Grade 11,312
2025-2026,2,BEE COUNTY,Grade 12,330
2025-2026,12,BELL COUNTY,Early Education,398
2025-2026,13,BELL COUNTY,Early Education,6
2025-2026,12,BELL COUNTY,Pre-kindergarten,3564
2025-2026,13,BELL COUNTY,Pre-kindergarten,22
2025-2026,12,BELL COUNTY,Kindergarten,5015
2025-2026,13,BELL COUNTY,Kindergarten,20
2025-2026,12,BELL COUNTY,Grade 1,5351
2025-2026,13,BELL COUNTY,Grade 1,29
2025-2026,12,BELL COUNTY,Grade 2,5360
2025-2026,13,BELL COUNTY,Grade 2,32
2025-2026,12,BELL COUNTY,Grade 3,5516
2025-2026,13,BELL COUNTY,Grade 3,19
2025-2026,12,BELL COUNTY,Grade 4,5561
2025-2026,13,BELL COUNTY,Grade 4,38
2025-2026,12,BELL COUNTY,Grade 5,5628
2025-2026,13,BELL COUNTY,Grade 5,22
2025-2026,12,BELL COUNTY,Grade 6,5599
2025-2026,13,BELL COUNTY,Grade 6,35
2025-2026,12,BELL COUNTY,Grade 7,5473
2025-2026,13,BELL COUNTY,Grade 7,29
2025-2026,12,BELL COUNTY,Grade 8,5413
2025-2026,13,BELL COUNTY,Grade 8,27
2025-2026,12,BELL COUNTY,Grade 9,5840
2025-2026,13,BELL COUNTY,Grade 9,34
2025-2026,20,BELL COUNTY,Grade 9,413
2025-2026,12,BELL COUNTY,Grade 10,5247
2025-2026,13,BELL COUNTY,Grade 10,28
2025-2026,20,BELL COUNTY,Grade 10,459
2025-2026,12,BELL COUNTY,Grade 11,5004
2025-2026,13,BELL COUNTY,Grade 11,28
2025-2026,20,BELL COUNTY,Grade 11,405
2025-2026,12,BELL COUNTY,Grade 12,4887
2025-2026,13,BELL COUNTY,Grade 12,36
2025-2026,20,BELL COUNTY,Grade 12,251
2025-2026,20,BEXAR COUNTY,Early Education,1843
2025-2026,20,BEXAR COUNTY,Pre-kindergarten,16957
2025-2026,20,BEXAR COUNTY,Kindergarten,23327
2025-2026,20,BEXAR COUNTY,Grade 1,24732
2025-2026,20,BEXAR COUNTY,Grade 2,25356
2025-2026,20,BEXAR COUNTY,Grade 3,25925
2025-2026,20,BEXAR COUNTY,Grade 4,26959
2025-2026,20,BEXAR COUNTY,Grade 5,26813
2025-2026,20,BEXAR COUNTY,Grade 6,26231
2025-2026,20,BEXAR COUNTY,Grade 7,25724
2025-2026,20,BEXAR COUNTY,Grade 8,25241
2025-2026,20,BEXAR COUNTY,Grade 9,27597
2025-2026,20,BEXAR COUNTY,Grade 10,25681
2025-2026,20,BEXAR COUNTY,Grade 11,23918
2025-2026,20,BEXAR COUNTY,Grade 12,23006
2025-2026,13,BLANCO COUNTY,Early Education,7
2025-2026,13,BLANCO COUNTY,Pre-kindergarten,54
2025-2026,13,BLANCO COUNTY,Kindergarten,127
2025-2026,13,BLANCO COUNTY,Grade 1,130
2025-2026,13,BLANCO COUNTY,Grade 2,124
2025-2026,13,BLANCO COUNTY,Grade 3,119
2025-2026,13,BLANCO COUNTY,Grade 4,137
2025-2026,13,BLANCO COUNTY,Grade 5,131
2025-2026,13,BLANCO COUNTY,Grade 6,126
2025-2026,13,BLANCO COUNTY,Grade 7,134
2025-2026,13,BLANCO COUNTY,Grade 8,124
2025-2026,13,BLANCO COUNTY,Grade 9,138
2025-2026,13,BLANCO COUNTY,Grade 10,153
2025-2026,13,BLANCO COUNTY,Grade 11,158
2025-2026,13,BLANCO COUNTY,Grade 12,126
2025-2026,17,BORDEN COUNTY,Pre-kindergarten,9
2025-2026,17,BORDEN COUNTY,Kindergarten,18
2025-2026,17,BORDEN COUNTY,Grade 1,18
2025-2026,17,BORDEN COUNTY,Grade 2,19
2025-2026,17,BORDEN COUNTY,Grade 3,18
2025-2026,17,BORDEN COUNTY,Grade 4,23
2025-2026,17,BORDEN COUNTY,Grade 5,17
2025-2026,17,BORDEN COUNTY,Grade 6,20
2025-2026,17,BORDEN COUNTY,Grade 7,17
2025-2026,17,BORDEN COUNTY,Grade 8,10
2025-2026,17,BORDEN COUNTY,Grade 9,13
2025-2026,17,BORDEN COUNTY,Grade 10,14
2025-2026,17,BORDEN COUNTY,Grade 11,27
2025-2026,17,BORDEN COUNTY,Grade 12,15
2025-2026,12,BOSQUE COUNTY,Early Education,15
2025-2026,12,BOSQUE COUNTY,Pre-kindergarten,135
2025-2026,12,BOSQUE COUNTY,Kindergarten,188
2025-2026,12,BOSQUE COUNTY,Grade 1,178
2025-2026,12,BOSQUE COUNTY,Grade 2,186
2025-2026,12,BOSQUE COUNTY,Grade 3,170
2025-2026,12,BOSQUE COUNTY,Grade 4,205
2025-2026,12,BOSQUE COUNTY,Grade 5,183
2025-2026,12,BOSQUE COUNTY,Grade 6,177
2025-2026,12,BOSQUE COUNTY,Grade 7,211
2025-2026,12,BOSQUE COUNTY,Grade 8,196
2025-2026,12,BOSQUE COUNTY,Grade 9,197
2025-2026,12,BOSQUE COUNTY,Grade 10,200
2025-2026,12,BOSQUE COUNTY,Grade 11,208
2025-2026,12,BOSQUE COUNTY,Grade 12,217
2025-2026,8,BOWIE COUNTY,Early Education,54
2025-2026,8,BOWIE COUNTY,Pre-kindergarten,1095
2025-2026,8,BOWIE COUNTY,Kindergarten,1106
2025-2026,8,BOWIE COUNTY,Grade 1,1169
2025-2026,8,BOWIE COUNTY,Grade 2,1172
2025-2026,8,BOWIE COUNTY,Grade 3,1241
2025-2026,8,BOWIE COUNTY,Grade 4,1252
2025-2026,8,BOWIE COUNTY,Grade 5,1308
2025-2026,8,BOWIE COUNTY,Grade 6,1259
2025-2026,8,BOWIE COUNTY,Grade 7,1288
2025-2026,8,BOWIE COUNTY,Grade 8,1349
2025-2026,8,BOWIE COUNTY,Grade 9,1355
2025-2026,8,BOWIE COUNTY,Grade 10,1336
2025-2026,8,BOWIE COUNTY,Grade 11,1309
2025-2026,8,BOWIE COUNTY,Grade 12,1237
2025-2026,4,BRAZORIA COUNTY,Early Education,415
2025-2026,4,BRAZORIA COUNTY,Pre-kindergarten,2129
2025-2026,4,BRAZORIA COUNTY,Kindergarten,4571
2025-2026,4,BRAZORIA COUNTY,Grade 1,4943
2025-2026,4,BRAZORIA COUNTY,Grade 2,4957
2025-2026,4,BRAZORIA COUNTY,Grade 3,5122
2025-2026,4,BRAZORIA COUNTY,Grade 4,5410
2025-2026,4,BRAZORIA COUNTY,Grade 5,5563
2025-2026,4,BRAZORIA COUNTY,Grade 6,5661
2025-2026,4,BRAZORIA COUNTY,Grade 7,5667
2025-2026,4,BRAZORIA COUNTY,Grade 8,5714
2025-2026,4,BRAZORIA COUNTY,Grade 9,6266
2025-2026,4,BRAZORIA COUNTY,Grade 10,6112
2025-2026,4,BRAZORIA COUNTY,Grade 11,5940
2025-2026,4,BRAZORIA COUNTY,Grade 12,5755
2025-2026,6,BRAZOS COUNTY,Early Education,205
2025-2026,6,BRAZOS COUNTY,Pre-kindergarten,1183
2025-2026,6,BRAZOS COUNTY,Kindergarten,2116
2025-2026,6,BRAZOS COUNTY,Grade 1,2136
2025-2026,6,BRAZOS COUNTY,Grade 2,2187
2025-2026,6,BRAZOS COUNTY,Grade 3,2277
2025-2026,6,BRAZOS COUNTY,Grade 4,2386
2025-2026,6,BRAZOS COUNTY,Grade 5,2253
2025-2026,6,BRAZOS COUNTY,Grade 6,2250
2025-2026,6,BRAZOS COUNTY,Grade 7,2184
2025-2026,6,BRAZOS COUNTY,Grade 8,2125
2025-2026,6,BRAZOS COUNTY,Grade 9,2522
2025-2026,6,BRAZOS COUNTY,Grade 10,2291
2025-2026,6,BRAZOS COUNTY,Grade 11,2180
2025-2026,6,BRAZOS COUNTY,Grade 12,2094
2025-2026,18,BREWSTER COUNTY,Early Education,1
2025-2026,18,BREWSTER COUNTY,Pre-kindergarten,164
2025-2026,18,BREWSTER COUNTY,Kindergarten,66
2025-2026,18,BREWSTER COUNTY,Grade 1,82
2025-2026,18,BREWSTER COUNTY,Grade 2,78
2025-2026,18,BREWSTER COUNTY,Grade 3,69
2025-2026,18,BREWSTER COUNTY,Grade 4,85
2025-2026,18,BREWSTER COUNTY,Grade 5,71
2025-2026,18,BREWSTER COUNTY,Grade 6,84
2025-2026,18,BREWSTER COUNTY,Grade 7,63
2025-2026,18,BREWSTER COUNTY,Grade 8,90
2025-2026,18,BREWSTER COUNTY,Grade 9,70
2025-2026,18,BREWSTER COUNTY,Grade 10,75
2025-2026,18,BREWSTER COUNTY,Grade 11,84
2025-2026,18,BREWSTER COUNTY,Grade 12,78
2025-2026,16,BRISCOE COUNTY,Early Education,1
2025-2026,16,BRISCOE COUNTY,Pre-kindergarten,8
2025-2026,16,BRISCOE COUNTY,Kindergarten,10
2025-2026,16,BRISCOE COUNTY,Grade 1,16
2025-2026,16,BRISCOE COUNTY,Grade 2,16
2025-2026,16,BRISCOE COUNTY,Grade 3,13
2025-2026,16,BRISCOE COUNTY,Grade 4,16
2025-2026,16,BRISCOE COUNTY,Grade 5,17
2025-2026,16,BRISCOE COUNTY,Grade 6,10
2025-2026,16,BRISCOE COUNTY,Grade 7,13
2025-2026,16,BRISCOE COUNTY,Grade 8,15
2025-2026,16,BRISCOE COUNTY,Grade 9,16
2025-2026,16,BRISCOE COUNTY,Grade 10,11
2025-2026,16,BRISCOE COUNTY,Grade 11,17
2025-2026,16,BRISCOE COUNTY,Grade 12,16
2025-2026,2,BROOKS COUNTY,Pre-kindergarten,60
2025-2026,2,BROOKS COUNTY,Kindergarten,62
2025-2026,2,BROOKS COUNTY,Grade 1,68
2025-2026,2,BROOKS COUNTY,Grade 2,72
2025-2026,2,BROOKS COUNTY,Grade 3,54
2025-2026,2,BROOKS COUNTY,Grade 4,95
2025-2026,2,BROOKS COUNTY,Grade 5,69
2025-2026,2,BROOKS COUNTY,Grade 6,79
2025-2026,2,BROOKS COUNTY,Grade 7,71
2025-2026,2,BROOKS COUNTY,Grade 8,101
2025-2026,2,BROOKS COUNTY,Grade 9,88
2025-2026,2,BROOKS COUNTY,Grade 10,90
2025-2026,2,BROOKS COUNTY,Grade 11,74
2025-2026,2,BROOKS COUNTY,Grade 12,91
2025-2026,15,BROWN COUNTY,Early Education,34
2025-2026,15,BROWN COUNTY,Pre-kindergarten,598
2025-2026,15,BROWN COUNTY,Kindergarten,430
2025-2026,15,BROWN COUNTY,Grade 1,422
2025-2026,15,BROWN COUNTY,Grade 2,406
2025-2026,15,BROWN COUNTY,Grade 3,428
2025-2026,15,BROWN COUNTY,Grade 4,444
2025-2026,15,BROWN COUNTY,Grade 5,424
2025-2026,15,BROWN COUNTY,Grade 6,441
2025-2026,15,BROWN COUNTY,Grade 7,451
2025-2026,15,BROWN COUNTY,Grade 8,474
2025-2026,15,BROWN COUNTY,Grade 9,443
2025-2026,15,BROWN COUNTY,Grade 10,459
2025-2026,15,BROWN COUNTY,Grade 11,401
2025-2026,15,BROWN COUNTY,Grade 12,434
2025-2026,6,BURLESON COUNTY,Early Education,36
2025-2026,6,BURLESON COUNTY,Pre-kindergarten,136
2025-2026,6,BURLESON COUNTY,Kindergarten,196
2025-2026,6,BURLESON COUNTY,Grade 1,196
2025-2026,6,BURLESON COUNTY,Grade 2,191
2025-2026,6,BURLESON COUNTY,Grade 3,219
2025-2026,6,BURLESON COUNTY,Grade 4,215
2025-2026,6,BURLESON COUNTY,Grade 5,226
2025-2026,6,BURLESON COUNTY,Grade 6,247
2025-2026,6,BURLESON COUNTY,Grade 7,230
2025-2026,6,BURLESON COUNTY,Grade 8,215
2025-2026,6,BURLESON COUNTY,Grade 9,247
2025-2026,6,BURLESON COUNTY,Grade 10,221
2025-2026,6,BURLESON COUNTY,Grade 11,198
2025-2026,6,BURLESON COUNTY,Grade 12,211
2025-2026,13,BURNET COUNTY,Early Education,45
2025-2026,13,BURNET COUNTY,Pre-kindergarten,357
2025-2026,13,BURNET COUNTY,Kindergarten,470
2025-2026,13,BURNET COUNTY,Grade 1,463
2025-2026,13,BURNET COUNTY,Grade 2,523
2025-2026,13,BURNET COUNTY,Grade 3,491
2025-2026,13,BURNET COUNTY,Grade 4,569
2025-2026,13,BURNET COUNTY,Grade 5,574
2025-2026,13,BURNET COUNTY,Grade 6,568
2025-2026,13,BURNET COUNTY,Grade 7,548
2025-2026,13,BURNET COUNTY,Grade 8,535
2025-2026,13,BURNET COUNTY,Grade 9,595
2025-2026,13,BURNET COUNTY,Grade 10,560
2025-2026,13,BURNET COUNTY,Grade 11,519
2025-2026,13,BURNET COUNTY,Grade 12,484
2025-2026,13,CALDWELL COUNTY,Early Education,37
2025-2026,13,CALDWELL COUNTY,Pre-kindergarten,389
2025-2026,13,CALDWELL COUNTY,Kindergarten,582
2025-2026,13,CALDWELL COUNTY,Grade 1,583
2025-2026,13,CALDWELL COUNTY,Grade 2,601
2025-2026,13,CALDWELL COUNTY,Grade 3,592
2025-2026,13,CALDWELL COUNTY,Grade 4,672
2025-2026,13,CALDWELL COUNTY,Grade 5,664
2025-2026,13,CALDWELL COUNTY,Grade 6,637
2025-2026,13,CALDWELL COUNTY,Grade 7,600
2025-2026,13,CALDWELL COUNTY,Grade 8,629
2025-2026,13,CALDWELL COUNTY,Grade 9,675
2025-2026,13,CALDWELL COUNTY,Grade 10,648
2025-2026,13,CALDWELL COUNTY,Grade 11,618
2025-2026,13,CALDWELL COUNTY,Grade 12,575
2025-2026,3,CALHOUN COUNTY,Early Education,18
2025-2026,3,CALHOUN COUNTY,Pre-kindergarten,167
2025-2026,3,CALHOUN COUNTY,Kindergarten,256
2025-2026,3,CALHOUN COUNTY,Grade 1,243
2025-2026,3,CALHOUN COUNTY,Grade 2,229
2025-2026,3,CALHOUN COUNTY,Grade 3,241
2025-2026,3,CALHOUN COUNTY,Grade 4,266
2025-2026,3,CALHOUN COUNTY,Grade 5,242
2025-2026,3,CALHOUN COUNTY,Grade 6,251
2025-2026,3,CALHOUN COUNTY,Grade 7,245
2025-2026,3,CALHOUN COUNTY,Grade 8,249
2025-2026,3,CALHOUN COUNTY,Grade 9,269
2025-2026,3,CALHOUN COUNTY,Grade 10,263
2025-2026,3,CALHOUN COUNTY,Grade 11,229
2025-2026,3,CALHOUN COUNTY,Grade 12,220
2025-2026,14,CALLAHAN COUNTY,Early Education,5
2025-2026,14,CALLAHAN COUNTY,Pre-kindergarten,155
2025-2026,14,CALLAHAN COUNTY,Kindergarten,170
2025-2026,14,CALLAHAN COUNTY,Grade 1,174
2025-2026,14,CALLAHAN COUNTY,Grade 2,192
2025-2026,14,CALLAHAN COUNTY,Grade 3,182
2025-2026,14,CALLAHAN COUNTY,Grade 4,216
2025-2026,14,CALLAHAN COUNTY,Grade 5,205
2025-2026,14,CALLAHAN COUNTY,Grade 6,196
2025-2026,14,CALLAHAN COUNTY,Grade 7,197
2025-2026,14,CALLAHAN COUNTY,Grade 8,188
2025-2026,14,CALLAHAN COUNTY,Grade 9,181
2025-2026,14,CALLAHAN COUNTY,Grade 10,201
2025-2026,14,CALLAHAN COUNTY,Grade 11,188
2025-2026,14,CALLAHAN COUNTY,Grade 12,165
2025-2026,1,CAMERON COUNTY,Early Education,176
2025-2026,1,CAMERON COUNTY,Pre-kindergarten,5876
2025-2026,1,CAMERON COUNTY,Kindergarten,4657
2025-2026,1,CAMERON COUNTY,Grade 1,4775
2025-2026,1,CAMERON COUNTY,Grade 2,4904
2025-2026,1,CAMERON COUNTY,Grade 3,4926
2025-2026,1,CAMERON COUNTY,Grade 4,5268
2025-2026,1,CAMERON COUNTY,Grade 5,5394
2025-2026,1,CAMERON COUNTY,Grade 6,5724
2025-2026,1,CAMERON COUNTY,Grade 7,5932
2025-2026,1,CAMERON COUNTY,Grade 8,6174
2025-2026,1,CAMERON COUNTY,Grade 9,7139
2025-2026,1,CAMERON COUNTY,Grade 10,6612
2025-2026,1,CAMERON COUNTY,Grade 11,7023
2025-2026,1,CAMERON COUNTY,Grade 12,6724
2025-2026,8,CAMP COUNTY,Early Education,8
2025-2026,8,CAMP COUNTY,Pre-kindergarten,95
2025-2026,8,CAMP COUNTY,Kindergarten,154
2025-2026,8,CAMP COUNTY,Grade 1,175
2025-2026,8,CAMP COUNTY,Grade 2,160
2025-2026,8,CAMP COUNTY,Grade 3,158
2025-2026,8,CAMP COUNTY,Grade 4,150
2025-2026,8,CAMP COUNTY,Grade 5,165
2025-2026,8,CAMP COUNTY,Grade 6,183
2025-2026,8,CAMP COUNTY,Grade 7,177
2025-2026,8,CAMP COUNTY,Grade 8,140
2025-2026,8,CAMP COUNTY,Grade 9,165
2025-2026,8,CAMP COUNTY,Grade 10,166
