T E X A S  E D U C A T I O N  A G E N C Y,,,,
,,,,
PEIMS Student Enrollment Data for 2024-2025,,,,
,,,,
YEAR,REGION,COUNTY NAME,GRADE,ENROLLMENT
2024-2025,16,ARMSTRONG COUNTY,Grade 7,21
2024-2025,16,ARMSTRONG COUNTY,Grade 8,21
2024-2025,16,ARMSTRONG COUNTY,Grade 9,25
2024-2025,16,ARMSTRONG COUNTY,Grade 10,22
2024-2025,16,ARMSTRONG COUNTY,Grade 11,19
2024-2025,16,ARMSTRONG COUNTY,Grade 12,16
2024-2025,20,ATASCOSA COUNTY,Early Education,46
2024-2025,20,ATASCOSA COUNTY,Pre-kindergarten,482
2024-2025,20,ATASCOSA COUNTY,Kindergarten,623
2024-2025,20,ATASCOSA COUNTY,Grade 1,623
2024-2025,20,ATASCOSA COUNTY,Grade 2,671
2024-2025,20,ATASCOSA COUNTY,Grade 3,644
2024-2025,20,ATASCOSA COUNTY,Grade 4,653
2024-2025,20,ATASCOSA COUNTY,Grade 5,649
2024-2025,20,ATASCOSA COUNTY,Grade 6,658
2024-2025,20,ATASCOSA COUNTY,Grade 7,672
2024-2025,20,ATASCOSA COUNTY,Grade 8,691
2024-2025,20,ATASCOSA COUNTY,Grade 9,728
2024-2025,20,ATASCOSA COUNTY,Grade 10,680
2024-2025,20,ATASCOSA COUNTY,Grade 11,634
2024-2025,20,ATASCOSA COUNTY,Grade 12,592
2024-2025,6,AUSTIN COUNTY,Early Education,40
2024-2025,6,AUSTIN COUNTY,Pre-kindergarten,212
2024-2025,6,AUSTIN COUNTY,Kindergarten,368
2024-2025,6,AUSTIN COUNTY,Grade 1,411
2024-2025,6,AUSTIN COUNTY,Grade 2,382
2024-2025,6,AUSTIN COUNTY,Grade 3,481
2024-2025,6,AUSTIN COUNTY,Grade 4,446
2024-2025,6,AUSTIN COUNTY,Grade 5,421
2024-2025,6,AUSTIN COUNTY,Grade 6,448
2024-2025,6,AUSTIN COUNTY,Grade 7,492
2024-2025,6,AUSTIN COUNTY,Grade 8,484
2024-2025,6,AUSTIN COUNTY,Grade 9,550
2024-2025,6,AUSTIN COUNTY,Grade 10,533
2024-2025,6,AUSTIN COUNTY,Grade 11,546
2024-2025,6,AUSTIN COUNTY,Grade 12,476
2024-2025,17,BAILEY COUNTY,Early Education,9
2024-2025,17,BAILEY COUNTY,Pre-kindergarten,73
2024-2025,17,BAILEY COUNTY,Kindergarten,107
2024-2025,17,BAILEY COUNTY,Grade 1,102
2024-2025,17,BAILEY COUNTY,Grade 2,109
2024-2025,17,BAILEY COUNTY,Grade 3,98
2024-2025,17,BAILEY COUNTY,Grade 4,104
2024-2025,17,BAILEY COUNTY,Grade 5,102
2024-2025,17,BAILEY COUNTY,Grade 6,92
2024-2025,17,BAILEY COUNTY,Grade 7,95
2024-2025,17,BAILEY COUNTY,Grade 8,98
2024-2025,17,BAILEY COUNTY,Grade 9,92
2024-2025,17,BAILEY COUNTY,Grade 10,100
2024-2025,17,BAILEY COUNTY,Grade 11,85
2024-2025,17,BAILEY COUNTY,Grade 12,64
2024-2025,20,BANDERA COUNTY,Early Education,11
2024-2025,20,BANDERA COUNTY,Pre-kindergarten,88
2024-2025,20,BANDERA COUNTY,Kindergarten,143
2024-2025,20,BANDERA COUNTY,Grade 1,167
2024-2025,20,BANDERA COUNTY,Grade 2,187
2024-2025,20,BANDERA COUNTY,Grade 3,168
2024-2025,20,BANDERA COUNTY,Grade 4,183
2024-2025,20,BANDERA COUNTY,Grade 5,182
2024-2025,20,BANDERA COUNTY,Grade 6,205
2024-2025,20,BANDERA COUNTY,Grade 7,189
2024-2025,20,BANDERA COUNTY,Grade 8,205
2024-2025,20,BANDERA COUNTY,Grade 9,197
2024-2025,20,BANDERA COUNTY,Grade 10,205
2024-2025,20,BANDERA COUNTY,Grade 11,187
2024-2025,20,BANDERA COUNTY,Grade 12,144
2024-2025,13,BASTROP COUNTY,Early Education,101
2024-2025,13,BASTROP COUNTY,Pre-kindergarten,938
2024-2025,13,BASTROP COUNTY,Kindergarten,1405
2024-2025,13,BASTROP COUNTY,Grade 1,1483
2024-2025,13,BASTROP COUNTY,Grade 2,1492
2024-2025,13,BASTROP COUNTY,Grade 3,1617
2024-2025,13,BASTROP COUNTY,Grade 4,1629
2024-2025,13,BASTROP COUNTY,Grade 5,1520
2024-2025,13,BASTROP COUNTY,Grade 6,1498
2024-2025,13,BASTROP COUNTY,Grade 7,1515
2024-2025,13,BASTROP COUNTY,Grade 8,1594
2024-2025,13,BASTROP COUNTY,Grade 9,1892
2024-2025,13,BASTROP COUNTY,Grade 10,1777
2024-2025,13,BASTROP COUNTY,Grade 11,1637
2024-2025,13,BASTROP COUNTY,Grade 12,1457
2024-2025,9,BAYLOR COUNTY,Early Education,1
2024-2025,9,BAYLOR COUNTY,Pre-kindergarten,27
2024-2025,9,BAYLOR COUNTY,Kindergarten,40
2024-2025,9,BAYLOR COUNTY,Grade 1,48
2024-2025,9,BAYLOR COUNTY,Grade 2,51
2024-2025,9,BAYLOR COUNTY,Grade 3,39
2024-2025,9,BAYLOR COUNTY,Grade 4,43
2024-2025,9,BAYLOR COUNTY,Grade 5,45
2024-2025,9,BAYLOR COUNTY,Grade 6,59
2024-2025,9,BAYLOR COUNTY,Grade 7,46
2024-2025,9,BAYLOR COUNTY,Grade 8,38
2024-2025,9,BAYLOR COUNTY,Grade 9,46
2024-2025,9,BAYLOR COUNTY,Grade 10,35
2024-2025,9,BAYLOR COUNTY,Grade 11,44
2024-2025,9,BAYLOR COUNTY,Grade 12,32
2024-2025,2,BEE COUNTY,Early Education,27
2024-2025,2,BEE COUNTY,Pre-kindergarten,646
2024-2025,2,BEE COUNTY,Kindergarten,304
2024-2025,2,BEE COUNTY,Grade 1,346
2024-2025,2,BEE COUNTY,Grade 2,329
2024-2025,2,BEE COUNTY,Grade 3,370
2024-2025,2,BEE COUNTY,Grade 4,372
2024-2025,2,BEE COUNTY,Grade 5,346
2024-2025,2,BEE COUNTY,Grade 6,375
2024-2025,2,BEE COUNTY,Grade 7,319
2024-2025,2,BEE COUNTY,Grade 8,324
2024-2025,2,BEE COUNTY,Grade 9,363
2024-2025,2,BEE COUNTY,Grade 10,356
2024-2025,2,BEE COUNTY,Grade 11,320
2024-2025,2,BEE COUNTY,Grade 12,300
2024-2025,12,BELL COUNTY,Early Education,433
2024-2025,13,BELL COUNTY,Early Education,9
2024-2025,12,BELL COUNTY,Pre-kindergarten,3614
2024-2025,13,BELL COUNTY,Pre-kindergarten,17
2024-2025,12,BELL COUNTY,Kindergarten,5237
2024-2025,13,BELL COUNTY,Kindergarten,25
2024-2025,12,BELL COUNTY,Grade 1,5515
2024-2025,13,BELL COUNTY,Grade 1,27
2024-2025,12,BELL COUNTY,Grade 2,5607
2024-2025,13,BELL COUNTY,Grade 2,18
2024-2025,12,BELL COUNTY,Grade 3,5693
2024-2025,13,BELL COUNTY,Grade 3,33
2024-2025,12,BELL COUNTY,Grade 4,5719
2024-2025,13,BELL COUNTY,Grade 4,25
2024-2025,12,BELL COUNTY,Grade 5,5724
2024-2025,13,BELL COUNTY,Grade 5,31
2024-2025,12,BELL COUNTY,Grade 6,5600
2024-2025,13,BELL COUNTY,Grade 6,26
2024-2025,12,BELL COUNTY,Grade 7,5468
2024-2025,13,BELL COUNTY,Grade 7,24
2024-2025,12,BELL COUNTY,Grade 8,5442
2024-2025,13,BELL COUNTY,Grade 8,31
2024-2025,12,BELL COUNTY,Grade 9,5865
2024-2025,13,BELL COUNTY,Grade 9,26
2024-2025,20,BELL COUNTY,Grade 9,429
2024-2025,12,BELL COUNTY,Grade 10,5537
2024-2025,13,BELL COUNTY,Grade 10,28
2024-2025,20,BELL COUNTY,Grade 10,495
2024-2025,12,BELL COUNTY,Grade 11,5115
2024-2025,13,BELL COUNTY,Grade 11,36
2024-2025,20,BELL COUNTY,Grade 11,383
2024-2025,12,BELL COUNTY,Grade 12,4795
2024-2025,13,BELL COUNTY,Grade 12,37
2024-2025,20,BELL COUNTY,Grade 12,300
2024-2025,20,BEXAR COUNTY,Early Education,1795
2024-2025,20,BEXAR COUNTY,Pre-kindergarten,17805
2024-2025,20,BEXAR COUNTY,Kindergarten,23817
2024-2025,20,BEXAR COUNTY,Grade 1,25205
2024-2025,20,BEXAR COUNTY,Grade 2,25898
2024-2025,20,BEXAR COUNTY,Grade 3,26761
2024-2025,20,BEXAR COUNTY,Grade 4,26620
2024-2025,20,BEXAR COUNTY,Grade 5,26367
2024-2025,20,BEXAR COUNTY,Grade 6,26004
2024-2025,20,BEXAR COUNTY,Grade 7,25761
2024-2025,20,BEXAR COUNTY,Grade 8,25296
2024-2025,20,BEXAR COUNTY,Grade 9,28782
2024-2025,20,BEXAR COUNTY,Grade 10,26303
2024-2025,20,BEXAR COUNTY,Grade 11,24247
2024-2025,20,BEXAR COUNTY,Grade 12,23146
2024-2025,13,BLANCO COUNTY,Early Education,10
2024-2025,13,BLANCO COUNTY,Pre-kindergarten,46
2024-2025,13,BLANCO COUNTY,Kindergarten,127
2024-2025,13,BLANCO COUNTY,Grade 1,112
2024-2025,13,BLANCO COUNTY,Grade 2,118
2024-2025,13,BLANCO COUNTY,Grade 3,133
2024-2025,13,BLANCO COUNTY,Grade 4,128
2024-2025,13,BLANCO COUNTY,Grade 5,116
2024-2025,13,BLANCO COUNTY,Grade 6,130
2024-2025,13,BLANCO COUNTY,Grade 7,131
2024-2025,13,BLANCO COUNTY,Grade 8,138
2024-2025,13,BLANCO COUNTY,Grade 9,155
2024-2025,13,BLANCO COUNTY,Grade 10,159
2024-2025,13,BLANCO COUNTY,Grade 11,143
2024-2025,13,BLANCO COUNTY,Grade 12,163
2024-2025,17,BORDEN COUNTY,Pre-kindergarten,14
2024-2025,17,BORDEN COUNTY,Kindergarten,16
2024-2025,17,BORDEN COUNTY,Grade 1,21
2024-2025,17,BORDEN COUNTY,Grade 2,19
2024-2025,17,BORDEN COUNTY,Grade 3,23
2024-2025,17,BORDEN COUNTY,Grade 4,17
2024-2025,17,BORDEN COUNTY,Grade 5,20
2024-2025,17,BORDEN COUNTY,Grade 6,18
2024-2025,17,BORDEN COUNTY,Grade 7,11
2024-2025,17,BORDEN COUNTY,Grade 8,15
2024-2025,17,BORDEN COUNTY,Grade 9,16
2024-2025,17,BORDEN COUNTY,Grade 10,28
2024-2025,17,BORDEN COUNTY,Grade 11,16
2024-2025,17,BORDEN COUNTY,Grade 12,15
2024-2025,12,BOSQUE COUNTY,Early Education,19
2024-2025,12,BOSQUE COUNTY,Pre-kindergarten,131
2024-2025,12,BOSQUE COUNTY,Kindergarten,183
2024-2025,12,BOSQUE COUNTY,Grade 1,194
2024-2025,12,BOSQUE COUNTY,Grade 2,182
2024-2025,12,BOSQUE COUNTY,Grade 3,215
2024-2025,12,BOSQUE COUNTY,Grade 4,192
2024-2025,12,BOSQUE COUNTY,Grade 5,190
2024-2025,12,BOSQUE COUNTY,Grade 6,225
2024-2025,12,BOSQUE COUNTY,Grade 7,194
2024-2025,12,BOSQUE COUNTY,Grade 8,206
2024-2025,12,BOSQUE COUNTY,Grade 9,207
2024-2025,12,BOSQUE COUNTY,Grade 10,231
2024-2025,12,BOSQUE COUNTY,Grade 11,232
2024-2025,12,BOSQUE COUNTY,Grade 12,204
2024-2025,8,BOWIE COUNTY,Early Education,47
2024-2025,8,BOWIE COUNTY,Pre-kindergarten,1022
2024-2025,8,BOWIE COUNTY,Kindergarten,1183
2024-2025,8,BOWIE COUNTY,Grade 1,1221
2024-2025,8,BOWIE COUNTY,Grade 2,1247
2024-2025,8,BOWIE COUNTY,Grade 3,1284
2024-2025,8,BOWIE COUNTY,Grade 4,1266
2024-2025,8,BOWIE COUNTY,Grade 5,1231
2024-2025,8,BOWIE COUNTY,Grade 6,1260
2024-2025,8,BOWIE COUNTY,Grade 7,1338
2024-2025,8,BOWIE COUNTY,Grade 8,1270
2024-2025,8,BOWIE COUNTY,Grade 9,1337
2024-2025,8,BOWIE COUNTY,Grade 10,1312
2024-2025,8,BOWIE COUNTY,Grade 11,1249
2024-2025,8,BOWIE COUNTY,Grade 12,1168
2024-2025,4,BRAZORIA COUNTY,Early Education,420
2024-2025,4,BRAZORIA COUNTY,Pre-kindergarten,2107
2024-2025,4,BRAZORIA COUNTY,Kindergarten,4680
2024-2025,4,BRAZORIA COUNTY,Grade 1,4909
2024-2025,4,BRAZORIA COUNTY,Grade 2,5049
2024-2025,4,BRAZORIA COUNTY,Grade 3,5360
2024-2025,4,BRAZORIA COUNTY,Grade 4,5466
2024-2025,4,BRAZORIA COUNTY,Grade 5,5549
2024-2025,4,BRAZORIA COUNTY,Grade 6,5555
2024-2025,4,BRAZORIA COUNTY,Grade 7,5674
2024-2025,4,BRAZORIA COUNTY,Grade 8,5754
2024-2025,4,BRAZORIA COUNTY,Grade 9,6502
2024-2025,4,BRAZORIA COUNTY,Grade 10,6137
2024-2025,4,BRAZORIA COUNTY,Grade 11,6013
2024-2025,4,BRAZORIA COUNTY,Grade 12,5570
2024-2025,6,BRAZOS COUNTY,Early Education,223
2024-2025,6,BRAZOS COUNTY,Pre-kindergarten,1275
2024-2025,6,BRAZOS COUNTY,Kindergarten,2119
2024-2025,6,BRAZOS COUNTY,Grade 1,2231
2024-2025,6,BRAZOS COUNTY,Grade 2,2288
2024-2025,6,BRAZOS COUNTY,Grade 3,2412
2024-2025,6,BRAZOS COUNTY,Grade 4,2330
2024-2025,6,BRAZOS COUNTY,Grade 5,2322
2024-2025,6,BRAZOS COUNTY,Grade 6,2237
2024-2025,6,BRAZOS COUNTY,Grade 7,2117
2024-2025,6,BRAZOS COUNTY,Grade 8,2199
2024-2025,6,BRAZOS COUNTY,Grade 9,2640
2024-2025,6,BRAZOS COUNTY,Grade 10,2349
2024-2025,6,BRAZOS COUNTY,Grade 11,2259
2024-2025,6,BRAZOS COUNTY,Grade 12,2111
2024-2025,18,BREWSTER COUNTY,Early Education,1
2024-2025,18,BREWSTER COUNTY,Pre-kindergarten,85
2024-2025,18,BREWSTER COUNTY,Kindergarten,73
2024-2025,18,BREWSTER COUNTY,Grade 1,72
2024-2025,18,BREWSTER COUNTY,Grade 2,72
2024-2025,18,BREWSTER COUNTY,Grade 3,76
2024-2025,18,BREWSTER COUNTY,Grade 4,66
2024-2025,18,BREWSTER COUNTY,Grade 5,82
2024-2025,18,BREWSTER COUNTY,Grade 6,61
2024-2025,18,BREWSTER COUNTY,Grade 7,91
2024-2025,18,BREWSTER COUNTY,Grade 8,71
2024-2025,18,BREWSTER COUNTY,Grade 9,77
2024-2025,18,BREWSTER COUNTY,Grade 10,90
2024-2025,18,BREWSTER COUNTY,Grade 11,90
2024-2025,18,BREWSTER COUNTY,Grade 12,86
2024-2025,16,BRISCOE COUNTY,Early Education,3
2024-2025,16,BRISCOE COUNTY,Pre-kindergarten,10
2024-2025,16,BRISCOE COUNTY,Kindergarten,14
2024-2025,16,BRISCOE COUNTY,Grade 1,15
2024-2025,16,BRISCOE COUNTY,Grade 2,15
2024-2025,16,BRISCOE COUNTY,Grade 3,16
2024-2025,16,BRISCOE COUNTY,Grade 4,17
2024-2025,16,BRISCOE COUNTY,Grade 5,10
2024-2025,16,BRISCOE COUNTY,Grade 6,13
2024-2025,16,BRISCOE COUNTY,Grade 7,17
2024-2025,16,BRISCOE COUNTY,Grade 8,17
2024-2025,16,BRISCOE COUNTY,Grade 9,11
2024-2025,16,BRISCOE COUNTY,Grade 10,20
2024-2025,16,BRISCOE COUNTY,Grade 11,15
2024-2025,16,BRISCOE COUNTY,Grade 12,11
2024-2025,1,BROOKS COUNTY,Pre-kindergarten,92
2024-2025,1,BROOKS COUNTY,Kindergarten,64
2024-2025,1,BROOKS COUNTY,Grade 1,75
2024-2025,1,BROOKS COUNTY,Grade 2,49
2024-2025,1,BROOKS COUNTY,Grade 3,100
2024-2025,1,BROOKS COUNTY,Grade 4,69
2024-2025,1,BROOKS COUNTY,Grade 5,82
2024-2025,1,BROOKS COUNTY,Grade 6,75
2024-2025,1,BROOKS COUNTY,Grade 7,114
2024-2025,1,BROOKS COUNTY,Grade 8,90
2024-2025,1,BROOKS COUNTY,Grade 9,106
2024-2025,1,BROOKS COUNTY,Grade 10,82
2024-2025,1,BROOKS COUNTY,Grade 11,91
2024-2025,1,BROOKS COUNTY,Grade 12,91
2024-2025,15,BROWN COUNTY,Early Education,32
2024-2025,15,BROWN COUNTY,Pre-kindergarten,335
2024-2025,15,BROWN COUNTY,Kindergarten,398
2024-2025,15,BROWN COUNTY,Grade 1,423
2024-2025,15,BROWN COUNTY,Grade 2,421
2024-2025,15,BROWN COUNTY,Grade 3,434
2024-2025,15,BROWN COUNTY,Grade 4,420
2024-2025,15,BROWN COUNTY,Grade 5,441
2024-2025,15,BROWN COUNTY,Grade 6,448
2024-2025,15,BROWN COUNTY,Grade 7,460
2024-2025,15,BROWN COUNTY,Grade 8,427
2024-2025,15,BROWN COUNTY,Grade 9,495
2024-2025,15,BROWN COUNTY,Grade 10,467
2024-2025,15,BROWN COUNTY,Grade 11,493
2024-2025,15,BROWN COUNTY,Grade 12,415
2024-2025,6,BURLESON COUNTY,Early Education,31
2024-2025,6,BURLESON COUNTY,Pre-kindergarten,135
2024-2025,6,BURLESON COUNTY,Kindergarten,200
2024-2025,6,BURLESON COUNTY,Grade 1,197
2024-2025,6,BURLESON COUNTY,Grade 2,223
2024-2025,6,BURLESON COUNTY,Grade 3,210
2024-2025,6,BURLESON COUNTY,Grade 4,234
2024-2025,6,BURLESON COUNTY,Grade 5,248
2024-2025,6,BURLESON COUNTY,Grade 6,245
2024-2025,6,BURLESON COUNTY,Grade 7,230
2024-2025,6,BURLESON COUNTY,Grade 8,247
2024-2025,6,BURLESON COUNTY,Grade 9,254
2024-2025,6,BURLESON COUNTY,Grade 10,218
2024-2025,6,BURLESON COUNTY,Grade 11,235
2024-2025,6,BURLESON COUNTY,Grade 12,221
2024-2025,13,BURNET COUNTY,Early Education,45
2024-2025,13,BURNET COUNTY,Pre-kindergarten,349
2024-2025,13,BURNET COUNTY,Kindergarten,456
2024-2025,13,BURNET COUNTY,Grade 1,498
2024-2025,13,BURNET COUNTY,Grade 2,479
2024-2025,13,BURNET COUNTY,Grade 3,558
2024-2025,13,BURNET COUNTY,Grade 4,560
2024-2025,13,BURNET COUNTY,Grade 5,547
2024-2025,13,BURNET COUNTY,Grade 6,529
2024-2025,13,BURNET COUNTY,Grade 7,521
2024-2025,13,BURNET COUNTY,Grade 8,513
2024-2025,13,BURNET COUNTY,Grade 9,595
2024-2025,13,BURNET COUNTY,Grade 10,545
2024-2025,13,BURNET COUNTY,Grade 11,532
2024-2025,13,BURNET COUNTY,Grade 12,483
2024-2025,13,CALDWELL COUNTY,Early Education,38
2024-2025,13,CALDWELL COUNTY,Pre-kindergarten,393
2024-2025,13,CALDWELL COUNTY,Kindergarten,547
2024-2025,13,CALDWELL COUNTY,Grade 1,595
2024-2025,13,CALDWELL COUNTY,Grade 2,579
2024-2025,13,CALDWELL COUNTY,Grade 3,621
2024-2025,13,CALDWELL COUNTY,Grade 4,645
2024-2025,13,CALDWELL COUNTY,Grade 5,629
2024-2025,13,CALDWELL COUNTY,Grade 6,610
2024-2025,13,CALDWELL COUNTY,Grade 7,625
2024-2025,13,CALDWELL COUNTY,Grade 8,635
2024-2025,13,CALDWELL COUNTY,Grade 9,651
2024-2025,13,CALDWELL COUNTY,Grade 10,725
2024-2025,13,CALDWELL COUNTY,Grade 11,594
2024-2025,13,CALDWELL COUNTY,Grade 12,576
2024-2025,3,CALHOUN COUNTY,Early Education,36
2024-2025,3,CALHOUN COUNTY,Pre-kindergarten,197
2024-2025,3,CALHOUN COUNTY,Kindergarten,238
2024-2025,3,CALHOUN COUNTY,Grade 1,249
2024-2025,3,CALHOUN COUNTY,Grade 2,243
2024-2025,3,CALHOUN COUNTY,Grade 3,281
2024-2025,3,CALHOUN COUNTY,Grade 4,238
2024-2025,3,CALHOUN COUNTY,Grade 5,255
2024-2025,3,CALHOUN COUNTY,Grade 6,253
2024-2025,3,CALHOUN COUNTY,Grade 7,254
2024-2025,3,CALHOUN COUNTY,Grade 8,260
2024-2025,3,CALHOUN COUNTY,Grade 9,276
2024-2025,3,CALHOUN COUNTY,Grade 10,249
2024-2025,3,CALHOUN COUNTY,Grade 11,243
2024-2025,3,CALHOUN COUNTY,Grade 12,242
2024-2025,14,CALLAHAN COUNTY,Early Education,5
2024-2025,14,CALLAHAN COUNTY,Pre-kindergarten,156
2024-2025,14,CALLAHAN COUNTY,Kindergarten,166
2024-2025,14,CALLAHAN COUNTY,Grade 1,191
2024-2025,14,CALLAHAN COUNTY,Grade 2,175
2024-2025,14,CALLAHAN COUNTY,Grade 3,208
2024-2025,14,CALLAHAN COUNTY,Grade 4,212
2024-2025,14,CALLAHAN COUNTY,Grade 5,194
2024-2025,14,CALLAHAN COUNTY,Grade 6,199
2024-2025,14,CALLAHAN COUNTY,Grade 7,182
2024-2025,14,CALLAHAN COUNTY,Grade 8,171
2024-2025,14,CALLAHAN COUNTY,Grade 9,210
2024-2025,14,CALLAHAN COUNTY,Grade 10,182
2024-2025,14,CALLAHAN COUNTY,Grade 11,178
2024-2025,14,CALLAHAN COUNTY,Grade 12,179
2024-2025,1,CAMERON COUNTY,Early Education,136
2024-2025,1,CAMERON COUNTY,Pre-kindergarten,6246
2024-2025,1,CAMERON COUNTY,Kindergarten,4637
2024-2025,1,CAMERON COUNTY,Grade 1,4998
2024-2025,1,CAMERON COUNTY,Grade 2,5048
2024-2025,1,CAMERON COUNTY,Grade 3,5379
2024-2025,1,CAMERON COUNTY,Grade 4,5469
2024-2025,1,CAMERON COUNTY,Grade 5,5400
2024-2025,1,CAMERON COUNTY,Grade 6,5917
2024-2025,1,CAMERON COUNTY,Grade 7,6211
2024-2025,1,CAMERON COUNTY,Grade 8,6386
2024-2025,1,CAMERON COUNTY,Grade 9,7140
2024-2025,1,CAMERON COUNTY,Grade 10,7424
2024-2025,1,CAMERON COUNTY,Grade 11,7185
2024-2025,1,CAMERON COUNTY,Grade 12,6555
2024-2025,8,CAMP COUNTY,Early Education,7
2024-2025,8,CAMP COUNTY,Pre-kindergarten,89
2024-2025,8,CAMP COUNTY,Kindergarten,146
2024-2025,8,CAMP COUNTY,Grade 1,184
2024-2025,8,CAMP COUNTY,Grade 2,164
2024-2025,8,CAMP COUNTY,Grade 3,150
2024-2025,8,CAMP COUNTY,Grade 4,166
2024-2025,8,CAMP COUNTY,Grade 5,189
2024-2025,8,CAMP COUNTY,Grade 6,180
2024-2025,8,CAMP COUNTY,Grade 7,148
2024-2025,8,CAMP COUNTY,Grade 8,151
2024-2025,8,CAMP COUNTY,Grade 9,175
2024-2025,8,CAMP COUNTY,Grade 10,162
