T E X A S  E D U C A T I O N  A G E N C Y,,,,
,,,,
PEIMS Student Enrollment Data for 2013-2014,,,,
,,,,
YEAR,REGION,COUNTY NAME,GRADE,ENROLLMENT
2013-2014,1,CAMERON COUNTY,Grade  5,7302
2013-2014,1,CAMERON COUNTY,Grade  6,7271
2013-2014,1,CAMERON COUNTY,Grade  7,7956
2013-2014,1,CAMERON COUNTY,Grade  8,7797
2013-2014,1,CAMERON COUNTY,Grade  9,9297
2013-2014,1,CAMERON COUNTY,Grade 10,7671
2013-2014,1,CAMERON COUNTY,Grade 11,6886
2013-2014,1,CAMERON COUNTY,Grade 12,6468
2013-2014,8,CAMP COUNTY,Early Education,13
2013-2014,8,CAMP COUNTY,Pre-kindergarten,75
2013-2014,8,CAMP COUNTY,Kindergarten,192
2013-2014,8,CAMP COUNTY,Grade  1,202
2013-2014,8,CAMP COUNTY,Grade  2,179
2013-2014,8,CAMP COUNTY,Grade  3,189
2013-2014,8,CAMP COUNTY,Grade  4,179
2013-2014,8,CAMP COUNTY,Grade  5,183
2013-2014,8,CAMP COUNTY,Grade  6,187
2013-2014,8,CAMP COUNTY,Grade  7,156
2013-2014,8,CAMP COUNTY,Grade  8,180
2013-2014,8,CAMP COUNTY,Grade  9,212
2013-2014,8,CAMP COUNTY,Grade 10,193
2013-2014,8,CAMP COUNTY,Grade 11,175
2013-2014,8,CAMP COUNTY,Grade 12,140
2013-2014,16,CARSON COUNTY,Early Education,-9999999
2013-2014,16,CARSON COUNTY,Pre-kindergarten,71
2013-2014,16,CARSON COUNTY,Kindergarten,72
2013-2014,16,CARSON COUNTY,Grade  1,81
2013-2014,16,CARSON COUNTY,Grade  2,88
2013-2014,16,CARSON COUNTY,Grade  3,79
2013-2014,16,CARSON COUNTY,Grade  4,97
2013-2014,16,CARSON COUNTY,Grade  5,100
2013-2014,16,CARSON COUNTY,Grade  6,87
2013-2014,16,CARSON COUNTY,Grade  7,83
2013-2014,16,CARSON COUNTY,Grade  8,81
2013-2014,16,CARSON COUNTY,Grade  9,96
2013-2014,16,CARSON COUNTY,Grade 10,88
2013-2014,16,CARSON COUNTY,Grade 11,76
2013-2014,16,CARSON COUNTY,Grade 12,88
2013-2014,8,CASS COUNTY,Early Education,19
2013-2014,8,CASS COUNTY,Pre-kindergarten,278
2013-2014,8,CASS COUNTY,Kindergarten,397
2013-2014,8,CASS COUNTY,Grade  1,419
2013-2014,8,CASS COUNTY,Grade  2,411
2013-2014,8,CASS COUNTY,Grade  3,393
2013-2014,8,CASS COUNTY,Grade  4,402
2013-2014,8,CASS COUNTY,Grade  5,412
2013-2014,8,CASS COUNTY,Grade  6,407
2013-2014,8,CASS COUNTY,Grade  7,417
2013-2014,8,CASS COUNTY,Grade  8,419
2013-2014,8,CASS COUNTY,Grade  9,452
2013-2014,8,CASS COUNTY,Grade 10,432
2013-2014,8,CASS COUNTY,Grade 11,403
2013-2014,8,CASS COUNTY,Grade 12,370
2013-2014,16,CASTRO COUNTY,Pre-kindergarten,131
2013-2014,16,CASTRO COUNTY,Kindergarten,125
2013-2014,16,CASTRO COUNTY,Grade  1,137
2013-2014,16,CASTRO COUNTY,Grade  2,114
2013-2014,16,CASTRO COUNTY,Grade  3,123
2013-2014,16,CASTRO COUNTY,Grade  4,128
2013-2014,16,CASTRO COUNTY,Grade  5,121
2013-2014,16,CASTRO COUNTY,Grade  6,112
2013-2014,16,CASTRO COUNTY,Grade  7,120
2013-2014,16,CASTRO COUNTY,Grade  8,137
2013-2014,16,CASTRO COUNTY,Grade  9,135
2013-2014,16,CASTRO COUNTY,Grade 10,116
2013-2014,16,CASTRO COUNTY,Grade 11,116
2013-2014,16,CASTRO COUNTY,Grade 12,93
2013-2014,4,CHAMBERS COUNTY/04,Early Education,27
2013-2014,4,CHAMBERS COUNTY/04,Pre-kindergarten,107
2013-2014,4,CHAMBERS COUNTY/04,Kindergarten,427
2013-2014,4,CHAMBERS COUNTY/04,Grade  1,440
2013-2014,4,CHAMBERS COUNTY/04,Grade  2,464
2013-2014,4,CHAMBERS COUNTY/04,Grade  3,436
2013-2014,4,CHAMBERS COUNTY/04,Grade  4,472
2013-2014,4,CHAMBERS COUNTY/04,Grade  5,433
2013-2014,4,CHAMBERS COUNTY/04,Grade  6,431
2013-2014,4,CHAMBERS COUNTY/04,Grade  7,449
2013-2014,4,CHAMBERS COUNTY/04,Grade  8,534
2013-2014,4,CHAMBERS COUNTY/04,Grade  9,496
2013-2014,4,CHAMBERS COUNTY/04,Grade 10,416
2013-2014,4,CHAMBERS COUNTY/04,Grade 11,401
2013-2014,4,CHAMBERS COUNTY/04,Grade 12,386
2013-2014,5,CHAMBERS COUNTY/05,Early Education,-9999999
2013-2014,5,CHAMBERS COUNTY/05,Pre-kindergarten,64
2013-2014,5,CHAMBERS COUNTY/05,Kindergarten,120
2013-2014,5,CHAMBERS COUNTY/05,Grade  1,101
2013-2014,5,CHAMBERS COUNTY/05,Grade  2,103
2013-2014,5,CHAMBERS COUNTY/05,Grade  3,119
2013-2014,5,CHAMBERS COUNTY/05,Grade  4,92
2013-2014,5,CHAMBERS COUNTY/05,Grade  5,87
2013-2014,5,CHAMBERS COUNTY/05,Grade  6,114
2013-2014,5,CHAMBERS COUNTY/05,Grade  7,114
2013-2014,5,CHAMBERS COUNTY/05,Grade  8,108
2013-2014,5,CHAMBERS COUNTY/05,Grade  9,94
2013-2014,5,CHAMBERS COUNTY/05,Grade 10,109
2013-2014,5,CHAMBERS COUNTY/05,Grade 11,81
2013-2014,5,CHAMBERS COUNTY/05,Grade 12,101
2013-2014,AL,CHAMBERS COUNTY/ALL,Early Education,30
2013-2014,AL,CHAMBERS COUNTY/ALL,Pre-kindergarten,171
2013-2014,AL,CHAMBERS COUNTY/ALL,Kindergarten,547
2013-2014,AL,CHAMBERS COUNTY/ALL,Grade  1,541
2013-2014,AL,CHAMBERS COUNTY/ALL,Grade  2,567
2013-2014,AL,CHAMBERS COUNTY/ALL,Grade  3,555
2013-2014,AL,CHAMBERS COUNTY/ALL,Grade  4,564
2013-2014,AL,CHAMBERS COUNTY/ALL,Grade  5,520
2013-2014,AL,CHAMBERS COUNTY/ALL,Grade  6,545
2013-2014,AL,CHAMBERS COUNTY/ALL,Grade  7,563
2013-2014,AL,CHAMBERS COUNTY/ALL,Grade  8,642
2013-2014,AL,CHAMBERS COUNTY/ALL,Grade  9,590
2013-2014,AL,CHAMBERS COUNTY/ALL,Grade 10,525
2013-2014,AL,CHAMBERS COUNTY/ALL,Grade 11,482
2013-2014,AL,CHAMBERS COUNTY/ALL,Grade 12,487
2013-2014,7,CHEROKEE COUNTY,Early Education,22
2013-2014,7,CHEROKEE COUNTY,Pre-kindergarten,539
2013-2014,7,CHEROKEE COUNTY,Kindergarten,664
2013-2014,7,CHEROKEE COUNTY,Grade  1,705
2013-2014,7,CHEROKEE COUNTY,Grade  2,686
2013-2014,7,CHEROKEE COUNTY,Grade  3,676
2013-2014,7,CHEROKEE COUNTY,Grade  4,601
2013-2014,7,CHEROKEE COUNTY,Grade  5,611
2013-2014,7,CHEROKEE COUNTY,Grade  6,644
2013-2014,7,CHEROKEE COUNTY,Grade  7,638
2013-2014,7,CHEROKEE COUNTY,Grade  8,609
2013-2014,7,CHEROKEE COUNTY,Grade  9,680
2013-2014,7,CHEROKEE COUNTY,Grade 10,596
2013-2014,7,CHEROKEE COUNTY,Grade 11,516
2013-2014,7,CHEROKEE COUNTY,Grade 12,462
2013-2014,16,CHILDRESS COUNTY,Early Education,-9999999
2013-2014,16,CHILDRESS COUNTY,Pre-kindergarten,36
2013-2014,16,CHILDRESS COUNTY,Kindergarten,82
2013-2014,16,CHILDRESS COUNTY,Grade  1,103
2013-2014,16,CHILDRESS COUNTY,Grade  2,81
2013-2014,16,CHILDRESS COUNTY,Grade  3,79
2013-2014,16,CHILDRESS COUNTY,Grade  4,85
2013-2014,16,CHILDRESS COUNTY,Grade  5,87
2013-2014,16,CHILDRESS COUNTY,Grade  6,101
2013-2014,16,CHILDRESS COUNTY,Grade  7,82
2013-2014,16,CHILDRESS COUNTY,Grade  8,61
2013-2014,16,CHILDRESS COUNTY,Grade  9,101
2013-2014,16,CHILDRESS COUNTY,Grade 10,71
2013-2014,16,CHILDRESS COUNTY,Grade 11,88
2013-2014,16,CHILDRESS COUNTY,Grade 12,71
2013-2014,9,CLAY COUNTY,Early Education,-9999999
2013-2014,9,CLAY COUNTY,Pre-kindergarten,89
2013-2014,9,CLAY COUNTY,Kindergarten,129
2013-2014,9,CLAY COUNTY,Grade  1,109
2013-2014,9,CLAY COUNTY,Grade  2,123
2013-2014,9,CLAY COUNTY,Grade  3,119
2013-2014,9,CLAY COUNTY,Grade  4,134
2013-2014,9,CLAY COUNTY,Grade  5,107
2013-2014,9,CLAY COUNTY,Grade  6,132
2013-2014,9,CLAY COUNTY,Grade  7,128
2013-2014,9,CLAY COUNTY,Grade  8,138
2013-2014,9,CLAY COUNTY,Grade  9,126
2013-2014,9,CLAY COUNTY,Grade 10,116
2013-2014,9,CLAY COUNTY,Grade 11,139
2013-2014,9,CLAY COUNTY,Grade 12,117
2013-2014,17,COCHRAN COUNTY,Pre-kindergarten,58
2013-2014,17,COCHRAN COUNTY,Kindergarten,83
2013-2014,17,COCHRAN COUNTY,Grade  1,69
2013-2014,17,COCHRAN COUNTY,Grade  2,54
2013-2014,17,COCHRAN COUNTY,Grade  3,48
2013-2014,17,COCHRAN COUNTY,Grade  4,66
2013-2014,17,COCHRAN COUNTY,Grade  5,58
2013-2014,17,COCHRAN COUNTY,Grade  6,64
2013-2014,17,COCHRAN COUNTY,Grade  7,49
2013-2014,17,COCHRAN COUNTY,Grade  8,43
2013-2014,17,COCHRAN COUNTY,Grade  9,65
2013-2014,17,COCHRAN COUNTY,Grade 10,58
2013-2014,17,COCHRAN COUNTY,Grade 11,52
2013-2014,17,COCHRAN COUNTY,Grade 12,52
2013-2014,15,COKE COUNTY,Early Education,-9999999
2013-2014,15,COKE COUNTY,Pre-kindergarten,24
2013-2014,15,COKE COUNTY,Kindergarten,46
2013-2014,15,COKE COUNTY,Grade  1,30
2013-2014,15,COKE COUNTY,Grade  2,34
2013-2014,15,COKE COUNTY,Grade  3,31
2013-2014,15,COKE COUNTY,Grade  4,32
2013-2014,15,COKE COUNTY,Grade  5,34
2013-2014,15,COKE COUNTY,Grade  6,35
2013-2014,15,COKE COUNTY,Grade  7,44
2013-2014,15,COKE COUNTY,Grade  8,44
2013-2014,15,COKE COUNTY,Grade  9,52
2013-2014,15,COKE COUNTY,Grade 10,35
2013-2014,15,COKE COUNTY,Grade 11,35
2013-2014,15,COKE COUNTY,Grade 12,36
2013-2014,15,COLEMAN COUNTY,Early Education,-9999999
2013-2014,15,COLEMAN COUNTY,Pre-kindergarten,47
2013-2014,15,COLEMAN COUNTY,Kindergarten,95
2013-2014,15,COLEMAN COUNTY,Grade  1,111
2013-2014,15,COLEMAN COUNTY,Grade  2,85
2013-2014,15,COLEMAN COUNTY,Grade  3,95
2013-2014,15,COLEMAN COUNTY,Grade  4,97
2013-2014,15,COLEMAN COUNTY,Grade  5,101
2013-2014,15,COLEMAN COUNTY,Grade  6,77
2013-2014,15,COLEMAN COUNTY,Grade  7,97
2013-2014,15,COLEMAN COUNTY,Grade  8,106
2013-2014,15,COLEMAN COUNTY,Grade  9,101
2013-2014,15,COLEMAN COUNTY,Grade 10,80
2013-2014,15,COLEMAN COUNTY,Grade 11,93
2013-2014,15,COLEMAN COUNTY,Grade 12,85
2013-2014,10,COLLIN COUNTY,Early Education,1433
2013-2014,10,COLLIN COUNTY,Pre-kindergarten,2798
2013-2014,10,COLLIN COUNTY,Kindergarten,13584
2013-2014,10,COLLIN COUNTY,Grade  1,14148
2013-2014,10,COLLIN COUNTY,Grade  2,14246
2013-2014,10,COLLIN COUNTY,Grade  3,14486
2013-2014,10,COLLIN COUNTY,Grade  4,14792
2013-2014,10,COLLIN COUNTY,Grade  5,14525
2013-2014,10,COLLIN COUNTY,Grade  6,14212
2013-2014,10,COLLIN COUNTY,Grade  7,14510
2013-2014,10,COLLIN COUNTY,Grade  8,14266
2013-2014,10,COLLIN COUNTY,Grade  9,14475
2013-2014,10,COLLIN COUNTY,Grade 10,13298
2013-2014,10,COLLIN COUNTY,Grade 11,12237
2013-2014,10,COLLIN COUNTY,Grade 12,11766
2013-2014,16,COLLINGSWORTH COUNTY,Early Education,6
2013-2014,16,COLLINGSWORTH COUNTY,Pre-kindergarten,44
2013-2014,16,COLLINGSWORTH COUNTY,Kindergarten,50
2013-2014,16,COLLINGSWORTH COUNTY,Grade  1,60
2013-2014,16,COLLINGSWORTH COUNTY,Grade  2,54
2013-2014,16,COLLINGSWORTH COUNTY,Grade  3,41
2013-2014,16,COLLINGSWORTH COUNTY,Grade  4,34
2013-2014,16,COLLINGSWORTH COUNTY,Grade  5,44
2013-2014,16,COLLINGSWORTH COUNTY,Grade  6,41
2013-2014,16,COLLINGSWORTH COUNTY,Grade  7,45
2013-2014,16,COLLINGSWORTH COUNTY,Grade  8,34
2013-2014,16,COLLINGSWORTH COUNTY,Grade  9,39
2013-2014,16,COLLINGSWORTH COUNTY,Grade 10,44
2013-2014,16,COLLINGSWORTH COUNTY,Grade 11,36
2013-2014,16,COLLINGSWORTH COUNTY,Grade 12,41
2013-2014,3,COLORADO COUNTY,Early Education,11
2013-2014,3,COLORADO COUNTY,Pre-kindergarten,189
2013-2014,3,COLORADO COUNTY,Kindergarten,278
2013-2014,3,COLORADO COUNTY,Grade  1,285
2013-2014,3,COLORADO COUNTY,Grade  2,255
2013-2014,3,COLORADO COUNTY,Grade  3,228
2013-2014,3,COLORADO COUNTY,Grade  4,232
2013-2014,3,COLORADO COUNTY,Grade  5,251
2013-2014,3,COLORADO COUNTY,Grade  6,231
2013-2014,3,COLORADO COUNTY,Grade  7,261
2013-2014,3,COLORADO COUNTY,Grade  8,288
2013-2014,3,COLORADO COUNTY,Grade  9,284
2013-2014,3,COLORADO COUNTY,Grade 10,247
2013-2014,3,COLORADO COUNTY,Grade 11,264
2013-2014,3,COLORADO COUNTY,Grade 12,235
2013-2014,13,COMAL COUNTY,Early Education,149
2013-2014,13,COMAL COUNTY,Pre-kindergarten,411
2013-2014,13,COMAL COUNTY,Kindergarten,2163
2013-2014,13,COMAL COUNTY,Grade  1,2068
2013-2014,13,COMAL COUNTY,Grade  2,2071
2013-2014,13,COMAL COUNTY,Grade  3,2096
2013-2014,13,COMAL COUNTY,Grade  4,2170
2013-2014,13,COMAL COUNTY,Grade  5,2186
2013-2014,13,COMAL COUNTY,Grade  6,2169
2013-2014,13,COMAL COUNTY,Grade  7,2166
2013-2014,13,COMAL COUNTY,Grade  8,2247
2013-2014,13,COMAL COUNTY,Grade  9,2312
2013-2014,13,COMAL COUNTY,Grade 10,2119
2013-2014,13,COMAL COUNTY,Grade 11,2073
2013-2014,13,COMAL COUNTY,Grade 12,1714
2013-2014,14,COMANCHE COUNTY,Early Education,7
2013-2014,14,COMANCHE COUNTY,Pre-kindergarten,112
2013-2014,14,COMANCHE COUNTY,Kindergarten,179
2013-2014,14,COMANCHE COUNTY,Grade  1,198
2013-2014,14,COMANCHE COUNTY,Grade  2,187
2013-2014,14,COMANCHE COUNTY,Grade  3,171
2013-2014,14,COMANCHE COUNTY,Grade  4,165
2013-2014,14,COMANCHE COUNTY,Grade  5,158
2013-2014,14,COMANCHE COUNTY,Grade  6,172
2013-2014,14,COMANCHE COUNTY,Grade  7,163
2013-2014,14,COMANCHE COUNTY,Grade  8,159
2013-2014,14,COMANCHE COUNTY,Grade  9,176
2013-2014,14,COMANCHE COUNTY,Grade 10,163
2013-2014,14,COMANCHE COUNTY,Grade 11,136
2013-2014,14,COMANCHE COUNTY,Grade 12,128
2013-2014,15,CONCHO COUNTY,Early Education,-9999999
2013-2014,15,CONCHO COUNTY,Pre-kindergarten,12
2013-2014,15,CONCHO COUNTY,Kindergarten,37
2013-2014,15,CONCHO COUNTY,Grade  1,36
2013-2014,15,CONCHO COUNTY,Grade  2,40
2013-2014,15,CONCHO COUNTY,Grade  3,31
2013-2014,15,CONCHO COUNTY,Grade  4,36
2013-2014,15,CONCHO COUNTY,Grade  5,27
2013-2014,15,CONCHO COUNTY,Grade  6,42
2013-2014,15,CONCHO COUNTY,Grade  7,30
2013-2014,15,CONCHO COUNTY,Grade  8,35
2013-2014,15,CONCHO COUNTY,Grade  9,38
2013-2014,15,CONCHO COUNTY,Grade 10,36
2013-2014,15,CONCHO COUNTY,Grade 11,39
2013-2014,15,CONCHO COUNTY,Grade 12,23
2013-2014,11,COOKE COUNTY,Early Education,23
2013-2014,11,COOKE COUNTY,Pre-kindergarten,220
2013-2014,11,COOKE COUNTY,Kindergarten,524
2013-2014,11,COOKE COUNTY,Grade  1,519
2013-2014,11,COOKE COUNTY,Grade  2,492
2013-2014,11,COOKE COUNTY,Grade  3,482
2013-2014,11,COOKE COUNTY,Grade  4,500
2013-2014,11,COOKE COUNTY,Grade  5,484
2013-2014,11,COOKE COUNTY,Grade  6,470
2013-2014,11,COOKE COUNTY,Grade  7,500
2013-2014,11,COOKE COUNTY,Grade  8,429
2013-2014,11,COOKE COUNTY,Grade  9,444
2013-2014,11,COOKE COUNTY,Grade 10,444
2013-2014,11,COOKE COUNTY,Grade 11,410
2013-2014,11,COOKE COUNTY,Grade 12,373
2013-2014,12,CORYELL COUNTY,Early Education,17
2013-2014,12,CORYELL COUNTY,Pre-kindergarten,983
2013-2014,12,CORYELL COUNTY,Kindergarten,834
2013-2014,12,CORYELL COUNTY,Grade  1,884
2013-2014,12,CORYELL COUNTY,Grade  2,827
2013-2014,12,CORYELL COUNTY,Grade  3,809
2013-2014,12,CORYELL COUNTY,Grade  4,806
2013-2014,12,CORYELL COUNTY,Grade  5,818
2013-2014,12,CORYELL COUNTY,Grade  6,850
2013-2014,12,CORYELL COUNTY,Grade  7,843
2013-2014,12,CORYELL COUNTY,Grade  8,813
2013-2014,12,CORYELL COUNTY,Grade  9,855
2013-2014,12,CORYELL COUNTY,Grade 10,862
2013-2014,12,CORYELL COUNTY,Grade 11,772
2013-2014,12,CORYELL COUNTY,Grade 12,715
2013-2014,17,COTTLE COUNTY,Pre-kindergarten,14
2013-2014,17,COTTLE COUNTY,Kindergarten,14
2013-2014,17,COTTLE COUNTY,Grade  1,11
2013-2014,17,COTTLE COUNTY,Grade  2,14
2013-2014,17,COTTLE COUNTY,Grade  3,19
2013-2014,17,COTTLE COUNTY,Grade  4,16
2013-2014,17,COTTLE COUNTY,Grade  5,24
2013-2014,17,COTTLE COUNTY,Grade  6,16
2013-2014,17,COTTLE COUNTY,Grade  7,17
2013-2014,17,COTTLE COUNTY,Grade  8,17
2013-2014,17,COTTLE COUNTY,Grade  9,12
2013-2014,17,COTTLE COUNTY,Grade 10,12
2013-2014,17,COTTLE COUNTY,Grade 11,9
2013-2014,17,COTTLE COUNTY,Grade 12,15
2013-2014,18,CRANE COUNTY,Early Education,-9999999
2013-2014,18,CRANE COUNTY,Pre-kindergarten,78
2013-2014,18,CRANE COUNTY,Kindergarten,100
2013-2014,18,CRANE COUNTY,Grade  1,78
2013-2014,18,CRANE COUNTY,Grade  2,83
2013-2014,18,CRANE COUNTY,Grade  3,91
2013-2014,18,CRANE COUNTY,Grade  4,74
2013-2014,18,CRANE COUNTY,Grade  5,88
2013-2014,18,CRANE COUNTY,Grade  6,73
2013-2014,18,CRANE COUNTY,Grade  7,96
2013-2014,18,CRANE COUNTY,Grade  8,95
2013-2014,18,CRANE COUNTY,Grade  9,97
2013-2014,18,CRANE COUNTY,Grade 10,78
2013-2014,18,CRANE COUNTY,Grade 11,59
2013-2014,18,CRANE COUNTY,Grade 12,56
2013-2014,15,CROCKETT COUNTY,Early Education,-9999999
2013-2014,15,CROCKETT COUNTY,Pre-kindergarten,44
2013-2014,15,CROCKETT COUNTY,Kindergarten,63
2013-2014,15,CROCKETT COUNTY,Grade  1,69
2013-2014,15,CROCKETT COUNTY,Grade  2,62
2013-2014,15,CROCKETT COUNTY,Grade  3,73
2013-2014,15,CROCKETT COUNTY,Grade  4,61
2013-2014,15,CROCKETT COUNTY,Grade  5,63
2013-2014,15,CROCKETT COUNTY,Grade  6,60
2013-2014,15,CROCKETT COUNTY,Grade  7,52
2013-2014,15,CROCKETT COUNTY,Grade  8,47
2013-2014,15,CROCKETT COUNTY,Grade  9,63
2013-2014,15,CROCKETT COUNTY,Grade 10,53
2013-2014,15,CROCKETT COUNTY,Grade 11,50
2013-2014,15,CROCKETT COUNTY,Grade 12,49
2013-2014,17,CROSBY COUNTY,Early Education,7
2013-2014,17,CROSBY COUNTY,Pre-kindergarten,95
2013-2014,17,CROSBY COUNTY,Kindergarten,94
2013-2014,17,CROSBY COUNTY,Grade  1,98
2013-2014,17,CROSBY COUNTY,Grade  2,83
2013-2014,17,CROSBY COUNTY,Grade  3,97
2013-2014,17,CROSBY COUNTY,Grade  4,82
2013-2014,17,CROSBY COUNTY,Grade  5,84
2013-2014,17,CROSBY COUNTY,Grade  6,71
2013-2014,17,CROSBY COUNTY,Grade  7,91
2013-2014,17,CROSBY COUNTY,Grade  8,88
2013-2014,17,CROSBY COUNTY,Grade  9,82
2013-2014,17,CROSBY COUNTY,Grade 10,92
2013-2014,17,CROSBY COUNTY,Grade 11,67
2013-2014,17,CROSBY COUNTY,Grade 12,64
2013-2014,18,CULBERSON COUNTY,Early Education,-9999999
2013-2014,18,CULBERSON COUNTY,Pre-kindergarten,38
2013-2014,18,CULBERSON COUNTY,Kindergarten,33
2013-2014,18,CULBERSON COUNTY,Grade  1,31
2013-2014,18,CULBERSON COUNTY,Grade  2,38
2013-2014,18,CULBERSON COUNTY,Grade  3,29
2013-2014,18,CULBERSON COUNTY,Grade  4,26
2013-2014,18,CULBERSON COUNTY,Grade  5,36
2013-2014,18,CULBERSON COUNTY,Grade  6,33
2013-2014,18,CULBERSON COUNTY,Grade  7,34
2013-2014,18,CULBERSON COUNTY,Grade  8,35
2013-2014,18,CULBERSON COUNTY,Grade  9,24
2013-2014,18,CULBERSON COUNTY,Grade 10,41
2013-2014,18,CULBERSON COUNTY,Grade 11,29
2013-2014,18,CULBERSON COUNTY,Grade 12,32
2013-2014,16,DALLAM COUNTY,Early Education,-9999999
2013-2014,16,DALLAM COUNTY,Pre-kindergarten,106
2013-2014,16,DALLAM COUNTY,Kindergarten,133
2013-2014,16,DALLAM COUNTY,Grade  1,156
2013-2014,16,DALLAM COUNTY,Grade  2,135
2013-2014,16,DALLAM COUNTY,Grade  3,135
2013-2014,16,DALLAM COUNTY,Grade  4,118
2013-2014,16,DALLAM COUNTY,Grade  5,133
2013-2014,16,DALLAM COUNTY,Grade  6,149
2013-2014,16,DALLAM COUNTY,Grade  7,143
2013-2014,16,DALLAM COUNTY,Grade  8,173
2013-2014,16,DALLAM COUNTY,Grade  9,151
2013-2014,16,DALLAM COUNTY,Grade 10,137
2013-2014,16,DALLAM COUNTY,Grade 11,139
2013-2014,16,DALLAM COUNTY,Grade 12,130
2013-2014,10,DALLAS COUNTY,Early Education,1426
2013-2014,10,DALLAS COUNTY,Pre-kindergarten,22883
2013-2014,10,DALLAS COUNTY,Kindergarten,38766
2013-2014,10,DALLAS COUNTY,Grade  1,39922
2013-2014,10,DALLAS COUNTY,Grade  2,38680
2013-2014,10,DALLAS COUNTY,Grade  3,37518
2013-2014,10,DALLAS COUNTY,Grade  4,36259
2013-2014,10,DALLAS COUNTY,Grade  5,36100
2013-2014,10,DALLAS COUNTY,Grade  6,34777
2013-2014,10,DALLAS COUNTY,Grade  7,35491
2013-2014,10,DALLAS COUNTY,Grade  8,34321
2013-2014,10,DALLAS COUNTY,Grade  9,37447
2013-2014,10,DALLAS COUNTY,Grade 10,33356
2013-2014,10,DALLAS COUNTY,Grade 11,31132
2013-2014,10,DALLAS COUNTY,Grade 12,28328
2013-2014,17,DAWSON COUNTY,Early Education,8
2013-2014,17,DAWSON COUNTY,Pre-kindergarten,176
2013-2014,17,DAWSON COUNTY,Kindergarten,201
2013-2014,17,DAWSON COUNTY,Grade  1,276
2013-2014,17,DAWSON COUNTY,Grade  2,245
2013-2014,17,DAWSON COUNTY,Grade  3,198
2013-2014,17,DAWSON COUNTY,Grade  4,177
2013-2014,17,DAWSON COUNTY,Grade  5,183
2013-2014,17,DAWSON COUNTY,Grade  6,181
2013-2014,17,DAWSON COUNTY,Grade  7,194
2013-2014,17,DAWSON COUNTY,Grade  8,210
2013-2014,17,DAWSON COUNTY,Grade  9,187
2013-2014,17,DAWSON COUNTY,Grade 10,167
2013-2014,17,DAWSON COUNTY,Grade 11,132
2013-2014,17,DAWSON COUNTY,Grade 12,155
2013-2014,16,DEAF SMITH COUNTY,Early Education,7
2013-2014,16,DEAF SMITH COUNTY,Pre-kindergarten,318
2013-2014,16,DEAF SMITH COUNTY,Kindergarten,359
2013-2014,16,DEAF SMITH COUNTY,Grade  1,351
2013-2014,16,DEAF SMITH COUNTY,Grade  2,336
2013-2014,16,DEAF SMITH COUNTY,Grade  3,305
2013-2014,16,DEAF SMITH COUNTY,Grade  4,309
2013-2014,16,DEAF SMITH COUNTY,Grade  5,313
2013-2014,16,DEAF SMITH COUNTY,Grade  6,316
2013-2014,16,DEAF SMITH COUNTY,Grade  7,323
2013-2014,16,DEAF SMITH COUNTY,Grade  8,308
2013-2014,16,DEAF SMITH COUNTY,Grade  9,341
2013-2014,16,DEAF SMITH COUNTY,Grade 10,307
2013-2014,16,DEAF SMITH COUNTY,Grade 11,243
2013-2014,16,DEAF SMITH COUNTY,Grade 12,249
2013-2014,8,DELTA COUNTY,Early Education,-9999999
2013-2014,8,DELTA COUNTY,Pre-kindergarten,77
2013-2014,8,DELTA COUNTY,Kindergarten,69
2013-2014,8,DELTA COUNTY,Grade  1,59
2013-2014,8,DELTA COUNTY,Grade  2,71
2013-2014,8,DELTA COUNTY,Grade  3,79
2013-2014,8,DELTA COUNTY,Grade  4,65
2013-2014,8,DELTA COUNTY,Grade  5,81
2013-2014,8,DELTA COUNTY,Grade  6,58
2013-2014,8,DELTA COUNTY,Grade  7,70
2013-2014,8,DELTA COUNTY,Grade  8,81
2013-2014,8,DELTA COUNTY,Grade  9,67
2013-2014,8,DELTA COUNTY,Grade 10,62
2013-2014,8,DELTA COUNTY,Grade 11,81
2013-2014,8,DELTA COUNTY,Grade 12,71
2013-2014,10,DENTON COUNTY/10,Kindergarten,75
2013-2014,10,DENTON COUNTY/10,Grade  1,75
2013-2014,10,DENTON COUNTY/10,Grade  2,75
2013-2014,10,DENTON COUNTY/10,Grade  3,50
2013-2014,10,DENTON COUNTY/10,Grade  4,50
2013-2014,10,DENTON COUNTY/10,Grade  5,50
2013-2014,10,DENTON COUNTY/10,Grade  6,50
2013-2014,11,DENTON COUNTY/11,Early Education,493
2013-2014,11,DENTON COUNTY/11,Pre-kindergarten,3187
2013-2014,11,DENTON COUNTY/11,Kindergarten,8689
2013-2014,11,DENTON COUNTY/11,Grade  1,9107
2013-2014,11,DENTON COUNTY/11,Grade  2,9220
2013-2014,11,DENTON COUNTY/11,Grade  3,9167
2013-2014,11,DENTON COUNTY/11,Grade  4,9258
2013-2014,11,DENTON COUNTY/11,Grade  5,9294
2013-2014,11,DENTON COUNTY/11,Grade  6,9280
2013-2014,11,DENTON COUNTY/11,Grade  7,9290
2013-2014,11,DENTON COUNTY/11,Grade  8,9340
2013-2014,11,DENTON COUNTY/11,Grade  9,9580
2013-2014,11,DENTON COUNTY/11,Grade 10,8841
2013-2014,11,DENTON COUNTY/11,Grade 11,8283
2013-2014,11,DENTON COUNTY/11,Grade 12,7689
2013-2014,AL,DENTON COUNTY/ALL,Early Education,493
