T E X A S  E D U C A T I O N  A G E N C Y,,,,
,,,,
PEIMS Student Enrollment Data for 2021-2022,,,,
,,,,
YEAR,REGION,COUNTY NAME,GRADE,ENROLLMENT
2021-2022,16,CARSON COUNTY,Pre-kindergarten,52
2021-2022,16,CARSON COUNTY,Kindergarten,78
2021-2022,16,CARSON COUNTY,Grade 1,82
2021-2022,16,CARSON COUNTY,Grade 2,86
2021-2022,16,CARSON COUNTY,Grade 3,77
2021-2022,16,CARSON COUNTY,Grade 4,76
2021-2022,16,CARSON COUNTY,Grade 5,81
2021-2022,16,CARSON COUNTY,Grade 6,88
2021-2022,16,CARSON COUNTY,Grade 7,102
2021-2022,16,CARSON COUNTY,Grade 8,92
2021-2022,16,CARSON COUNTY,Grade 9,86
2021-2022,16,CARSON COUNTY,Grade 10,82
2021-2022,16,CARSON COUNTY,Grade 11,87
2021-2022,16,CARSON COUNTY,Grade 12,71
2021-2022,8,CASS COUNTY,Early Education,10
2021-2022,8,CASS COUNTY,Pre-kindergarten,346
2021-2022,8,CASS COUNTY,Kindergarten,402
2021-2022,8,CASS COUNTY,Grade 1,416
2021-2022,8,CASS COUNTY,Grade 2,375
2021-2022,8,CASS COUNTY,Grade 3,363
2021-2022,8,CASS COUNTY,Grade 4,387
2021-2022,8,CASS COUNTY,Grade 5,380
2021-2022,8,CASS COUNTY,Grade 6,393
2021-2022,8,CASS COUNTY,Grade 7,394
2021-2022,8,CASS COUNTY,Grade 8,393
2021-2022,8,CASS COUNTY,Grade 9,422
2021-2022,8,CASS COUNTY,Grade 10,393
2021-2022,8,CASS COUNTY,Grade 11,367
2021-2022,8,CASS COUNTY,Grade 12,367
2021-2022,16,CASTRO COUNTY,Early Education,3
2021-2022,16,CASTRO COUNTY,Pre-kindergarten,115
2021-2022,16,CASTRO COUNTY,Kindergarten,104
2021-2022,16,CASTRO COUNTY,Grade 1,121
2021-2022,16,CASTRO COUNTY,Grade 2,115
2021-2022,16,CASTRO COUNTY,Grade 3,123
2021-2022,16,CASTRO COUNTY,Grade 4,104
2021-2022,16,CASTRO COUNTY,Grade 5,115
2021-2022,16,CASTRO COUNTY,Grade 6,120
2021-2022,16,CASTRO COUNTY,Grade 7,129
2021-2022,16,CASTRO COUNTY,Grade 8,113
2021-2022,16,CASTRO COUNTY,Grade 9,121
2021-2022,16,CASTRO COUNTY,Grade 10,114
2021-2022,16,CASTRO COUNTY,Grade 11,107
2021-2022,16,CASTRO COUNTY,Grade 12,115
2021-2022,4,CHAMBERS COUNTY,Early Education,74
2021-2022,5,CHAMBERS COUNTY,Early Education,8
2021-2022,4,CHAMBERS COUNTY,Pre-kindergarten,214
2021-2022,5,CHAMBERS COUNTY,Pre-kindergarten,92
2021-2022,4,CHAMBERS COUNTY,Kindergarten,606
2021-2022,5,CHAMBERS COUNTY,Kindergarten,103
2021-2022,4,CHAMBERS COUNTY,Grade 1,598
2021-2022,5,CHAMBERS COUNTY,Grade 1,97
2021-2022,4,CHAMBERS COUNTY,Grade 2,680
2021-2022,5,CHAMBERS COUNTY,Grade 2,108
2021-2022,4,CHAMBERS COUNTY,Grade 3,622
2021-2022,5,CHAMBERS COUNTY,Grade 3,105
2021-2022,4,CHAMBERS COUNTY,Grade 4,540
2021-2022,5,CHAMBERS COUNTY,Grade 4,114
2021-2022,4,CHAMBERS COUNTY,Grade 5,619
2021-2022,5,CHAMBERS COUNTY,Grade 5,123
2021-2022,4,CHAMBERS COUNTY,Grade 6,653
2021-2022,5,CHAMBERS COUNTY,Grade 6,104
2021-2022,4,CHAMBERS COUNTY,Grade 7,633
2021-2022,5,CHAMBERS COUNTY,Grade 7,119
2021-2022,4,CHAMBERS COUNTY,Grade 8,619
2021-2022,5,CHAMBERS COUNTY,Grade 8,115
2021-2022,4,CHAMBERS COUNTY,Grade 9,687
2021-2022,5,CHAMBERS COUNTY,Grade 9,124
2021-2022,4,CHAMBERS COUNTY,Grade 10,570
2021-2022,5,CHAMBERS COUNTY,Grade 10,114
2021-2022,4,CHAMBERS COUNTY,Grade 11,579
2021-2022,5,CHAMBERS COUNTY,Grade 11,117
2021-2022,4,CHAMBERS COUNTY,Grade 12,521
2021-2022,5,CHAMBERS COUNTY,Grade 12,99
2021-2022,7,CHEROKEE COUNTY,Early Education,14
2021-2022,7,CHEROKEE COUNTY,Pre-kindergarten,450
2021-2022,7,CHEROKEE COUNTY,Kindergarten,606
2021-2022,7,CHEROKEE COUNTY,Grade 1,653
2021-2022,7,CHEROKEE COUNTY,Grade 2,567
2021-2022,7,CHEROKEE COUNTY,Grade 3,570
2021-2022,7,CHEROKEE COUNTY,Grade 4,583
2021-2022,7,CHEROKEE COUNTY,Grade 5,550
2021-2022,7,CHEROKEE COUNTY,Grade 6,577
2021-2022,7,CHEROKEE COUNTY,Grade 7,643
2021-2022,7,CHEROKEE COUNTY,Grade 8,619
2021-2022,7,CHEROKEE COUNTY,Grade 9,667
2021-2022,7,CHEROKEE COUNTY,Grade 10,555
2021-2022,7,CHEROKEE COUNTY,Grade 11,555
2021-2022,7,CHEROKEE COUNTY,Grade 12,487
2021-2022,16,CHILDRESS COUNTY,Early Education,2
2021-2022,16,CHILDRESS COUNTY,Pre-kindergarten,36
2021-2022,16,CHILDRESS COUNTY,Kindergarten,72
2021-2022,16,CHILDRESS COUNTY,Grade 1,66
2021-2022,16,CHILDRESS COUNTY,Grade 2,63
2021-2022,16,CHILDRESS COUNTY,Grade 3,62
2021-2022,16,CHILDRESS COUNTY,Grade 4,78
2021-2022,16,CHILDRESS COUNTY,Grade 5,72
2021-2022,16,CHILDRESS COUNTY,Grade 6,89
2021-2022,16,CHILDRESS COUNTY,Grade 7,93
2021-2022,16,CHILDRESS COUNTY,Grade 8,87
2021-2022,16,CHILDRESS COUNTY,Grade 9,92
2021-2022,16,CHILDRESS COUNTY,Grade 10,73
2021-2022,16,CHILDRESS COUNTY,Grade 11,65
2021-2022,16,CHILDRESS COUNTY,Grade 12,64
2021-2022,9,CLAY COUNTY,Early Education,5
2021-2022,9,CLAY COUNTY,Pre-kindergarten,86
2021-2022,9,CLAY COUNTY,Kindergarten,112
2021-2022,9,CLAY COUNTY,Grade 1,111
2021-2022,9,CLAY COUNTY,Grade 2,122
2021-2022,9,CLAY COUNTY,Grade 3,123
2021-2022,9,CLAY COUNTY,Grade 4,121
2021-2022,9,CLAY COUNTY,Grade 5,116
2021-2022,9,CLAY COUNTY,Grade 6,123
2021-2022,9,CLAY COUNTY,Grade 7,139
2021-2022,9,CLAY COUNTY,Grade 8,132
2021-2022,9,CLAY COUNTY,Grade 9,127
2021-2022,9,CLAY COUNTY,Grade 10,118
2021-2022,9,CLAY COUNTY,Grade 11,120
2021-2022,9,CLAY COUNTY,Grade 12,135
2021-2022,17,COCHRAN COUNTY,Early Education,1
2021-2022,17,COCHRAN COUNTY,Pre-kindergarten,54
2021-2022,17,COCHRAN COUNTY,Kindergarten,43
2021-2022,17,COCHRAN COUNTY,Grade 1,39
2021-2022,17,COCHRAN COUNTY,Grade 2,47
2021-2022,17,COCHRAN COUNTY,Grade 3,39
2021-2022,17,COCHRAN COUNTY,Grade 4,44
2021-2022,17,COCHRAN COUNTY,Grade 5,49
2021-2022,17,COCHRAN COUNTY,Grade 6,57
2021-2022,17,COCHRAN COUNTY,Grade 7,56
2021-2022,17,COCHRAN COUNTY,Grade 8,59
2021-2022,17,COCHRAN COUNTY,Grade 9,53
2021-2022,17,COCHRAN COUNTY,Grade 10,49
2021-2022,17,COCHRAN COUNTY,Grade 11,41
2021-2022,17,COCHRAN COUNTY,Grade 12,43
2021-2022,15,COKE COUNTY,Early Education,7
2021-2022,15,COKE COUNTY,Pre-kindergarten,26
2021-2022,15,COKE COUNTY,Kindergarten,39
2021-2022,15,COKE COUNTY,Grade 1,34
2021-2022,15,COKE COUNTY,Grade 2,32
2021-2022,15,COKE COUNTY,Grade 3,41
2021-2022,15,COKE COUNTY,Grade 4,41
2021-2022,15,COKE COUNTY,Grade 5,35
2021-2022,15,COKE COUNTY,Grade 6,31
2021-2022,15,COKE COUNTY,Grade 7,36
2021-2022,15,COKE COUNTY,Grade 8,49
2021-2022,15,COKE COUNTY,Grade 9,32
2021-2022,15,COKE COUNTY,Grade 10,34
2021-2022,15,COKE COUNTY,Grade 11,33
2021-2022,15,COKE COUNTY,Grade 12,31
2021-2022,15,COLEMAN COUNTY,Early Education,2
2021-2022,15,COLEMAN COUNTY,Pre-kindergarten,82
2021-2022,15,COLEMAN COUNTY,Kindergarten,91
2021-2022,15,COLEMAN COUNTY,Grade 1,88
2021-2022,15,COLEMAN COUNTY,Grade 2,73
2021-2022,15,COLEMAN COUNTY,Grade 3,87
2021-2022,15,COLEMAN COUNTY,Grade 4,97
2021-2022,15,COLEMAN COUNTY,Grade 5,83
2021-2022,15,COLEMAN COUNTY,Grade 6,85
2021-2022,15,COLEMAN COUNTY,Grade 7,95
2021-2022,15,COLEMAN COUNTY,Grade 8,87
2021-2022,15,COLEMAN COUNTY,Grade 9,107
2021-2022,15,COLEMAN COUNTY,Grade 10,81
2021-2022,15,COLEMAN COUNTY,Grade 11,73
2021-2022,15,COLEMAN COUNTY,Grade 12,89
2021-2022,10,COLLIN COUNTY,Early Education,1345
2021-2022,10,COLLIN COUNTY,Pre-kindergarten,3963
2021-2022,10,COLLIN COUNTY,Kindergarten,15585
2021-2022,10,COLLIN COUNTY,Grade 1,15836
2021-2022,10,COLLIN COUNTY,Grade 2,16351
2021-2022,10,COLLIN COUNTY,Grade 3,16866
2021-2022,10,COLLIN COUNTY,Grade 4,17253
2021-2022,10,COLLIN COUNTY,Grade 5,17232
2021-2022,10,COLLIN COUNTY,Grade 6,17696
2021-2022,10,COLLIN COUNTY,Grade 7,18176
2021-2022,10,COLLIN COUNTY,Grade 8,18738
2021-2022,10,COLLIN COUNTY,Grade 9,19577
2021-2022,10,COLLIN COUNTY,Grade 10,18229
2021-2022,10,COLLIN COUNTY,Grade 11,17739
2021-2022,10,COLLIN COUNTY,Grade 12,17130
2021-2022,16,COLLINGSWORTH COUNTY,Early Education,2
2021-2022,16,COLLINGSWORTH COUNTY,Pre-kindergarten,28
2021-2022,16,COLLINGSWORTH COUNTY,Kindergarten,32
2021-2022,16,COLLINGSWORTH COUNTY,Grade 1,25
2021-2022,16,COLLINGSWORTH COUNTY,Grade 2,43
2021-2022,16,COLLINGSWORTH COUNTY,Grade 3,29
2021-2022,16,COLLINGSWORTH COUNTY,Grade 4,47
2021-2022,16,COLLINGSWORTH COUNTY,Grade 5,49
2021-2022,16,COLLINGSWORTH COUNTY,Grade 6,47
2021-2022,16,COLLINGSWORTH COUNTY,Grade 7,47
2021-2022,16,COLLINGSWORTH COUNTY,Grade 8,42
2021-2022,16,COLLINGSWORTH COUNTY,Grade 9,46
2021-2022,16,COLLINGSWORTH COUNTY,Grade 10,44
2021-2022,16,COLLINGSWORTH COUNTY,Grade 11,28
2021-2022,16,COLLINGSWORTH COUNTY,Grade 12,34
2021-2022,3,COLORADO COUNTY,Early Education,21
2021-2022,3,COLORADO COUNTY,Pre-kindergarten,189
2021-2022,3,COLORADO COUNTY,Kindergarten,240
2021-2022,3,COLORADO COUNTY,Grade 1,275
2021-2022,3,COLORADO COUNTY,Grade 2,249
2021-2022,3,COLORADO COUNTY,Grade 3,256
2021-2022,3,COLORADO COUNTY,Grade 4,228
2021-2022,3,COLORADO COUNTY,Grade 5,239
2021-2022,3,COLORADO COUNTY,Grade 6,246
2021-2022,3,COLORADO COUNTY,Grade 7,259
2021-2022,3,COLORADO COUNTY,Grade 8,283
2021-2022,3,COLORADO COUNTY,Grade 9,306
2021-2022,3,COLORADO COUNTY,Grade 10,279
2021-2022,3,COLORADO COUNTY,Grade 11,235
2021-2022,3,COLORADO COUNTY,Grade 12,238
2021-2022,13,COMAL COUNTY,Early Education,46
2021-2022,20,COMAL COUNTY,Early Education,152
2021-2022,13,COMAL COUNTY,Pre-kindergarten,246
2021-2022,20,COMAL COUNTY,Pre-kindergarten,287
2021-2022,13,COMAL COUNTY,Kindergarten,686
2021-2022,20,COMAL COUNTY,Kindergarten,1854
2021-2022,13,COMAL COUNTY,Grade 1,794
2021-2022,20,COMAL COUNTY,Grade 1,1939
2021-2022,13,COMAL COUNTY,Grade 2,732
2021-2022,20,COMAL COUNTY,Grade 2,1942
2021-2022,13,COMAL COUNTY,Grade 3,763
2021-2022,20,COMAL COUNTY,Grade 3,1966
2021-2022,13,COMAL COUNTY,Grade 4,685
2021-2022,20,COMAL COUNTY,Grade 4,1971
2021-2022,13,COMAL COUNTY,Grade 5,712
2021-2022,20,COMAL COUNTY,Grade 5,2107
2021-2022,13,COMAL COUNTY,Grade 6,729
2021-2022,20,COMAL COUNTY,Grade 6,2134
2021-2022,13,COMAL COUNTY,Grade 7,746
2021-2022,20,COMAL COUNTY,Grade 7,2200
2021-2022,13,COMAL COUNTY,Grade 8,756
2021-2022,20,COMAL COUNTY,Grade 8,2401
2021-2022,13,COMAL COUNTY,Grade 9,757
2021-2022,20,COMAL COUNTY,Grade 9,2431
2021-2022,13,COMAL COUNTY,Grade 10,751
2021-2022,20,COMAL COUNTY,Grade 10,2243
2021-2022,13,COMAL COUNTY,Grade 11,638
2021-2022,20,COMAL COUNTY,Grade 11,2114
2021-2022,13,COMAL COUNTY,Grade 12,635
2021-2022,20,COMAL COUNTY,Grade 12,1894
2021-2022,14,COMANCHE COUNTY,Early Education,42
2021-2022,14,COMANCHE COUNTY,Pre-kindergarten,136
2021-2022,14,COMANCHE COUNTY,Kindergarten,175
2021-2022,14,COMANCHE COUNTY,Grade 1,157
2021-2022,14,COMANCHE COUNTY,Grade 2,153
2021-2022,14,COMANCHE COUNTY,Grade 3,171
2021-2022,14,COMANCHE COUNTY,Grade 4,154
2021-2022,14,COMANCHE COUNTY,Grade 5,172
2021-2022,14,COMANCHE COUNTY,Grade 6,159
2021-2022,14,COMANCHE COUNTY,Grade 7,175
2021-2022,14,COMANCHE COUNTY,Grade 8,172
2021-2022,14,COMANCHE COUNTY,Grade 9,187
2021-2022,14,COMANCHE COUNTY,Grade 10,179
2021-2022,14,COMANCHE COUNTY,Grade 11,160
2021-2022,14,COMANCHE COUNTY,Grade 12,139
2021-2022,15,CONCHO COUNTY,Early Education,3
2021-2022,15,CONCHO COUNTY,Pre-kindergarten,13
2021-2022,15,CONCHO COUNTY,Kindergarten,32
2021-2022,15,CONCHO COUNTY,Grade 1,36
2021-2022,15,CONCHO COUNTY,Grade 2,27
2021-2022,15,CONCHO COUNTY,Grade 3,19
2021-2022,15,CONCHO COUNTY,Grade 4,33
2021-2022,15,CONCHO COUNTY,Grade 5,36
2021-2022,15,CONCHO COUNTY,Grade 6,33
2021-2022,15,CONCHO COUNTY,Grade 7,35
2021-2022,15,CONCHO COUNTY,Grade 8,42
2021-2022,15,CONCHO COUNTY,Grade 9,37
2021-2022,15,CONCHO COUNTY,Grade 10,33
2021-2022,15,CONCHO COUNTY,Grade 11,31
2021-2022,15,CONCHO COUNTY,Grade 12,38
2021-2022,11,COOKE COUNTY,Early Education,39
2021-2022,11,COOKE COUNTY,Pre-kindergarten,307
2021-2022,11,COOKE COUNTY,Kindergarten,546
2021-2022,11,COOKE COUNTY,Grade 1,500
2021-2022,11,COOKE COUNTY,Grade 2,457
2021-2022,11,COOKE COUNTY,Grade 3,576
2021-2022,11,COOKE COUNTY,Grade 4,471
2021-2022,11,COOKE COUNTY,Grade 5,481
2021-2022,11,COOKE COUNTY,Grade 6,524
2021-2022,11,COOKE COUNTY,Grade 7,509
2021-2022,11,COOKE COUNTY,Grade 8,530
2021-2022,11,COOKE COUNTY,Grade 9,561
2021-2022,11,COOKE COUNTY,Grade 10,466
2021-2022,11,COOKE COUNTY,Grade 11,458
2021-2022,11,COOKE COUNTY,Grade 12,445
2021-2022,12,CORYELL COUNTY,Early Education,34
2021-2022,12,CORYELL COUNTY,Pre-kindergarten,422
2021-2022,12,CORYELL COUNTY,Kindergarten,814
2021-2022,12,CORYELL COUNTY,Grade 1,884
2021-2022,12,CORYELL COUNTY,Grade 2,854
2021-2022,12,CORYELL COUNTY,Grade 3,852
2021-2022,12,CORYELL COUNTY,Grade 4,791
2021-2022,12,CORYELL COUNTY,Grade 5,862
2021-2022,12,CORYELL COUNTY,Grade 6,876
2021-2022,12,CORYELL COUNTY,Grade 7,902
2021-2022,12,CORYELL COUNTY,Grade 8,890
2021-2022,12,CORYELL COUNTY,Grade 9,950
2021-2022,12,CORYELL COUNTY,Grade 10,825
2021-2022,12,CORYELL COUNTY,Grade 11,835
2021-2022,12,CORYELL COUNTY,Grade 12,768
2021-2022,17,COTTLE COUNTY,Pre-kindergarten,7
2021-2022,17,COTTLE COUNTY,Kindergarten,10
2021-2022,17,COTTLE COUNTY,Grade 1,12
2021-2022,17,COTTLE COUNTY,Grade 2,9
2021-2022,17,COTTLE COUNTY,Grade 3,14
2021-2022,17,COTTLE COUNTY,Grade 4,8
2021-2022,17,COTTLE COUNTY,Grade 5,13
2021-2022,17,COTTLE COUNTY,Grade 6,13
2021-2022,17,COTTLE COUNTY,Grade 7,17
2021-2022,17,COTTLE COUNTY,Grade 8,8
2021-2022,17,COTTLE COUNTY,Grade 9,11
2021-2022,17,COTTLE COUNTY,Grade 10,11
2021-2022,17,COTTLE COUNTY,Grade 11,11
2021-2022,17,COTTLE COUNTY,Grade 12,17
2021-2022,15,CRANE COUNTY,Early Education,2
2021-2022,15,CRANE COUNTY,Pre-kindergarten,72
2021-2022,15,CRANE COUNTY,Kindergarten,102
2021-2022,15,CRANE COUNTY,Grade 1,74
2021-2022,15,CRANE COUNTY,Grade 2,87
2021-2022,15,CRANE COUNTY,Grade 3,84
2021-2022,15,CRANE COUNTY,Grade 4,73
2021-2022,15,CRANE COUNTY,Grade 5,80
2021-2022,15,CRANE COUNTY,Grade 6,82
2021-2022,15,CRANE COUNTY,Grade 7,81
2021-2022,15,CRANE COUNTY,Grade 8,88
2021-2022,15,CRANE COUNTY,Grade 9,73
2021-2022,15,CRANE COUNTY,Grade 10,87
2021-2022,15,CRANE COUNTY,Grade 11,83
2021-2022,15,CRANE COUNTY,Grade 12,83
2021-2022,15,CROCKETT COUNTY,Pre-kindergarten,25
2021-2022,15,CROCKETT COUNTY,Kindergarten,37
2021-2022,15,CROCKETT COUNTY,Grade 1,57
2021-2022,15,CROCKETT COUNTY,Grade 2,56
2021-2022,15,CROCKETT COUNTY,Grade 3,48
2021-2022,15,CROCKETT COUNTY,Grade 4,47
2021-2022,15,CROCKETT COUNTY,Grade 5,51
2021-2022,15,CROCKETT COUNTY,Grade 6,54
2021-2022,15,CROCKETT COUNTY,Grade 7,52
2021-2022,15,CROCKETT COUNTY,Grade 8,67
2021-2022,15,CROCKETT COUNTY,Grade 9,52
2021-2022,15,CROCKETT COUNTY,Grade 10,73
2021-2022,15,CROCKETT COUNTY,Grade 11,53
2021-2022,15,CROCKETT COUNTY,Grade 12,57
2021-2022,17,CROSBY COUNTY,Early Education,3
2021-2022,17,CROSBY COUNTY,Pre-kindergarten,65
2021-2022,17,CROSBY COUNTY,Kindergarten,73
2021-2022,17,CROSBY COUNTY,Grade 1,91
2021-2022,17,CROSBY COUNTY,Grade 2,51
2021-2022,17,CROSBY COUNTY,Grade 3,56
2021-2022,17,CROSBY COUNTY,Grade 4,68
2021-2022,17,CROSBY COUNTY,Grade 5,73
2021-2022,17,CROSBY COUNTY,Grade 6,72
2021-2022,17,CROSBY COUNTY,Grade 7,87
2021-2022,17,CROSBY COUNTY,Grade 8,93
2021-2022,17,CROSBY COUNTY,Grade 9,94
2021-2022,17,CROSBY COUNTY,Grade 10,74
2021-2022,17,CROSBY COUNTY,Grade 11,76
2021-2022,17,CROSBY COUNTY,Grade 12,76
2021-2022,18,CULBERSON COUNTY,Pre-kindergarten,26
2021-2022,18,CULBERSON COUNTY,Kindergarten,21
2021-2022,18,CULBERSON COUNTY,Grade 1,31
2021-2022,18,CULBERSON COUNTY,Grade 2,20
2021-2022,18,CULBERSON COUNTY,Grade 3,33
2021-2022,18,CULBERSON COUNTY,Grade 4,23
2021-2022,18,CULBERSON COUNTY,Grade 5,21
2021-2022,18,CULBERSON COUNTY,Grade 6,24
2021-2022,18,CULBERSON COUNTY,Grade 7,41
2021-2022,18,CULBERSON COUNTY,Grade 8,32
2021-2022,18,CULBERSON COUNTY,Grade 9,22
2021-2022,18,CULBERSON COUNTY,Grade 10,29
2021-2022,18,CULBERSON COUNTY,Grade 11,23
2021-2022,18,CULBERSON COUNTY,Grade 12,14
2021-2022,16,DALLAM COUNTY,Early Education,7
2021-2022,16,DALLAM COUNTY,Pre-kindergarten,114
2021-2022,16,DALLAM COUNTY,Kindergarten,148
2021-2022,16,DALLAM COUNTY,Grade 1,171
2021-2022,16,DALLAM COUNTY,Grade 2,148
2021-2022,16,DALLAM COUNTY,Grade 3,146
2021-2022,16,DALLAM COUNTY,Grade 4,135
2021-2022,16,DALLAM COUNTY,Grade 5,138
2021-2022,16,DALLAM COUNTY,Grade 6,139
2021-2022,16,DALLAM COUNTY,Grade 7,145
2021-2022,16,DALLAM COUNTY,Grade 8,152
2021-2022,16,DALLAM COUNTY,Grade 9,145
2021-2022,16,DALLAM COUNTY,Grade 10,132
2021-2022,16,DALLAM COUNTY,Grade 11,127
2021-2022,16,DALLAM COUNTY,Grade 12,105
2021-2022,10,DALLAS COUNTY,Early Education,1760
2021-2022,10,DALLAS COUNTY,Pre-kindergarten,25361
2021-2022,10,DALLAS COUNTY,Kindergarten,34398
2021-2022,10,DALLAS COUNTY,Grade 1,35281
2021-2022,10,DALLAS COUNTY,Grade 2,35004
2021-2022,10,DALLAS COUNTY,Grade 3,34866
2021-2022,10,DALLAS COUNTY,Grade 4,34926
2021-2022,10,DALLAS COUNTY,Grade 5,34982
2021-2022,10,DALLAS COUNTY,Grade 6,35458
2021-2022,10,DALLAS COUNTY,Grade 7,37550
2021-2022,10,DALLAS COUNTY,Grade 8,37605
2021-2022,10,DALLAS COUNTY,Grade 9,44169
2021-2022,10,DALLAS COUNTY,Grade 10,36822
2021-2022,10,DALLAS COUNTY,Grade 11,34859
2021-2022,10,DALLAS COUNTY,Grade 12,31437
2021-2022,17,DAWSON COUNTY,Early Education,13
2021-2022,17,DAWSON COUNTY,Pre-kindergarten,129
2021-2022,17,DAWSON COUNTY,Kindergarten,153
2021-2022,17,DAWSON COUNTY,Grade 1,164
2021-2022,17,DAWSON COUNTY,Grade 2,147
2021-2022,17,DAWSON COUNTY,Grade 3,173
2021-2022,17,DAWSON COUNTY,Grade 4,184
2021-2022,17,DAWSON COUNTY,Grade 5,145
2021-2022,17,DAWSON COUNTY,Grade 6,188
2021-2022,17,DAWSON COUNTY,Grade 7,160
2021-2022,17,DAWSON COUNTY,Grade 8,164
2021-2022,17,DAWSON COUNTY,Grade 9,198
2021-2022,17,DAWSON COUNTY,Grade 10,174
2021-2022,17,DAWSON COUNTY,Grade 11,138
2021-2022,17,DAWSON COUNTY,Grade 12,138
2021-2022,16,DEAF SMITH COUNTY,Early Education,28
2021-2022,16,DEAF SMITH COUNTY,Pre-kindergarten,251
2021-2022,16,DEAF SMITH COUNTY,Kindergarten,307
2021-2022,16,DEAF SMITH COUNTY,Grade 1,317
2021-2022,16,DEAF SMITH COUNTY,Grade 2,272
2021-2022,16,DEAF SMITH COUNTY,Grade 3,294
2021-2022,16,DEAF SMITH COUNTY,Grade 4,253
2021-2022,16,DEAF SMITH COUNTY,Grade 5,313
2021-2022,16,DEAF SMITH COUNTY,Grade 6,300
2021-2022,16,DEAF SMITH COUNTY,Grade 7,297
2021-2022,16,DEAF SMITH COUNTY,Grade 8,333
2021-2022,16,DEAF SMITH COUNTY,Grade 9,334
2021-2022,16,DEAF SMITH COUNTY,Grade 10,289
2021-2022,16,DEAF SMITH COUNTY,Grade 11,271
2021-2022,16,DEAF SMITH COUNTY,Grade 12,260
2021-2022,8,DELTA COUNTY,Early Education,3
2021-2022,8,DELTA COUNTY,Pre-kindergarten,69
2021-2022,8,DELTA COUNTY,Kindergarten,80
2021-2022,8,DELTA COUNTY,Grade 1,81
2021-2022,8,DELTA COUNTY,Grade 2,71
2021-2022,8,DELTA COUNTY,Grade 3,73
2021-2022,8,DELTA COUNTY,Grade 4,73
2021-2022,8,DELTA COUNTY,Grade 5,63
2021-2022,8,DELTA COUNTY,Grade 6,69
2021-2022,8,DELTA COUNTY,Grade 7,75
2021-2022,8,DELTA COUNTY,Grade 8,63
2021-2022,8,DELTA COUNTY,Grade 9,70
2021-2022,8,DELTA COUNTY,Grade 10,70
2021-2022,8,DELTA COUNTY,Grade 11,75
2021-2022,8,DELTA COUNTY,Grade 12,62
2021-2022,11,DENTON COUNTY,Early Education,659
2021-2022,11,DENTON COUNTY,Pre-kindergarten,3447
2021-2022,10,DENTON COUNTY,Kindergarten,100
2021-2022,11,DENTON COUNTY,Kindergarten,9620
2021-2022,10,DENTON COUNTY,Grade 1,99
2021-2022,11,DENTON COUNTY,Grade 1,9568
2021-2022,10,DENTON COUNTY,Grade 2,100
2021-2022,11,DENTON COUNTY,Grade 2,9935
2021-2022,10,DENTON COUNTY,Grade 3,100
2021-2022,11,DENTON COUNTY,Grade 3,9924
2021-2022,10,DENTON COUNTY,Grade 4,99
2021-2022,11,DENTON COUNTY,Grade 4,9858
2021-2022,10,DENTON COUNTY,Grade 5,138
2021-2022,11,DENTON COUNTY,Grade 5,9964
2021-2022,10,DENTON COUNTY,Grade 6,120
2021-2022,11,DENTON COUNTY,Grade 6,10178
2021-2022,10,DENTON COUNTY,Grade 7,117
2021-2022,11,DENTON COUNTY,Grade 7,10551
2021-2022,10,DENTON COUNTY,Grade 8,112
2021-2022,11,DENTON COUNTY,Grade 8,10823
2021-2022,10,DENTON COUNTY,Grade 9,105
2021-2022,11,DENTON COUNTY,Grade 9,11671
2021-2022,10,DENTON COUNTY,Grade 10,79
2021-2022,11,DENTON COUNTY,Grade 10,11009
2021-2022,10,DENTON COUNTY,Grade 11,92
2021-2022,11,DENTON COUNTY,Grade 11,10517
2021-2022,10,DENTON COUNTY,Grade 12,83
2021-2022,11,DENTON COUNTY,Grade 12,9985
2021-2022,3,DEWITT COUNTY,Early Education,28
2021-2022,3,DEWITT COUNTY,Pre-kindergarten,197
2021-2022,3,DEWITT COUNTY,Kindergarten,313
2021-2022,3,DEWITT COUNTY,Grade 1,291
2021-2022,3,DEWITT COUNTY,Grade 2,307
2021-2022,3,DEWITT COUNTY,Grade 3,291
2021-2022,3,DEWITT COUNTY,Grade 4,306
2021-2022,3,DEWITT COUNTY,Grade 5,263
2021-2022,3,DEWITT COUNTY,Grade 6,351
2021-2022,3,DEWITT COUNTY,Grade 7,371
2021-2022,3,DEWITT COUNTY,Grade 8,333
2021-2022,3,DEWITT COUNTY,Grade 9,385
2021-2022,3,DEWITT COUNTY,Grade 10,320
2021-2022,3,DEWITT COUNTY,Grade 11,297
2021-2022,3,DEWITT COUNTY,Grade 12,285
2021-2022,17,DICKENS COUNTY,Pre-kindergarten,27
2021-2022,17,DICKENS COUNTY,Kindergarten,15
2021-2022,17,DICKENS COUNTY,Grade 1,12
2021-2022,17,DICKENS COUNTY,Grade 2,21
2021-2022,17,DICKENS COUNTY,Grade 3,16
2021-2022,17,DICKENS COUNTY,Grade 4,15
2021-2022,17,DICKENS COUNTY,Grade 5,14
2021-2022,17,DICKENS COUNTY,Grade 6,21
2021-2022,17,DICKENS COUNTY,Grade 7,25
2021-2022,17,DICKENS COUNTY,Grade 8,24
2021-2022,17,DICKENS COUNTY,Grade 9,23
2021-2022,17,DICKENS COUNTY,Grade 10,23
2021-2022,17,DICKENS COUNTY,Grade 11,33
2021-2022,17,DICKENS COUNTY,Grade 12,38
