T E X A S  E D U C A T I O N  A G E N C Y,,,,
,,,,
PEIMS Student Enrollment Data for 2012-2013,,,,
,,,,
YEAR,REGION,COUNTY NAME,GRADE,ENROLLMENT
2012-2013,9,ARCHER COUNTY,Grade  1,111
2012-2013,9,ARCHER COUNTY,Grade  2,123
2012-2013,9,ARCHER COUNTY,Grade  3,134
2012-2013,9,ARCHER COUNTY,Grade  4,129
2012-2013,9,ARCHER COUNTY,Grade  5,136
2012-2013,9,ARCHER COUNTY,Grade  6,134
2012-2013,9,ARCHER COUNTY,Grade  7,153
2012-2013,9,ARCHER COUNTY,Grade  8,162
2012-2013,9,ARCHER COUNTY,Grade  9,149
2012-2013,9,ARCHER COUNTY,Grade 10,151
2012-2013,9,ARCHER COUNTY,Grade 11,148
2012-2013,9,ARCHER COUNTY,Grade 12,136
2012-2013,16,ARMSTRONG COUNTY,Early Education,-9999999
2012-2013,16,ARMSTRONG COUNTY,Pre-kindergarten,18
2012-2013,16,ARMSTRONG COUNTY,Kindergarten,23
2012-2013,16,ARMSTRONG COUNTY,Grade  1,29
2012-2013,16,ARMSTRONG COUNTY,Grade  2,29
2012-2013,16,ARMSTRONG COUNTY,Grade  3,17
2012-2013,16,ARMSTRONG COUNTY,Grade  4,32
2012-2013,16,ARMSTRONG COUNTY,Grade  5,20
2012-2013,16,ARMSTRONG COUNTY,Grade  6,30
2012-2013,16,ARMSTRONG COUNTY,Grade  7,30
2012-2013,16,ARMSTRONG COUNTY,Grade  8,27
2012-2013,16,ARMSTRONG COUNTY,Grade  9,31
2012-2013,16,ARMSTRONG COUNTY,Grade 10,25
2012-2013,16,ARMSTRONG COUNTY,Grade 11,30
2012-2013,16,ARMSTRONG COUNTY,Grade 12,25
2012-2013,20,ATASCOSA COUNTY,Early Education,25
2012-2013,20,ATASCOSA COUNTY,Pre-kindergarten,350
2012-2013,20,ATASCOSA COUNTY,Kindergarten,675
2012-2013,20,ATASCOSA COUNTY,Grade  1,678
2012-2013,20,ATASCOSA COUNTY,Grade  2,644
2012-2013,20,ATASCOSA COUNTY,Grade  3,663
2012-2013,20,ATASCOSA COUNTY,Grade  4,632
2012-2013,20,ATASCOSA COUNTY,Grade  5,682
2012-2013,20,ATASCOSA COUNTY,Grade  6,697
2012-2013,20,ATASCOSA COUNTY,Grade  7,708
2012-2013,20,ATASCOSA COUNTY,Grade  8,662
2012-2013,20,ATASCOSA COUNTY,Grade  9,712
2012-2013,20,ATASCOSA COUNTY,Grade 10,704
2012-2013,20,ATASCOSA COUNTY,Grade 11,608
2012-2013,20,ATASCOSA COUNTY,Grade 12,544
2012-2013,6,AUSTIN COUNTY,Early Education,20
2012-2013,6,AUSTIN COUNTY,Pre-kindergarten,157
2012-2013,6,AUSTIN COUNTY,Kindergarten,424
2012-2013,6,AUSTIN COUNTY,Grade  1,393
2012-2013,6,AUSTIN COUNTY,Grade  2,392
2012-2013,6,AUSTIN COUNTY,Grade  3,414
2012-2013,6,AUSTIN COUNTY,Grade  4,416
2012-2013,6,AUSTIN COUNTY,Grade  5,414
2012-2013,6,AUSTIN COUNTY,Grade  6,439
2012-2013,6,AUSTIN COUNTY,Grade  7,448
2012-2013,6,AUSTIN COUNTY,Grade  8,433
2012-2013,6,AUSTIN COUNTY,Grade  9,447
2012-2013,6,AUSTIN COUNTY,Grade 10,391
2012-2013,6,AUSTIN COUNTY,Grade 11,389
2012-2013,6,AUSTIN COUNTY,Grade 12,415
2012-2013,17,BAILEY COUNTY,Early Education,16
2012-2013,17,BAILEY COUNTY,Pre-kindergarten,88
2012-2013,17,BAILEY COUNTY,Kindergarten,126
2012-2013,17,BAILEY COUNTY,Grade  1,121
2012-2013,17,BAILEY COUNTY,Grade  2,128
2012-2013,17,BAILEY COUNTY,Grade  3,117
2012-2013,17,BAILEY COUNTY,Grade  4,102
2012-2013,17,BAILEY COUNTY,Grade  5,107
2012-2013,17,BAILEY COUNTY,Grade  6,124
2012-2013,17,BAILEY COUNTY,Grade  7,109
2012-2013,17,BAILEY COUNTY,Grade  8,94
2012-2013,17,BAILEY COUNTY,Grade  9,101
2012-2013,17,BAILEY COUNTY,Grade 10,108
2012-2013,17,BAILEY COUNTY,Grade 11,72
2012-2013,17,BAILEY COUNTY,Grade 12,85
2012-2013,20,BANDERA COUNTY,Early Education,7
2012-2013,20,BANDERA COUNTY,Pre-kindergarten,148
2012-2013,20,BANDERA COUNTY,Kindergarten,191
2012-2013,20,BANDERA COUNTY,Grade  1,156
2012-2013,20,BANDERA COUNTY,Grade  2,192
2012-2013,20,BANDERA COUNTY,Grade  3,188
2012-2013,20,BANDERA COUNTY,Grade  4,186
2012-2013,20,BANDERA COUNTY,Grade  5,173
2012-2013,20,BANDERA COUNTY,Grade  6,210
2012-2013,20,BANDERA COUNTY,Grade  7,191
2012-2013,20,BANDERA COUNTY,Grade  8,200
2012-2013,20,BANDERA COUNTY,Grade  9,271
2012-2013,20,BANDERA COUNTY,Grade 10,190
2012-2013,20,BANDERA COUNTY,Grade 11,203
2012-2013,20,BANDERA COUNTY,Grade 12,207
2012-2013,13,BASTROP COUNTY,Early Education,59
2012-2013,13,BASTROP COUNTY,Pre-kindergarten,603
2012-2013,13,BASTROP COUNTY,Kindergarten,1120
2012-2013,13,BASTROP COUNTY,Grade  1,1181
2012-2013,13,BASTROP COUNTY,Grade  2,1144
2012-2013,13,BASTROP COUNTY,Grade  3,1159
2012-2013,13,BASTROP COUNTY,Grade  4,1109
2012-2013,13,BASTROP COUNTY,Grade  5,1158
2012-2013,13,BASTROP COUNTY,Grade  6,1160
2012-2013,13,BASTROP COUNTY,Grade  7,1175
2012-2013,13,BASTROP COUNTY,Grade  8,1117
2012-2013,13,BASTROP COUNTY,Grade  9,1421
2012-2013,13,BASTROP COUNTY,Grade 10,987
2012-2013,13,BASTROP COUNTY,Grade 11,1032
2012-2013,13,BASTROP COUNTY,Grade 12,1008
2012-2013,9,BAYLOR COUNTY,Early Education,5
2012-2013,9,BAYLOR COUNTY,Pre-kindergarten,17
2012-2013,9,BAYLOR COUNTY,Kindergarten,51
2012-2013,9,BAYLOR COUNTY,Grade  1,46
2012-2013,9,BAYLOR COUNTY,Grade  2,54
2012-2013,9,BAYLOR COUNTY,Grade  3,45
2012-2013,9,BAYLOR COUNTY,Grade  4,43
2012-2013,9,BAYLOR COUNTY,Grade  5,37
2012-2013,9,BAYLOR COUNTY,Grade  6,48
2012-2013,9,BAYLOR COUNTY,Grade  7,37
2012-2013,9,BAYLOR COUNTY,Grade  8,54
2012-2013,9,BAYLOR COUNTY,Grade  9,39
2012-2013,9,BAYLOR COUNTY,Grade 10,39
2012-2013,9,BAYLOR COUNTY,Grade 11,29
2012-2013,9,BAYLOR COUNTY,Grade 12,38
2012-2013,2,BEE COUNTY,Early Education,14
2012-2013,2,BEE COUNTY,Pre-kindergarten,172
2012-2013,2,BEE COUNTY,Kindergarten,411
2012-2013,2,BEE COUNTY,Grade  1,456
2012-2013,2,BEE COUNTY,Grade  2,405
2012-2013,2,BEE COUNTY,Grade  3,400
2012-2013,2,BEE COUNTY,Grade  4,395
2012-2013,2,BEE COUNTY,Grade  5,412
2012-2013,2,BEE COUNTY,Grade  6,435
2012-2013,2,BEE COUNTY,Grade  7,401
2012-2013,2,BEE COUNTY,Grade  8,379
2012-2013,2,BEE COUNTY,Grade  9,447
2012-2013,2,BEE COUNTY,Grade 10,345
2012-2013,2,BEE COUNTY,Grade 11,314
2012-2013,2,BEE COUNTY,Grade 12,340
2012-2013,12,BELL COUNTY/12,Early Education,239
2012-2013,12,BELL COUNTY/12,Pre-kindergarten,4501
2012-2013,12,BELL COUNTY/12,Kindergarten,5773
2012-2013,12,BELL COUNTY/12,Grade  1,5792
2012-2013,12,BELL COUNTY/12,Grade  2,5422
2012-2013,12,BELL COUNTY/12,Grade  3,5047
2012-2013,12,BELL COUNTY/12,Grade  4,5047
2012-2013,12,BELL COUNTY/12,Grade  5,4956
2012-2013,12,BELL COUNTY/12,Grade  6,4884
2012-2013,12,BELL COUNTY/12,Grade  7,4758
2012-2013,12,BELL COUNTY/12,Grade  8,4513
2012-2013,12,BELL COUNTY/12,Grade  9,5076
2012-2013,12,BELL COUNTY/12,Grade 10,4205
2012-2013,12,BELL COUNTY/12,Grade 11,3756
2012-2013,12,BELL COUNTY/12,Grade 12,3591
2012-2013,13,BELL COUNTY/13,Pre-kindergarten,38
2012-2013,13,BELL COUNTY/13,Kindergarten,42
2012-2013,13,BELL COUNTY/13,Grade  1,31
2012-2013,13,BELL COUNTY/13,Grade  2,29
2012-2013,13,BELL COUNTY/13,Grade  3,24
2012-2013,13,BELL COUNTY/13,Grade  4,30
2012-2013,13,BELL COUNTY/13,Grade  5,19
2012-2013,13,BELL COUNTY/13,Grade  6,31
2012-2013,13,BELL COUNTY/13,Grade  7,23
2012-2013,13,BELL COUNTY/13,Grade  8,30
2012-2013,13,BELL COUNTY/13,Grade  9,26
2012-2013,13,BELL COUNTY/13,Grade 10,26
2012-2013,13,BELL COUNTY/13,Grade 11,36
2012-2013,13,BELL COUNTY/13,Grade 12,36
2012-2013,AL,BELL COUNTY/ALL,Early Education,239
2012-2013,AL,BELL COUNTY/ALL,Pre-kindergarten,4539
2012-2013,AL,BELL COUNTY/ALL,Kindergarten,5815
2012-2013,AL,BELL COUNTY/ALL,Grade  1,5823
2012-2013,AL,BELL COUNTY/ALL,Grade  2,5451
2012-2013,AL,BELL COUNTY/ALL,Grade  3,5071
2012-2013,AL,BELL COUNTY/ALL,Grade  4,5077
2012-2013,AL,BELL COUNTY/ALL,Grade  5,4975
2012-2013,AL,BELL COUNTY/ALL,Grade  6,4915
2012-2013,AL,BELL COUNTY/ALL,Grade  7,4781
2012-2013,AL,BELL COUNTY/ALL,Grade  8,4543
2012-2013,AL,BELL COUNTY/ALL,Grade  9,5102
2012-2013,AL,BELL COUNTY/ALL,Grade 10,4231
2012-2013,AL,BELL COUNTY/ALL,Grade 11,3792
2012-2013,AL,BELL COUNTY/ALL,Grade 12,3627
2012-2013,20,BEXAR COUNTY,Early Education,1462
2012-2013,20,BEXAR COUNTY,Pre-kindergarten,16651
2012-2013,20,BEXAR COUNTY,Kindergarten,25966
2012-2013,20,BEXAR COUNTY,Grade  1,26288
2012-2013,20,BEXAR COUNTY,Grade  2,26059
2012-2013,20,BEXAR COUNTY,Grade  3,25806
2012-2013,20,BEXAR COUNTY,Grade  4,25282
2012-2013,20,BEXAR COUNTY,Grade  5,25166
2012-2013,20,BEXAR COUNTY,Grade  6,25140
2012-2013,20,BEXAR COUNTY,Grade  7,25251
2012-2013,20,BEXAR COUNTY,Grade  8,24632
2012-2013,20,BEXAR COUNTY,Grade  9,27584
2012-2013,20,BEXAR COUNTY,Grade 10,23604
2012-2013,20,BEXAR COUNTY,Grade 11,21583
2012-2013,20,BEXAR COUNTY,Grade 12,19556
2012-2013,13,BLANCO COUNTY,Early Education,21
2012-2013,13,BLANCO COUNTY,Pre-kindergarten,30
2012-2013,13,BLANCO COUNTY,Kindergarten,118
2012-2013,13,BLANCO COUNTY,Grade  1,115
2012-2013,13,BLANCO COUNTY,Grade  2,138
2012-2013,13,BLANCO COUNTY,Grade  3,123
2012-2013,13,BLANCO COUNTY,Grade  4,102
2012-2013,13,BLANCO COUNTY,Grade  5,129
2012-2013,13,BLANCO COUNTY,Grade  6,124
2012-2013,13,BLANCO COUNTY,Grade  7,141
2012-2013,13,BLANCO COUNTY,Grade  8,141
2012-2013,13,BLANCO COUNTY,Grade  9,129
2012-2013,13,BLANCO COUNTY,Grade 10,128
2012-2013,13,BLANCO COUNTY,Grade 11,113
2012-2013,13,BLANCO COUNTY,Grade 12,124
2012-2013,17,BORDEN COUNTY,Early Education,-9999999
2012-2013,17,BORDEN COUNTY,Kindergarten,12
2012-2013,17,BORDEN COUNTY,Grade  1,21
2012-2013,17,BORDEN COUNTY,Grade  2,21
2012-2013,17,BORDEN COUNTY,Grade  3,18
2012-2013,17,BORDEN COUNTY,Grade  4,26
2012-2013,17,BORDEN COUNTY,Grade  5,21
2012-2013,17,BORDEN COUNTY,Grade  6,18
2012-2013,17,BORDEN COUNTY,Grade  7,19
2012-2013,17,BORDEN COUNTY,Grade  8,15
2012-2013,17,BORDEN COUNTY,Grade  9,21
2012-2013,17,BORDEN COUNTY,Grade 10,15
2012-2013,17,BORDEN COUNTY,Grade 11,15
2012-2013,17,BORDEN COUNTY,Grade 12,16
2012-2013,12,BOSQUE COUNTY,Early Education,5
2012-2013,12,BOSQUE COUNTY,Pre-kindergarten,117
2012-2013,12,BOSQUE COUNTY,Kindergarten,229
2012-2013,12,BOSQUE COUNTY,Grade  1,224
2012-2013,12,BOSQUE COUNTY,Grade  2,221
2012-2013,12,BOSQUE COUNTY,Grade  3,204
2012-2013,12,BOSQUE COUNTY,Grade  4,183
2012-2013,12,BOSQUE COUNTY,Grade  5,219
2012-2013,12,BOSQUE COUNTY,Grade  6,207
2012-2013,12,BOSQUE COUNTY,Grade  7,239
2012-2013,12,BOSQUE COUNTY,Grade  8,239
2012-2013,12,BOSQUE COUNTY,Grade  9,212
2012-2013,12,BOSQUE COUNTY,Grade 10,223
2012-2013,12,BOSQUE COUNTY,Grade 11,199
2012-2013,12,BOSQUE COUNTY,Grade 12,207
2012-2013,8,BOWIE COUNTY,Early Education,53
2012-2013,8,BOWIE COUNTY,Pre-kindergarten,1143
2012-2013,8,BOWIE COUNTY,Kindergarten,1380
2012-2013,8,BOWIE COUNTY,Grade  1,1327
2012-2013,8,BOWIE COUNTY,Grade  2,1293
2012-2013,8,BOWIE COUNTY,Grade  3,1276
2012-2013,8,BOWIE COUNTY,Grade  4,1297
2012-2013,8,BOWIE COUNTY,Grade  5,1306
2012-2013,8,BOWIE COUNTY,Grade  6,1352
2012-2013,8,BOWIE COUNTY,Grade  7,1341
2012-2013,8,BOWIE COUNTY,Grade  8,1344
2012-2013,8,BOWIE COUNTY,Grade  9,1321
2012-2013,8,BOWIE COUNTY,Grade 10,1232
2012-2013,8,BOWIE COUNTY,Grade 11,1202
2012-2013,8,BOWIE COUNTY,Grade 12,1140
2012-2013,4,BRAZORIA COUNTY,Early Education,283
2012-2013,4,BRAZORIA COUNTY,Pre-kindergarten,2086
2012-2013,4,BRAZORIA COUNTY,Kindergarten,4689
2012-2013,4,BRAZORIA COUNTY,Grade  1,4896
2012-2013,4,BRAZORIA COUNTY,Grade  2,4865
2012-2013,4,BRAZORIA COUNTY,Grade  3,4724
2012-2013,4,BRAZORIA COUNTY,Grade  4,4890
2012-2013,4,BRAZORIA COUNTY,Grade  5,4846
2012-2013,4,BRAZORIA COUNTY,Grade  6,4831
2012-2013,4,BRAZORIA COUNTY,Grade  7,4989
2012-2013,4,BRAZORIA COUNTY,Grade  8,4708
2012-2013,4,BRAZORIA COUNTY,Grade  9,5023
2012-2013,4,BRAZORIA COUNTY,Grade 10,4581
2012-2013,4,BRAZORIA COUNTY,Grade 11,4233
2012-2013,4,BRAZORIA COUNTY,Grade 12,3816
2012-2013,6,BRAZOS COUNTY,Early Education,186
2012-2013,6,BRAZOS COUNTY,Pre-kindergarten,1098
2012-2013,6,BRAZOS COUNTY,Kindergarten,2505
2012-2013,6,BRAZOS COUNTY,Grade  1,2437
2012-2013,6,BRAZOS COUNTY,Grade  2,2395
2012-2013,6,BRAZOS COUNTY,Grade  3,2181
2012-2013,6,BRAZOS COUNTY,Grade  4,2189
2012-2013,6,BRAZOS COUNTY,Grade  5,2067
2012-2013,6,BRAZOS COUNTY,Grade  6,2103
2012-2013,6,BRAZOS COUNTY,Grade  7,1985
2012-2013,6,BRAZOS COUNTY,Grade  8,1899
2012-2013,6,BRAZOS COUNTY,Grade  9,2216
2012-2013,6,BRAZOS COUNTY,Grade 10,1791
2012-2013,6,BRAZOS COUNTY,Grade 11,1534
2012-2013,6,BRAZOS COUNTY,Grade 12,1531
2012-2013,18,BREWSTER COUNTY,Early Education,-9999999
2012-2013,18,BREWSTER COUNTY,Pre-kindergarten,53
2012-2013,18,BREWSTER COUNTY,Kindergarten,97
2012-2013,18,BREWSTER COUNTY,Grade  1,119
2012-2013,18,BREWSTER COUNTY,Grade  2,95
2012-2013,18,BREWSTER COUNTY,Grade  3,92
2012-2013,18,BREWSTER COUNTY,Grade  4,92
2012-2013,18,BREWSTER COUNTY,Grade  5,98
2012-2013,18,BREWSTER COUNTY,Grade  6,84
2012-2013,18,BREWSTER COUNTY,Grade  7,112
2012-2013,18,BREWSTER COUNTY,Grade  8,90
2012-2013,18,BREWSTER COUNTY,Grade  9,93
2012-2013,18,BREWSTER COUNTY,Grade 10,80
2012-2013,18,BREWSTER COUNTY,Grade 11,79
2012-2013,18,BREWSTER COUNTY,Grade 12,78
2012-2013,16,BRISCOE COUNTY,Pre-kindergarten,10
2012-2013,16,BRISCOE COUNTY,Kindergarten,13
2012-2013,16,BRISCOE COUNTY,Grade  1,21
2012-2013,16,BRISCOE COUNTY,Grade  2,15
2012-2013,16,BRISCOE COUNTY,Grade  3,12
2012-2013,16,BRISCOE COUNTY,Grade  4,14
2012-2013,16,BRISCOE COUNTY,Grade  5,15
2012-2013,16,BRISCOE COUNTY,Grade  6,18
2012-2013,16,BRISCOE COUNTY,Grade  7,14
2012-2013,16,BRISCOE COUNTY,Grade  8,15
2012-2013,16,BRISCOE COUNTY,Grade  9,14
2012-2013,16,BRISCOE COUNTY,Grade 10,8
2012-2013,16,BRISCOE COUNTY,Grade 11,11
2012-2013,16,BRISCOE COUNTY,Grade 12,15
2012-2013,2,BROOKS COUNTY,Early Education,14
2012-2013,2,BROOKS COUNTY,Pre-kindergarten,78
2012-2013,2,BROOKS COUNTY,Kindergarten,129
2012-2013,2,BROOKS COUNTY,Grade  1,141
2012-2013,2,BROOKS COUNTY,Grade  2,93
2012-2013,2,BROOKS COUNTY,Grade  3,121
2012-2013,2,BROOKS COUNTY,Grade  4,85
2012-2013,2,BROOKS COUNTY,Grade  5,99
2012-2013,2,BROOKS COUNTY,Grade  6,125
2012-2013,2,BROOKS COUNTY,Grade  7,124
2012-2013,2,BROOKS COUNTY,Grade  8,116
2012-2013,2,BROOKS COUNTY,Grade  9,135
2012-2013,2,BROOKS COUNTY,Grade 10,109
2012-2013,2,BROOKS COUNTY,Grade 11,82
2012-2013,2,BROOKS COUNTY,Grade 12,88
2012-2013,15,BROWN COUNTY,Early Education,39
2012-2013,15,BROWN COUNTY,Pre-kindergarten,235
2012-2013,15,BROWN COUNTY,Kindergarten,537
2012-2013,15,BROWN COUNTY,Grade  1,468
2012-2013,15,BROWN COUNTY,Grade  2,503
2012-2013,15,BROWN COUNTY,Grade  3,504
2012-2013,15,BROWN COUNTY,Grade  4,465
2012-2013,15,BROWN COUNTY,Grade  5,530
2012-2013,15,BROWN COUNTY,Grade  6,532
2012-2013,15,BROWN COUNTY,Grade  7,507
2012-2013,15,BROWN COUNTY,Grade  8,503
2012-2013,15,BROWN COUNTY,Grade  9,513
2012-2013,15,BROWN COUNTY,Grade 10,448
2012-2013,15,BROWN COUNTY,Grade 11,453
2012-2013,15,BROWN COUNTY,Grade 12,405
2012-2013,6,BURLESON COUNTY,Early Education,6
2012-2013,6,BURLESON COUNTY,Pre-kindergarten,153
2012-2013,6,BURLESON COUNTY,Kindergarten,225
2012-2013,6,BURLESON COUNTY,Grade  1,195
2012-2013,6,BURLESON COUNTY,Grade  2,220
2012-2013,6,BURLESON COUNTY,Grade  3,215
2012-2013,6,BURLESON COUNTY,Grade  4,198
2012-2013,6,BURLESON COUNTY,Grade  5,187
2012-2013,6,BURLESON COUNTY,Grade  6,214
2012-2013,6,BURLESON COUNTY,Grade  7,222
2012-2013,6,BURLESON COUNTY,Grade  8,206
2012-2013,6,BURLESON COUNTY,Grade  9,212
2012-2013,6,BURLESON COUNTY,Grade 10,194
2012-2013,6,BURLESON COUNTY,Grade 11,218
2012-2013,6,BURLESON COUNTY,Grade 12,172
2012-2013,13,BURNET COUNTY,Early Education,23
2012-2013,13,BURNET COUNTY,Pre-kindergarten,297
2012-2013,13,BURNET COUNTY,Kindergarten,494
2012-2013,13,BURNET COUNTY,Grade  1,547
2012-2013,13,BURNET COUNTY,Grade  2,541
2012-2013,13,BURNET COUNTY,Grade  3,503
2012-2013,13,BURNET COUNTY,Grade  4,520
2012-2013,13,BURNET COUNTY,Grade  5,546
2012-2013,13,BURNET COUNTY,Grade  6,557
2012-2013,13,BURNET COUNTY,Grade  7,549
2012-2013,13,BURNET COUNTY,Grade  8,554
2012-2013,13,BURNET COUNTY,Grade  9,601
2012-2013,13,BURNET COUNTY,Grade 10,537
2012-2013,13,BURNET COUNTY,Grade 11,503
2012-2013,13,BURNET COUNTY,Grade 12,487
2012-2013,13,CALDWELL COUNTY,Early Education,23
2012-2013,13,CALDWELL COUNTY,Pre-kindergarten,366
2012-2013,13,CALDWELL COUNTY,Kindergarten,499
2012-2013,13,CALDWELL COUNTY,Grade  1,492
2012-2013,13,CALDWELL COUNTY,Grade  2,500
2012-2013,13,CALDWELL COUNTY,Grade  3,497
2012-2013,13,CALDWELL COUNTY,Grade  4,479
2012-2013,13,CALDWELL COUNTY,Grade  5,445
2012-2013,13,CALDWELL COUNTY,Grade  6,525
2012-2013,13,CALDWELL COUNTY,Grade  7,470
2012-2013,13,CALDWELL COUNTY,Grade  8,510
2012-2013,13,CALDWELL COUNTY,Grade  9,477
2012-2013,13,CALDWELL COUNTY,Grade 10,454
2012-2013,13,CALDWELL COUNTY,Grade 11,442
2012-2013,13,CALDWELL COUNTY,Grade 12,415
2012-2013,3,CALHOUN COUNTY,Early Education,9
2012-2013,3,CALHOUN COUNTY,Pre-kindergarten,207
2012-2013,3,CALHOUN COUNTY,Kindergarten,331
2012-2013,3,CALHOUN COUNTY,Grade  1,324
2012-2013,3,CALHOUN COUNTY,Grade  2,286
2012-2013,3,CALHOUN COUNTY,Grade  3,316
2012-2013,3,CALHOUN COUNTY,Grade  4,324
2012-2013,3,CALHOUN COUNTY,Grade  5,331
2012-2013,3,CALHOUN COUNTY,Grade  6,296
2012-2013,3,CALHOUN COUNTY,Grade  7,326
2012-2013,3,CALHOUN COUNTY,Grade  8,350
2012-2013,3,CALHOUN COUNTY,Grade  9,316
2012-2013,3,CALHOUN COUNTY,Grade 10,316
2012-2013,3,CALHOUN COUNTY,Grade 11,268
2012-2013,3,CALHOUN COUNTY,Grade 12,256
2012-2013,14,CALLAHAN COUNTY,Early Education,9
2012-2013,14,CALLAHAN COUNTY,Pre-kindergarten,117
2012-2013,14,CALLAHAN COUNTY,Kindergarten,185
2012-2013,14,CALLAHAN COUNTY,Grade  1,170
2012-2013,14,CALLAHAN COUNTY,Grade  2,171
2012-2013,14,CALLAHAN COUNTY,Grade  3,178
2012-2013,14,CALLAHAN COUNTY,Grade  4,169
2012-2013,14,CALLAHAN COUNTY,Grade  5,194
2012-2013,14,CALLAHAN COUNTY,Grade  6,199
2012-2013,14,CALLAHAN COUNTY,Grade  7,186
2012-2013,14,CALLAHAN COUNTY,Grade  8,183
2012-2013,14,CALLAHAN COUNTY,Grade  9,189
2012-2013,14,CALLAHAN COUNTY,Grade 10,174
2012-2013,14,CALLAHAN COUNTY,Grade 11,156
2012-2013,14,CALLAHAN COUNTY,Grade 12,156
2012-2013,1,CAMERON COUNTY,Early Education,698
2012-2013,1,CAMERON COUNTY,Pre-kindergarten,6005
2012-2013,1,CAMERON COUNTY,Kindergarten,6823
2012-2013,1,CAMERON COUNTY,Grade  1,7539
2012-2013,1,CAMERON COUNTY,Grade  2,7550
2012-2013,1,CAMERON COUNTY,Grade  3,7364
2012-2013,1,CAMERON COUNTY,Grade  4,7351
2012-2013,1,CAMERON COUNTY,Grade  5,7392
2012-2013,1,CAMERON COUNTY,Grade  6,7526
2012-2013,1,CAMERON COUNTY,Grade  7,7766
2012-2013,1,CAMERON COUNTY,Grade  8,7750
2012-2013,1,CAMERON COUNTY,Grade  9,9276
2012-2013,1,CAMERON COUNTY,Grade 10,7024
