T E X A S  E D U C A T I O N  A G E N C Y,,,,
,,,,
PEIMS Student Enrollment Data for 2022-2023,,,,
,,,,
YEAR,REGION,COUNTY NAME,GRADE,ENROLLMENT
2022-2023,16,ARMSTRONG COUNTY,Grade 8,26
2022-2023,16,ARMSTRONG COUNTY,Grade 9,24
2022-2023,16,ARMSTRONG COUNTY,Grade 10,19
2022-2023,16,ARMSTRONG COUNTY,Grade 11,23
2022-2023,16,ARMSTRONG COUNTY,Grade 12,25
2022-2023,20,ATASCOSA COUNTY,Early Education,42
2022-2023,20,ATASCOSA COUNTY,Pre-kindergarten,484
2022-2023,20,ATASCOSA COUNTY,Kindergarten,669
2022-2023,20,ATASCOSA COUNTY,Grade 1,639
2022-2023,20,ATASCOSA COUNTY,Grade 2,667
2022-2023,20,ATASCOSA COUNTY,Grade 3,648
2022-2023,20,ATASCOSA COUNTY,Grade 4,649
2022-2023,20,ATASCOSA COUNTY,Grade 5,646
2022-2023,20,ATASCOSA COUNTY,Grade 6,677
2022-2023,20,ATASCOSA COUNTY,Grade 7,699
2022-2023,20,ATASCOSA COUNTY,Grade 8,691
2022-2023,20,ATASCOSA COUNTY,Grade 9,710
2022-2023,20,ATASCOSA COUNTY,Grade 10,672
2022-2023,20,ATASCOSA COUNTY,Grade 11,594
2022-2023,20,ATASCOSA COUNTY,Grade 12,567
2022-2023,6,AUSTIN COUNTY,Early Education,31
2022-2023,6,AUSTIN COUNTY,Pre-kindergarten,196
2022-2023,6,AUSTIN COUNTY,Kindergarten,341
2022-2023,6,AUSTIN COUNTY,Grade 1,449
2022-2023,6,AUSTIN COUNTY,Grade 2,438
2022-2023,6,AUSTIN COUNTY,Grade 3,382
2022-2023,6,AUSTIN COUNTY,Grade 4,404
2022-2023,6,AUSTIN COUNTY,Grade 5,446
2022-2023,6,AUSTIN COUNTY,Grade 6,437
2022-2023,6,AUSTIN COUNTY,Grade 7,505
2022-2023,6,AUSTIN COUNTY,Grade 8,493
2022-2023,6,AUSTIN COUNTY,Grade 9,558
2022-2023,6,AUSTIN COUNTY,Grade 10,478
2022-2023,6,AUSTIN COUNTY,Grade 11,447
2022-2023,6,AUSTIN COUNTY,Grade 12,405
2022-2023,17,BAILEY COUNTY,Early Education,12
2022-2023,17,BAILEY COUNTY,Pre-kindergarten,79
2022-2023,17,BAILEY COUNTY,Kindergarten,109
2022-2023,17,BAILEY COUNTY,Grade 1,100
2022-2023,17,BAILEY COUNTY,Grade 2,103
2022-2023,17,BAILEY COUNTY,Grade 3,98
2022-2023,17,BAILEY COUNTY,Grade 4,96
2022-2023,17,BAILEY COUNTY,Grade 5,96
2022-2023,17,BAILEY COUNTY,Grade 6,104
2022-2023,17,BAILEY COUNTY,Grade 7,83
2022-2023,17,BAILEY COUNTY,Grade 8,108
2022-2023,17,BAILEY COUNTY,Grade 9,93
2022-2023,17,BAILEY COUNTY,Grade 10,84
2022-2023,17,BAILEY COUNTY,Grade 11,88
2022-2023,17,BAILEY COUNTY,Grade 12,94
2022-2023,20,BANDERA COUNTY,Early Education,18
2022-2023,20,BANDERA COUNTY,Pre-kindergarten,109
2022-2023,20,BANDERA COUNTY,Kindergarten,188
2022-2023,20,BANDERA COUNTY,Grade 1,173
2022-2023,20,BANDERA COUNTY,Grade 2,186
2022-2023,20,BANDERA COUNTY,Grade 3,183
2022-2023,20,BANDERA COUNTY,Grade 4,207
2022-2023,20,BANDERA COUNTY,Grade 5,181
2022-2023,20,BANDERA COUNTY,Grade 6,193
2022-2023,20,BANDERA COUNTY,Grade 7,195
2022-2023,20,BANDERA COUNTY,Grade 8,206
2022-2023,20,BANDERA COUNTY,Grade 9,231
2022-2023,20,BANDERA COUNTY,Grade 10,195
2022-2023,20,BANDERA COUNTY,Grade 11,197
2022-2023,20,BANDERA COUNTY,Grade 12,165
2022-2023,13,BASTROP COUNTY,Early Education,73
2022-2023,13,BASTROP COUNTY,Pre-kindergarten,862
2022-2023,13,BASTROP COUNTY,Kindergarten,1301
2022-2023,13,BASTROP COUNTY,Grade 1,1448
2022-2023,13,BASTROP COUNTY,Grade 2,1460
2022-2023,13,BASTROP COUNTY,Grade 3,1386
2022-2023,13,BASTROP COUNTY,Grade 4,1397
2022-2023,13,BASTROP COUNTY,Grade 5,1304
2022-2023,13,BASTROP COUNTY,Grade 6,1442
2022-2023,13,BASTROP COUNTY,Grade 7,1462
2022-2023,13,BASTROP COUNTY,Grade 8,1618
2022-2023,13,BASTROP COUNTY,Grade 9,1928
2022-2023,13,BASTROP COUNTY,Grade 10,1628
2022-2023,13,BASTROP COUNTY,Grade 11,1548
2022-2023,13,BASTROP COUNTY,Grade 12,1294
2022-2023,9,BAYLOR COUNTY,Early Education,1
2022-2023,9,BAYLOR COUNTY,Pre-kindergarten,33
2022-2023,9,BAYLOR COUNTY,Kindergarten,51
2022-2023,9,BAYLOR COUNTY,Grade 1,49
2022-2023,9,BAYLOR COUNTY,Grade 2,41
2022-2023,9,BAYLOR COUNTY,Grade 3,44
2022-2023,9,BAYLOR COUNTY,Grade 4,58
2022-2023,9,BAYLOR COUNTY,Grade 5,49
2022-2023,9,BAYLOR COUNTY,Grade 6,45
2022-2023,9,BAYLOR COUNTY,Grade 7,49
2022-2023,9,BAYLOR COUNTY,Grade 8,47
2022-2023,9,BAYLOR COUNTY,Grade 9,45
2022-2023,9,BAYLOR COUNTY,Grade 10,42
2022-2023,9,BAYLOR COUNTY,Grade 11,49
2022-2023,9,BAYLOR COUNTY,Grade 12,41
2022-2023,2,BEE COUNTY,Early Education,18
2022-2023,2,BEE COUNTY,Pre-kindergarten,508
2022-2023,2,BEE COUNTY,Kindergarten,318
2022-2023,2,BEE COUNTY,Grade 1,381
2022-2023,2,BEE COUNTY,Grade 2,380
2022-2023,2,BEE COUNTY,Grade 3,354
2022-2023,2,BEE COUNTY,Grade 4,368
2022-2023,2,BEE COUNTY,Grade 5,322
2022-2023,2,BEE COUNTY,Grade 6,332
2022-2023,2,BEE COUNTY,Grade 7,350
2022-2023,2,BEE COUNTY,Grade 8,352
2022-2023,2,BEE COUNTY,Grade 9,469
2022-2023,2,BEE COUNTY,Grade 10,377
2022-2023,2,BEE COUNTY,Grade 11,296
2022-2023,2,BEE COUNTY,Grade 12,271
2022-2023,12,BELL COUNTY,Early Education,369
2022-2023,13,BELL COUNTY,Early Education,2
2022-2023,12,BELL COUNTY,Pre-kindergarten,3858
2022-2023,13,BELL COUNTY,Pre-kindergarten,29
2022-2023,12,BELL COUNTY,Kindergarten,5502
2022-2023,13,BELL COUNTY,Kindergarten,26
2022-2023,12,BELL COUNTY,Grade 1,5956
2022-2023,13,BELL COUNTY,Grade 1,33
2022-2023,12,BELL COUNTY,Grade 2,5922
2022-2023,13,BELL COUNTY,Grade 2,32
2022-2023,12,BELL COUNTY,Grade 3,5730
2022-2023,13,BELL COUNTY,Grade 3,39
2022-2023,12,BELL COUNTY,Grade 4,5714
2022-2023,13,BELL COUNTY,Grade 4,34
2022-2023,12,BELL COUNTY,Grade 5,5607
2022-2023,13,BELL COUNTY,Grade 5,25
2022-2023,12,BELL COUNTY,Grade 6,5482
2022-2023,13,BELL COUNTY,Grade 6,30
2022-2023,12,BELL COUNTY,Grade 7,5345
2022-2023,13,BELL COUNTY,Grade 7,31
2022-2023,12,BELL COUNTY,Grade 8,5536
2022-2023,13,BELL COUNTY,Grade 8,34
2022-2023,12,BELL COUNTY,Grade 9,6382
2022-2023,13,BELL COUNTY,Grade 9,40
2022-2023,20,BELL COUNTY,Grade 9,476
2022-2023,12,BELL COUNTY,Grade 10,5565
2022-2023,13,BELL COUNTY,Grade 10,42
2022-2023,20,BELL COUNTY,Grade 10,527
2022-2023,12,BELL COUNTY,Grade 11,4790
2022-2023,13,BELL COUNTY,Grade 11,36
2022-2023,20,BELL COUNTY,Grade 11,388
2022-2023,12,BELL COUNTY,Grade 12,4440
2022-2023,13,BELL COUNTY,Grade 12,28
2022-2023,20,BELL COUNTY,Grade 12,302
2022-2023,20,BEXAR COUNTY,Early Education,1611
2022-2023,20,BEXAR COUNTY,Pre-kindergarten,19154
2022-2023,20,BEXAR COUNTY,Kindergarten,24258
2022-2023,20,BEXAR COUNTY,Grade 1,26086
2022-2023,20,BEXAR COUNTY,Grade 2,25967
2022-2023,20,BEXAR COUNTY,Grade 3,25630
2022-2023,20,BEXAR COUNTY,Grade 4,25329
2022-2023,20,BEXAR COUNTY,Grade 5,25637
2022-2023,20,BEXAR COUNTY,Grade 6,25506
2022-2023,20,BEXAR COUNTY,Grade 7,25897
2022-2023,20,BEXAR COUNTY,Grade 8,26103
2022-2023,20,BEXAR COUNTY,Grade 9,29773
2022-2023,20,BEXAR COUNTY,Grade 10,26742
2022-2023,20,BEXAR COUNTY,Grade 11,22826
2022-2023,20,BEXAR COUNTY,Grade 12,22363
2022-2023,13,BLANCO COUNTY,Early Education,12
2022-2023,13,BLANCO COUNTY,Pre-kindergarten,45
2022-2023,13,BLANCO COUNTY,Kindergarten,120
2022-2023,13,BLANCO COUNTY,Grade 1,133
2022-2023,13,BLANCO COUNTY,Grade 2,122
2022-2023,13,BLANCO COUNTY,Grade 3,115
2022-2023,13,BLANCO COUNTY,Grade 4,121
2022-2023,13,BLANCO COUNTY,Grade 5,123
2022-2023,13,BLANCO COUNTY,Grade 6,133
2022-2023,13,BLANCO COUNTY,Grade 7,137
2022-2023,13,BLANCO COUNTY,Grade 8,147
2022-2023,13,BLANCO COUNTY,Grade 9,142
2022-2023,13,BLANCO COUNTY,Grade 10,171
2022-2023,13,BLANCO COUNTY,Grade 11,142
2022-2023,13,BLANCO COUNTY,Grade 12,147
2022-2023,17,BORDEN COUNTY,Pre-kindergarten,15
2022-2023,17,BORDEN COUNTY,Kindergarten,11
2022-2023,17,BORDEN COUNTY,Grade 1,16
2022-2023,17,BORDEN COUNTY,Grade 2,17
2022-2023,17,BORDEN COUNTY,Grade 3,15
2022-2023,17,BORDEN COUNTY,Grade 4,16
2022-2023,17,BORDEN COUNTY,Grade 5,8
2022-2023,17,BORDEN COUNTY,Grade 6,14
2022-2023,17,BORDEN COUNTY,Grade 7,13
2022-2023,17,BORDEN COUNTY,Grade 8,26
2022-2023,17,BORDEN COUNTY,Grade 9,18
2022-2023,17,BORDEN COUNTY,Grade 10,16
2022-2023,17,BORDEN COUNTY,Grade 11,24
2022-2023,17,BORDEN COUNTY,Grade 12,16
2022-2023,12,BOSQUE COUNTY,Early Education,23
2022-2023,12,BOSQUE COUNTY,Pre-kindergarten,128
2022-2023,12,BOSQUE COUNTY,Kindergarten,179
2022-2023,12,BOSQUE COUNTY,Grade 1,216
2022-2023,12,BOSQUE COUNTY,Grade 2,177
2022-2023,12,BOSQUE COUNTY,Grade 3,189
2022-2023,12,BOSQUE COUNTY,Grade 4,221
2022-2023,12,BOSQUE COUNTY,Grade 5,200
2022-2023,12,BOSQUE COUNTY,Grade 6,198
2022-2023,12,BOSQUE COUNTY,Grade 7,194
2022-2023,12,BOSQUE COUNTY,Grade 8,236
2022-2023,12,BOSQUE COUNTY,Grade 9,263
2022-2023,12,BOSQUE COUNTY,Grade 10,234
2022-2023,12,BOSQUE COUNTY,Grade 11,184
2022-2023,12,BOSQUE COUNTY,Grade 12,181
2022-2023,8,BOWIE COUNTY,Early Education,63
2022-2023,8,BOWIE COUNTY,Pre-kindergarten,1111
2022-2023,8,BOWIE COUNTY,Kindergarten,1310
2022-2023,8,BOWIE COUNTY,Grade 1,1345
2022-2023,8,BOWIE COUNTY,Grade 2,1251
2022-2023,8,BOWIE COUNTY,Grade 3,1203
2022-2023,8,BOWIE COUNTY,Grade 4,1220
2022-2023,8,BOWIE COUNTY,Grade 5,1274
2022-2023,8,BOWIE COUNTY,Grade 6,1238
2022-2023,8,BOWIE COUNTY,Grade 7,1225
2022-2023,8,BOWIE COUNTY,Grade 8,1313
2022-2023,8,BOWIE COUNTY,Grade 9,1300
2022-2023,8,BOWIE COUNTY,Grade 10,1250
2022-2023,8,BOWIE COUNTY,Grade 11,1157
2022-2023,8,BOWIE COUNTY,Grade 12,1071
2022-2023,4,BRAZORIA COUNTY,Early Education,370
2022-2023,4,BRAZORIA COUNTY,Pre-kindergarten,2186
2022-2023,4,BRAZORIA COUNTY,Kindergarten,4667
2022-2023,4,BRAZORIA COUNTY,Grade 1,5180
2022-2023,4,BRAZORIA COUNTY,Grade 2,5259
2022-2023,4,BRAZORIA COUNTY,Grade 3,5399
2022-2023,4,BRAZORIA COUNTY,Grade 4,5356
2022-2023,4,BRAZORIA COUNTY,Grade 5,5476
2022-2023,4,BRAZORIA COUNTY,Grade 6,5532
2022-2023,4,BRAZORIA COUNTY,Grade 7,5884
2022-2023,4,BRAZORIA COUNTY,Grade 8,5983
2022-2023,4,BRAZORIA COUNTY,Grade 9,6520
2022-2023,4,BRAZORIA COUNTY,Grade 10,6085
2022-2023,4,BRAZORIA COUNTY,Grade 11,5651
2022-2023,4,BRAZORIA COUNTY,Grade 12,5076
2022-2023,6,BRAZOS COUNTY,Early Education,178
2022-2023,6,BRAZOS COUNTY,Pre-kindergarten,1321
2022-2023,6,BRAZOS COUNTY,Kindergarten,2252
2022-2023,6,BRAZOS COUNTY,Grade 1,2471
2022-2023,6,BRAZOS COUNTY,Grade 2,2350
2022-2023,6,BRAZOS COUNTY,Grade 3,2380
2022-2023,6,BRAZOS COUNTY,Grade 4,2271
2022-2023,6,BRAZOS COUNTY,Grade 5,2225
2022-2023,6,BRAZOS COUNTY,Grade 6,2243
2022-2023,6,BRAZOS COUNTY,Grade 7,2223
2022-2023,6,BRAZOS COUNTY,Grade 8,2275
2022-2023,6,BRAZOS COUNTY,Grade 9,2724
2022-2023,6,BRAZOS COUNTY,Grade 10,2474
2022-2023,6,BRAZOS COUNTY,Grade 11,2058
2022-2023,6,BRAZOS COUNTY,Grade 12,2038
2022-2023,18,BREWSTER COUNTY,Early Education,2
2022-2023,18,BREWSTER COUNTY,Pre-kindergarten,98
2022-2023,18,BREWSTER COUNTY,Kindergarten,65
2022-2023,18,BREWSTER COUNTY,Grade 1,72
2022-2023,18,BREWSTER COUNTY,Grade 2,75
2022-2023,18,BREWSTER COUNTY,Grade 3,71
2022-2023,18,BREWSTER COUNTY,Grade 4,72
2022-2023,18,BREWSTER COUNTY,Grade 5,78
2022-2023,18,BREWSTER COUNTY,Grade 6,70
2022-2023,18,BREWSTER COUNTY,Grade 7,82
2022-2023,18,BREWSTER COUNTY,Grade 8,93
2022-2023,18,BREWSTER COUNTY,Grade 9,95
2022-2023,18,BREWSTER COUNTY,Grade 10,93
2022-2023,18,BREWSTER COUNTY,Grade 11,101
2022-2023,18,BREWSTER COUNTY,Grade 12,77
2022-2023,16,BRISCOE COUNTY,Pre-kindergarten,13
2022-2023,16,BRISCOE COUNTY,Kindergarten,12
2022-2023,16,BRISCOE COUNTY,Grade 1,17
2022-2023,16,BRISCOE COUNTY,Grade 2,18
2022-2023,16,BRISCOE COUNTY,Grade 3,10
2022-2023,16,BRISCOE COUNTY,Grade 4,13
2022-2023,16,BRISCOE COUNTY,Grade 5,20
2022-2023,16,BRISCOE COUNTY,Grade 6,18
2022-2023,16,BRISCOE COUNTY,Grade 7,9
2022-2023,16,BRISCOE COUNTY,Grade 8,18
2022-2023,16,BRISCOE COUNTY,Grade 9,19
2022-2023,16,BRISCOE COUNTY,Grade 10,13
2022-2023,16,BRISCOE COUNTY,Grade 11,22
2022-2023,16,BRISCOE COUNTY,Grade 12,11
2022-2023,1,BROOKS COUNTY,Pre-kindergarten,104
2022-2023,1,BROOKS COUNTY,Kindergarten,64
2022-2023,1,BROOKS COUNTY,Grade 1,98
2022-2023,1,BROOKS COUNTY,Grade 2,81
2022-2023,1,BROOKS COUNTY,Grade 3,93
2022-2023,1,BROOKS COUNTY,Grade 4,74
2022-2023,1,BROOKS COUNTY,Grade 5,96
2022-2023,1,BROOKS COUNTY,Grade 6,89
2022-2023,1,BROOKS COUNTY,Grade 7,97
2022-2023,1,BROOKS COUNTY,Grade 8,88
2022-2023,1,BROOKS COUNTY,Grade 9,116
2022-2023,1,BROOKS COUNTY,Grade 10,113
2022-2023,1,BROOKS COUNTY,Grade 11,93
2022-2023,1,BROOKS COUNTY,Grade 12,79
2022-2023,15,BROWN COUNTY,Early Education,42
2022-2023,15,BROWN COUNTY,Pre-kindergarten,322
2022-2023,15,BROWN COUNTY,Kindergarten,436
2022-2023,15,BROWN COUNTY,Grade 1,464
2022-2023,15,BROWN COUNTY,Grade 2,414
2022-2023,15,BROWN COUNTY,Grade 3,453
2022-2023,15,BROWN COUNTY,Grade 4,431
2022-2023,15,BROWN COUNTY,Grade 5,470
2022-2023,15,BROWN COUNTY,Grade 6,423
2022-2023,15,BROWN COUNTY,Grade 7,479
2022-2023,15,BROWN COUNTY,Grade 8,479
2022-2023,15,BROWN COUNTY,Grade 9,521
2022-2023,15,BROWN COUNTY,Grade 10,492
2022-2023,15,BROWN COUNTY,Grade 11,422
2022-2023,15,BROWN COUNTY,Grade 12,423
2022-2023,6,BURLESON COUNTY,Early Education,29
2022-2023,6,BURLESON COUNTY,Pre-kindergarten,120
2022-2023,6,BURLESON COUNTY,Kindergarten,207
2022-2023,6,BURLESON COUNTY,Grade 1,216
2022-2023,6,BURLESON COUNTY,Grade 2,217
2022-2023,6,BURLESON COUNTY,Grade 3,248
2022-2023,6,BURLESON COUNTY,Grade 4,221
2022-2023,6,BURLESON COUNTY,Grade 5,202
2022-2023,6,BURLESON COUNTY,Grade 6,220
2022-2023,6,BURLESON COUNTY,Grade 7,229
2022-2023,6,BURLESON COUNTY,Grade 8,230
2022-2023,6,BURLESON COUNTY,Grade 9,247
2022-2023,6,BURLESON COUNTY,Grade 10,256
2022-2023,6,BURLESON COUNTY,Grade 11,214
2022-2023,6,BURLESON COUNTY,Grade 12,198
2022-2023,13,BURNET COUNTY,Early Education,29
2022-2023,13,BURNET COUNTY,Pre-kindergarten,293
2022-2023,13,BURNET COUNTY,Kindergarten,466
2022-2023,13,BURNET COUNTY,Grade 1,544
2022-2023,13,BURNET COUNTY,Grade 2,548
2022-2023,13,BURNET COUNTY,Grade 3,539
2022-2023,13,BURNET COUNTY,Grade 4,534
2022-2023,13,BURNET COUNTY,Grade 5,529
2022-2023,13,BURNET COUNTY,Grade 6,537
2022-2023,13,BURNET COUNTY,Grade 7,563
2022-2023,13,BURNET COUNTY,Grade 8,542
2022-2023,13,BURNET COUNTY,Grade 9,638
2022-2023,13,BURNET COUNTY,Grade 10,589
2022-2023,13,BURNET COUNTY,Grade 11,537
2022-2023,13,BURNET COUNTY,Grade 12,479
2022-2023,13,CALDWELL COUNTY,Early Education,29
2022-2023,13,CALDWELL COUNTY,Pre-kindergarten,380
2022-2023,13,CALDWELL COUNTY,Kindergarten,505
2022-2023,13,CALDWELL COUNTY,Grade 1,567
2022-2023,13,CALDWELL COUNTY,Grade 2,598
2022-2023,13,CALDWELL COUNTY,Grade 3,574
2022-2023,13,CALDWELL COUNTY,Grade 4,568
2022-2023,13,CALDWELL COUNTY,Grade 5,573
2022-2023,13,CALDWELL COUNTY,Grade 6,587
2022-2023,13,CALDWELL COUNTY,Grade 7,569
2022-2023,13,CALDWELL COUNTY,Grade 8,640
2022-2023,13,CALDWELL COUNTY,Grade 9,757
2022-2023,13,CALDWELL COUNTY,Grade 10,645
2022-2023,13,CALDWELL COUNTY,Grade 11,575
2022-2023,13,CALDWELL COUNTY,Grade 12,521
2022-2023,3,CALHOUN COUNTY,Early Education,16
2022-2023,3,CALHOUN COUNTY,Pre-kindergarten,174
2022-2023,3,CALHOUN COUNTY,Kindergarten,232
2022-2023,3,CALHOUN COUNTY,Grade 1,294
2022-2023,3,CALHOUN COUNTY,Grade 2,244
2022-2023,3,CALHOUN COUNTY,Grade 3,248
2022-2023,3,CALHOUN COUNTY,Grade 4,255
2022-2023,3,CALHOUN COUNTY,Grade 5,259
2022-2023,3,CALHOUN COUNTY,Grade 6,274
2022-2023,3,CALHOUN COUNTY,Grade 7,273
2022-2023,3,CALHOUN COUNTY,Grade 8,249
2022-2023,3,CALHOUN COUNTY,Grade 9,279
2022-2023,3,CALHOUN COUNTY,Grade 10,283
2022-2023,3,CALHOUN COUNTY,Grade 11,243
2022-2023,3,CALHOUN COUNTY,Grade 12,207
2022-2023,14,CALLAHAN COUNTY,Early Education,6
2022-2023,14,CALLAHAN COUNTY,Pre-kindergarten,117
2022-2023,14,CALLAHAN COUNTY,Kindergarten,184
2022-2023,14,CALLAHAN COUNTY,Grade 1,194
2022-2023,14,CALLAHAN COUNTY,Grade 2,216
2022-2023,14,CALLAHAN COUNTY,Grade 3,189
2022-2023,14,CALLAHAN COUNTY,Grade 4,204
2022-2023,14,CALLAHAN COUNTY,Grade 5,185
2022-2023,14,CALLAHAN COUNTY,Grade 6,168
2022-2023,14,CALLAHAN COUNTY,Grade 7,201
2022-2023,14,CALLAHAN COUNTY,Grade 8,195
2022-2023,14,CALLAHAN COUNTY,Grade 9,200
2022-2023,14,CALLAHAN COUNTY,Grade 10,211
2022-2023,14,CALLAHAN COUNTY,Grade 11,181
2022-2023,14,CALLAHAN COUNTY,Grade 12,152
2022-2023,1,CAMERON COUNTY,Early Education,178
2022-2023,1,CAMERON COUNTY,Pre-kindergarten,5576
2022-2023,1,CAMERON COUNTY,Kindergarten,4765
2022-2023,1,CAMERON COUNTY,Grade 1,5498
2022-2023,1,CAMERON COUNTY,Grade 2,5496
2022-2023,1,CAMERON COUNTY,Grade 3,5320
2022-2023,1,CAMERON COUNTY,Grade 4,5524
2022-2023,1,CAMERON COUNTY,Grade 5,5846
2022-2023,1,CAMERON COUNTY,Grade 6,6193
2022-2023,1,CAMERON COUNTY,Grade 7,6200
2022-2023,1,CAMERON COUNTY,Grade 8,6998
2022-2023,1,CAMERON COUNTY,Grade 9,8292
2022-2023,1,CAMERON COUNTY,Grade 10,7396
2022-2023,1,CAMERON COUNTY,Grade 11,7008
2022-2023,1,CAMERON COUNTY,Grade 12,6903
2022-2023,8,CAMP COUNTY,Early Education,10
2022-2023,8,CAMP COUNTY,Pre-kindergarten,100
2022-2023,8,CAMP COUNTY,Kindergarten,167
2022-2023,8,CAMP COUNTY,Grade 1,167
2022-2023,8,CAMP COUNTY,Grade 2,169
2022-2023,8,CAMP COUNTY,Grade 3,192
2022-2023,8,CAMP COUNTY,Grade 4,184
2022-2023,8,CAMP COUNTY,Grade 5,139
2022-2023,8,CAMP COUNTY,Grade 6,157
2022-2023,8,CAMP COUNTY,Grade 7,184
2022-2023,8,CAMP COUNTY,Grade 8,165
2022-2023,8,CAMP COUNTY,Grade 9,228
2022-2023,8,CAMP COUNTY,Grade 10,174
2022-2023,8,CAMP COUNTY,Grade 11,155
2022-2023,8,CAMP COUNTY,Grade 12,169
2022-2023,16,CARSON COUNTY,Early Education,6
