T E X A S  E D U C A T I O N  A G E N C Y,,,,
,,,,
PEIMS Student Enrollment Data for 2022-2023,,,,
,,,,
YEAR,REGION,COUNTY NAME,GRADE,ENROLLMENT
2022-2023,16,CARSON COUNTY,Pre-kindergarten,52
2022-2023,16,CARSON COUNTY,Kindergarten,72
2022-2023,16,CARSON COUNTY,Grade 1,91
2022-2023,16,CARSON COUNTY,Grade 2,71
2022-2023,16,CARSON COUNTY,Grade 3,91
2022-2023,16,CARSON COUNTY,Grade 4,78
2022-2023,16,CARSON COUNTY,Grade 5,71
2022-2023,16,CARSON COUNTY,Grade 6,85
2022-2023,16,CARSON COUNTY,Grade 7,88
2022-2023,16,CARSON COUNTY,Grade 8,102
2022-2023,16,CARSON COUNTY,Grade 9,89
2022-2023,16,CARSON COUNTY,Grade 10,87
2022-2023,16,CARSON COUNTY,Grade 11,76
2022-2023,16,CARSON COUNTY,Grade 12,82
2022-2023,8,CASS COUNTY,Early Education,17
2022-2023,8,CASS COUNTY,Pre-kindergarten,350
2022-2023,8,CASS COUNTY,Kindergarten,356
2022-2023,8,CASS COUNTY,Grade 1,416
2022-2023,8,CASS COUNTY,Grade 2,418
2022-2023,8,CASS COUNTY,Grade 3,394
2022-2023,8,CASS COUNTY,Grade 4,375
2022-2023,8,CASS COUNTY,Grade 5,396
2022-2023,8,CASS COUNTY,Grade 6,384
2022-2023,8,CASS COUNTY,Grade 7,417
2022-2023,8,CASS COUNTY,Grade 8,391
2022-2023,8,CASS COUNTY,Grade 9,408
2022-2023,8,CASS COUNTY,Grade 10,389
2022-2023,8,CASS COUNTY,Grade 11,381
2022-2023,8,CASS COUNTY,Grade 12,343
2022-2023,16,CASTRO COUNTY,Early Education,2
2022-2023,16,CASTRO COUNTY,Pre-kindergarten,104
2022-2023,16,CASTRO COUNTY,Kindergarten,89
2022-2023,16,CASTRO COUNTY,Grade 1,100
2022-2023,16,CASTRO COUNTY,Grade 2,121
2022-2023,16,CASTRO COUNTY,Grade 3,109
2022-2023,16,CASTRO COUNTY,Grade 4,121
2022-2023,16,CASTRO COUNTY,Grade 5,107
2022-2023,16,CASTRO COUNTY,Grade 6,117
2022-2023,16,CASTRO COUNTY,Grade 7,121
2022-2023,16,CASTRO COUNTY,Grade 8,128
2022-2023,16,CASTRO COUNTY,Grade 9,116
2022-2023,16,CASTRO COUNTY,Grade 10,112
2022-2023,16,CASTRO COUNTY,Grade 11,104
2022-2023,16,CASTRO COUNTY,Grade 12,103
2022-2023,4,CHAMBERS COUNTY,Early Education,71
2022-2023,5,CHAMBERS COUNTY,Early Education,7
2022-2023,4,CHAMBERS COUNTY,Pre-kindergarten,255
2022-2023,5,CHAMBERS COUNTY,Pre-kindergarten,104
2022-2023,4,CHAMBERS COUNTY,Kindergarten,637
2022-2023,5,CHAMBERS COUNTY,Kindergarten,93
2022-2023,4,CHAMBERS COUNTY,Grade 1,683
2022-2023,5,CHAMBERS COUNTY,Grade 1,109
2022-2023,4,CHAMBERS COUNTY,Grade 2,672
2022-2023,5,CHAMBERS COUNTY,Grade 2,99
2022-2023,4,CHAMBERS COUNTY,Grade 3,727
2022-2023,5,CHAMBERS COUNTY,Grade 3,111
2022-2023,4,CHAMBERS COUNTY,Grade 4,672
2022-2023,5,CHAMBERS COUNTY,Grade 4,106
2022-2023,4,CHAMBERS COUNTY,Grade 5,603
2022-2023,5,CHAMBERS COUNTY,Grade 5,119
2022-2023,4,CHAMBERS COUNTY,Grade 6,675
2022-2023,5,CHAMBERS COUNTY,Grade 6,130
2022-2023,4,CHAMBERS COUNTY,Grade 7,714
2022-2023,5,CHAMBERS COUNTY,Grade 7,108
2022-2023,4,CHAMBERS COUNTY,Grade 8,670
2022-2023,5,CHAMBERS COUNTY,Grade 8,119
2022-2023,4,CHAMBERS COUNTY,Grade 9,678
2022-2023,5,CHAMBERS COUNTY,Grade 9,118
2022-2023,4,CHAMBERS COUNTY,Grade 10,700
2022-2023,5,CHAMBERS COUNTY,Grade 10,111
2022-2023,4,CHAMBERS COUNTY,Grade 11,540
2022-2023,5,CHAMBERS COUNTY,Grade 11,113
2022-2023,4,CHAMBERS COUNTY,Grade 12,535
2022-2023,5,CHAMBERS COUNTY,Grade 12,109
2022-2023,7,CHEROKEE COUNTY,Early Education,21
2022-2023,7,CHEROKEE COUNTY,Pre-kindergarten,445
2022-2023,7,CHEROKEE COUNTY,Kindergarten,598
2022-2023,7,CHEROKEE COUNTY,Grade 1,635
2022-2023,7,CHEROKEE COUNTY,Grade 2,656
2022-2023,7,CHEROKEE COUNTY,Grade 3,570
2022-2023,7,CHEROKEE COUNTY,Grade 4,578
2022-2023,7,CHEROKEE COUNTY,Grade 5,596
2022-2023,7,CHEROKEE COUNTY,Grade 6,568
2022-2023,7,CHEROKEE COUNTY,Grade 7,602
2022-2023,7,CHEROKEE COUNTY,Grade 8,658
2022-2023,7,CHEROKEE COUNTY,Grade 9,689
2022-2023,7,CHEROKEE COUNTY,Grade 10,605
2022-2023,7,CHEROKEE COUNTY,Grade 11,523
2022-2023,7,CHEROKEE COUNTY,Grade 12,530
2022-2023,16,CHILDRESS COUNTY,Early Education,5
2022-2023,16,CHILDRESS COUNTY,Pre-kindergarten,36
2022-2023,16,CHILDRESS COUNTY,Kindergarten,68
2022-2023,16,CHILDRESS COUNTY,Grade 1,76
2022-2023,16,CHILDRESS COUNTY,Grade 2,63
2022-2023,16,CHILDRESS COUNTY,Grade 3,65
2022-2023,16,CHILDRESS COUNTY,Grade 4,63
2022-2023,16,CHILDRESS COUNTY,Grade 5,75
2022-2023,16,CHILDRESS COUNTY,Grade 6,72
2022-2023,16,CHILDRESS COUNTY,Grade 7,87
2022-2023,16,CHILDRESS COUNTY,Grade 8,92
2022-2023,16,CHILDRESS COUNTY,Grade 9,83
2022-2023,16,CHILDRESS COUNTY,Grade 10,88
2022-2023,16,CHILDRESS COUNTY,Grade 11,70
2022-2023,16,CHILDRESS COUNTY,Grade 12,62
2022-2023,9,CLAY COUNTY,Early Education,14
2022-2023,9,CLAY COUNTY,Pre-kindergarten,112
2022-2023,9,CLAY COUNTY,Kindergarten,106
2022-2023,9,CLAY COUNTY,Grade 1,118
2022-2023,9,CLAY COUNTY,Grade 2,115
2022-2023,9,CLAY COUNTY,Grade 3,133
2022-2023,9,CLAY COUNTY,Grade 4,138
2022-2023,9,CLAY COUNTY,Grade 5,125
2022-2023,9,CLAY COUNTY,Grade 6,125
2022-2023,9,CLAY COUNTY,Grade 7,129
2022-2023,9,CLAY COUNTY,Grade 8,148
2022-2023,9,CLAY COUNTY,Grade 9,147
2022-2023,9,CLAY COUNTY,Grade 10,119
2022-2023,9,CLAY COUNTY,Grade 11,119
2022-2023,9,CLAY COUNTY,Grade 12,117
2022-2023,17,COCHRAN COUNTY,Pre-kindergarten,45
2022-2023,17,COCHRAN COUNTY,Kindergarten,52
2022-2023,17,COCHRAN COUNTY,Grade 1,45
2022-2023,17,COCHRAN COUNTY,Grade 2,35
2022-2023,17,COCHRAN COUNTY,Grade 3,51
2022-2023,17,COCHRAN COUNTY,Grade 4,40
2022-2023,17,COCHRAN COUNTY,Grade 5,48
2022-2023,17,COCHRAN COUNTY,Grade 6,56
2022-2023,17,COCHRAN COUNTY,Grade 7,57
2022-2023,17,COCHRAN COUNTY,Grade 8,57
2022-2023,17,COCHRAN COUNTY,Grade 9,56
2022-2023,17,COCHRAN COUNTY,Grade 10,57
2022-2023,17,COCHRAN COUNTY,Grade 11,46
2022-2023,17,COCHRAN COUNTY,Grade 12,37
2022-2023,15,COKE COUNTY,Early Education,5
2022-2023,15,COKE COUNTY,Pre-kindergarten,30
2022-2023,15,COKE COUNTY,Kindergarten,34
2022-2023,15,COKE COUNTY,Grade 1,42
2022-2023,15,COKE COUNTY,Grade 2,34
2022-2023,15,COKE COUNTY,Grade 3,36
2022-2023,15,COKE COUNTY,Grade 4,41
2022-2023,15,COKE COUNTY,Grade 5,44
2022-2023,15,COKE COUNTY,Grade 6,35
2022-2023,15,COKE COUNTY,Grade 7,31
2022-2023,15,COKE COUNTY,Grade 8,32
2022-2023,15,COKE COUNTY,Grade 9,50
2022-2023,15,COKE COUNTY,Grade 10,34
2022-2023,15,COKE COUNTY,Grade 11,31
2022-2023,15,COKE COUNTY,Grade 12,32
2022-2023,15,COLEMAN COUNTY,Early Education,1
2022-2023,15,COLEMAN COUNTY,Pre-kindergarten,94
2022-2023,15,COLEMAN COUNTY,Kindergarten,83
2022-2023,15,COLEMAN COUNTY,Grade 1,91
2022-2023,15,COLEMAN COUNTY,Grade 2,89
2022-2023,15,COLEMAN COUNTY,Grade 3,81
2022-2023,15,COLEMAN COUNTY,Grade 4,81
2022-2023,15,COLEMAN COUNTY,Grade 5,95
2022-2023,15,COLEMAN COUNTY,Grade 6,89
2022-2023,15,COLEMAN COUNTY,Grade 7,81
2022-2023,15,COLEMAN COUNTY,Grade 8,97
2022-2023,15,COLEMAN COUNTY,Grade 9,90
2022-2023,15,COLEMAN COUNTY,Grade 10,92
2022-2023,15,COLEMAN COUNTY,Grade 11,69
2022-2023,15,COLEMAN COUNTY,Grade 12,76
2022-2023,10,COLLIN COUNTY,Early Education,1621
2022-2023,10,COLLIN COUNTY,Pre-kindergarten,4666
2022-2023,10,COLLIN COUNTY,Kindergarten,15638
2022-2023,10,COLLIN COUNTY,Grade 1,17058
2022-2023,10,COLLIN COUNTY,Grade 2,16979
2022-2023,10,COLLIN COUNTY,Grade 3,17470
2022-2023,10,COLLIN COUNTY,Grade 4,18024
2022-2023,10,COLLIN COUNTY,Grade 5,18152
2022-2023,10,COLLIN COUNTY,Grade 6,18220
2022-2023,10,COLLIN COUNTY,Grade 7,18581
2022-2023,10,COLLIN COUNTY,Grade 8,18885
2022-2023,10,COLLIN COUNTY,Grade 9,20058
2022-2023,10,COLLIN COUNTY,Grade 10,19381
2022-2023,10,COLLIN COUNTY,Grade 11,17748
2022-2023,10,COLLIN COUNTY,Grade 12,17800
2022-2023,16,COLLINGSWORTH COUNTY,Early Education,4
2022-2023,16,COLLINGSWORTH COUNTY,Pre-kindergarten,31
2022-2023,16,COLLINGSWORTH COUNTY,Kindergarten,30
2022-2023,16,COLLINGSWORTH COUNTY,Grade 1,28
2022-2023,16,COLLINGSWORTH COUNTY,Grade 2,26
2022-2023,16,COLLINGSWORTH COUNTY,Grade 3,42
2022-2023,16,COLLINGSWORTH COUNTY,Grade 4,31
2022-2023,16,COLLINGSWORTH COUNTY,Grade 5,47
2022-2023,16,COLLINGSWORTH COUNTY,Grade 6,46
2022-2023,16,COLLINGSWORTH COUNTY,Grade 7,46
2022-2023,16,COLLINGSWORTH COUNTY,Grade 8,43
2022-2023,16,COLLINGSWORTH COUNTY,Grade 9,43
2022-2023,16,COLLINGSWORTH COUNTY,Grade 10,45
2022-2023,16,COLLINGSWORTH COUNTY,Grade 11,40
2022-2023,16,COLLINGSWORTH COUNTY,Grade 12,28
2022-2023,3,COLORADO COUNTY,Early Education,16
2022-2023,4,COLORADO COUNTY,Early Education,10
2022-2023,3,COLORADO COUNTY,Pre-kindergarten,102
2022-2023,4,COLORADO COUNTY,Pre-kindergarten,78
2022-2023,3,COLORADO COUNTY,Kindergarten,134
2022-2023,4,COLORADO COUNTY,Kindergarten,109
2022-2023,3,COLORADO COUNTY,Grade 1,132
2022-2023,4,COLORADO COUNTY,Grade 1,118
2022-2023,3,COLORADO COUNTY,Grade 2,134
2022-2023,4,COLORADO COUNTY,Grade 2,139
2022-2023,3,COLORADO COUNTY,Grade 3,132
2022-2023,4,COLORADO COUNTY,Grade 3,114
2022-2023,3,COLORADO COUNTY,Grade 4,166
2022-2023,4,COLORADO COUNTY,Grade 4,106
2022-2023,3,COLORADO COUNTY,Grade 5,143
2022-2023,4,COLORADO COUNTY,Grade 5,86
2022-2023,3,COLORADO COUNTY,Grade 6,144
2022-2023,4,COLORADO COUNTY,Grade 6,105
2022-2023,3,COLORADO COUNTY,Grade 7,141
2022-2023,4,COLORADO COUNTY,Grade 7,102
2022-2023,3,COLORADO COUNTY,Grade 8,136
2022-2023,4,COLORADO COUNTY,Grade 8,126
2022-2023,3,COLORADO COUNTY,Grade 9,177
2022-2023,4,COLORADO COUNTY,Grade 9,137
2022-2023,3,COLORADO COUNTY,Grade 10,175
2022-2023,4,COLORADO COUNTY,Grade 10,131
2022-2023,3,COLORADO COUNTY,Grade 11,151
2022-2023,4,COLORADO COUNTY,Grade 11,131
2022-2023,3,COLORADO COUNTY,Grade 12,107
2022-2023,4,COLORADO COUNTY,Grade 12,118
2022-2023,20,COMAL COUNTY,Early Education,229
2022-2023,20,COMAL COUNTY,Pre-kindergarten,548
2022-2023,20,COMAL COUNTY,Kindergarten,2557
2022-2023,20,COMAL COUNTY,Grade 1,2781
2022-2023,20,COMAL COUNTY,Grade 2,2903
2022-2023,20,COMAL COUNTY,Grade 3,2812
2022-2023,20,COMAL COUNTY,Grade 4,2854
2022-2023,20,COMAL COUNTY,Grade 5,2844
2022-2023,20,COMAL COUNTY,Grade 6,2999
2022-2023,20,COMAL COUNTY,Grade 7,3006
2022-2023,20,COMAL COUNTY,Grade 8,3060
2022-2023,20,COMAL COUNTY,Grade 9,3417
2022-2023,20,COMAL COUNTY,Grade 10,3114
2022-2023,20,COMAL COUNTY,Grade 11,2884
2022-2023,20,COMAL COUNTY,Grade 12,2568
2022-2023,14,COMANCHE COUNTY,Early Education,53
2022-2023,14,COMANCHE COUNTY,Pre-kindergarten,129
2022-2023,14,COMANCHE COUNTY,Kindergarten,171
2022-2023,14,COMANCHE COUNTY,Grade 1,172
2022-2023,14,COMANCHE COUNTY,Grade 2,164
2022-2023,14,COMANCHE COUNTY,Grade 3,160
2022-2023,14,COMANCHE COUNTY,Grade 4,169
2022-2023,14,COMANCHE COUNTY,Grade 5,155
2022-2023,14,COMANCHE COUNTY,Grade 6,170
2022-2023,14,COMANCHE COUNTY,Grade 7,160
2022-2023,14,COMANCHE COUNTY,Grade 8,169
2022-2023,14,COMANCHE COUNTY,Grade 9,178
2022-2023,14,COMANCHE COUNTY,Grade 10,179
2022-2023,14,COMANCHE COUNTY,Grade 11,154
2022-2023,14,COMANCHE COUNTY,Grade 12,141
2022-2023,15,CONCHO COUNTY,Early Education,3
2022-2023,15,CONCHO COUNTY,Pre-kindergarten,27
2022-2023,15,CONCHO COUNTY,Kindergarten,28
2022-2023,15,CONCHO COUNTY,Grade 1,28
2022-2023,15,CONCHO COUNTY,Grade 2,33
2022-2023,15,CONCHO COUNTY,Grade 3,28
2022-2023,15,CONCHO COUNTY,Grade 4,22
2022-2023,15,CONCHO COUNTY,Grade 5,33
2022-2023,15,CONCHO COUNTY,Grade 6,35
2022-2023,15,CONCHO COUNTY,Grade 7,33
2022-2023,15,CONCHO COUNTY,Grade 8,34
2022-2023,15,CONCHO COUNTY,Grade 9,39
2022-2023,15,CONCHO COUNTY,Grade 10,35
2022-2023,15,CONCHO COUNTY,Grade 11,32
2022-2023,15,CONCHO COUNTY,Grade 12,28
2022-2023,11,COOKE COUNTY,Early Education,34
2022-2023,11,COOKE COUNTY,Pre-kindergarten,298
2022-2023,11,COOKE COUNTY,Kindergarten,519
2022-2023,11,COOKE COUNTY,Grade 1,548
2022-2023,11,COOKE COUNTY,Grade 2,501
2022-2023,11,COOKE COUNTY,Grade 3,474
2022-2023,11,COOKE COUNTY,Grade 4,567
2022-2023,11,COOKE COUNTY,Grade 5,489
2022-2023,11,COOKE COUNTY,Grade 6,479
2022-2023,11,COOKE COUNTY,Grade 7,522
2022-2023,11,COOKE COUNTY,Grade 8,503
2022-2023,11,COOKE COUNTY,Grade 9,578
2022-2023,11,COOKE COUNTY,Grade 10,513
2022-2023,11,COOKE COUNTY,Grade 11,439
2022-2023,11,COOKE COUNTY,Grade 12,433
2022-2023,12,CORYELL COUNTY,Early Education,44
2022-2023,12,CORYELL COUNTY,Pre-kindergarten,457
2022-2023,12,CORYELL COUNTY,Kindergarten,723
2022-2023,12,CORYELL COUNTY,Grade 1,825
2022-2023,12,CORYELL COUNTY,Grade 2,875
2022-2023,12,CORYELL COUNTY,Grade 3,849
2022-2023,12,CORYELL COUNTY,Grade 4,829
2022-2023,12,CORYELL COUNTY,Grade 5,806
2022-2023,12,CORYELL COUNTY,Grade 6,878
2022-2023,12,CORYELL COUNTY,Grade 7,880
2022-2023,12,CORYELL COUNTY,Grade 8,899
2022-2023,12,CORYELL COUNTY,Grade 9,922
2022-2023,12,CORYELL COUNTY,Grade 10,909
2022-2023,12,CORYELL COUNTY,Grade 11,821
2022-2023,12,CORYELL COUNTY,Grade 12,763
2022-2023,17,COTTLE COUNTY,Pre-kindergarten,6
2022-2023,17,COTTLE COUNTY,Kindergarten,9
2022-2023,17,COTTLE COUNTY,Grade 1,10
2022-2023,17,COTTLE COUNTY,Grade 2,15
2022-2023,17,COTTLE COUNTY,Grade 3,7
2022-2023,17,COTTLE COUNTY,Grade 4,14
2022-2023,17,COTTLE COUNTY,Grade 5,8
2022-2023,17,COTTLE COUNTY,Grade 6,14
2022-2023,17,COTTLE COUNTY,Grade 7,13
2022-2023,17,COTTLE COUNTY,Grade 8,20
2022-2023,17,COTTLE COUNTY,Grade 9,8
2022-2023,17,COTTLE COUNTY,Grade 10,10
2022-2023,17,COTTLE COUNTY,Grade 11,11
2022-2023,17,COTTLE COUNTY,Grade 12,13
2022-2023,15,CRANE COUNTY,Early Education,2
2022-2023,15,CRANE COUNTY,Pre-kindergarten,62
2022-2023,15,CRANE COUNTY,Kindergarten,89
2022-2023,15,CRANE COUNTY,Grade 1,103
2022-2023,15,CRANE COUNTY,Grade 2,83
2022-2023,15,CRANE COUNTY,Grade 3,87
2022-2023,15,CRANE COUNTY,Grade 4,90
2022-2023,15,CRANE COUNTY,Grade 5,74
2022-2023,15,CRANE COUNTY,Grade 6,88
2022-2023,15,CRANE COUNTY,Grade 7,85
2022-2023,15,CRANE COUNTY,Grade 8,85
2022-2023,15,CRANE COUNTY,Grade 9,98
2022-2023,15,CRANE COUNTY,Grade 10,71
2022-2023,15,CRANE COUNTY,Grade 11,84
2022-2023,15,CRANE COUNTY,Grade 12,78
2022-2023,15,CROCKETT COUNTY,Early Education,1
2022-2023,15,CROCKETT COUNTY,Pre-kindergarten,31
2022-2023,15,CROCKETT COUNTY,Kindergarten,32
2022-2023,15,CROCKETT COUNTY,Grade 1,37
2022-2023,15,CROCKETT COUNTY,Grade 2,57
2022-2023,15,CROCKETT COUNTY,Grade 3,53
2022-2023,15,CROCKETT COUNTY,Grade 4,48
2022-2023,15,CROCKETT COUNTY,Grade 5,47
2022-2023,15,CROCKETT COUNTY,Grade 6,52
2022-2023,15,CROCKETT COUNTY,Grade 7,56
2022-2023,15,CROCKETT COUNTY,Grade 8,51
2022-2023,15,CROCKETT COUNTY,Grade 9,70
2022-2023,15,CROCKETT COUNTY,Grade 10,49
2022-2023,15,CROCKETT COUNTY,Grade 11,71
2022-2023,15,CROCKETT COUNTY,Grade 12,51
2022-2023,17,CROSBY COUNTY,Early Education,5
2022-2023,17,CROSBY COUNTY,Pre-kindergarten,57
2022-2023,17,CROSBY COUNTY,Kindergarten,62
2022-2023,17,CROSBY COUNTY,Grade 1,59
2022-2023,17,CROSBY COUNTY,Grade 2,91
2022-2023,17,CROSBY COUNTY,Grade 3,41
2022-2023,17,CROSBY COUNTY,Grade 4,56
2022-2023,17,CROSBY COUNTY,Grade 5,65
2022-2023,17,CROSBY COUNTY,Grade 6,76
2022-2023,17,CROSBY COUNTY,Grade 7,70
2022-2023,17,CROSBY COUNTY,Grade 8,86
2022-2023,17,CROSBY COUNTY,Grade 9,84
2022-2023,17,CROSBY COUNTY,Grade 10,93
2022-2023,17,CROSBY COUNTY,Grade 11,79
2022-2023,17,CROSBY COUNTY,Grade 12,73
2022-2023,18,CULBERSON COUNTY,Early Education,1
2022-2023,18,CULBERSON COUNTY,Pre-kindergarten,19
2022-2023,18,CULBERSON COUNTY,Kindergarten,37
2022-2023,18,CULBERSON COUNTY,Grade 1,22
2022-2023,18,CULBERSON COUNTY,Grade 2,24
2022-2023,18,CULBERSON COUNTY,Grade 3,23
2022-2023,18,CULBERSON COUNTY,Grade 4,29
2022-2023,18,CULBERSON COUNTY,Grade 5,23
2022-2023,18,CULBERSON COUNTY,Grade 6,26
2022-2023,18,CULBERSON COUNTY,Grade 7,21
2022-2023,18,CULBERSON COUNTY,Grade 8,44
2022-2023,18,CULBERSON COUNTY,Grade 9,31
2022-2023,18,CULBERSON COUNTY,Grade 10,22
2022-2023,18,CULBERSON COUNTY,Grade 11,22
2022-2023,18,CULBERSON COUNTY,Grade 12,22
2022-2023,16,DALLAM COUNTY,Early Education,3
2022-2023,16,DALLAM COUNTY,Pre-kindergarten,122
2022-2023,16,DALLAM COUNTY,Kindergarten,155
2022-2023,16,DALLAM COUNTY,Grade 1,152
2022-2023,16,DALLAM COUNTY,Grade 2,176
2022-2023,16,DALLAM COUNTY,Grade 3,156
2022-2023,16,DALLAM COUNTY,Grade 4,143
2022-2023,16,DALLAM COUNTY,Grade 5,142
2022-2023,16,DALLAM COUNTY,Grade 6,144
2022-2023,16,DALLAM COUNTY,Grade 7,141
2022-2023,16,DALLAM COUNTY,Grade 8,138
2022-2023,16,DALLAM COUNTY,Grade 9,149
2022-2023,16,DALLAM COUNTY,Grade 10,129
2022-2023,16,DALLAM COUNTY,Grade 11,122
2022-2023,16,DALLAM COUNTY,Grade 12,118
2022-2023,10,DALLAS COUNTY,Early Education,1907
2022-2023,10,DALLAS COUNTY,Pre-kindergarten,26486
2022-2023,10,DALLAS COUNTY,Kindergarten,33581
2022-2023,10,DALLAS COUNTY,Grade 1,35727
2022-2023,10,DALLAS COUNTY,Grade 2,35292
2022-2023,10,DALLAS COUNTY,Grade 3,34799
2022-2023,10,DALLAS COUNTY,Grade 4,34668
2022-2023,10,DALLAS COUNTY,Grade 5,34766
2022-2023,10,DALLAS COUNTY,Grade 6,34581
2022-2023,10,DALLAS COUNTY,Grade 7,35250
2022-2023,10,DALLAS COUNTY,Grade 8,37080
2022-2023,10,DALLAS COUNTY,Grade 9,42752
2022-2023,10,DALLAS COUNTY,Grade 10,39128
2022-2023,10,DALLAS COUNTY,Grade 11,33284
2022-2023,10,DALLAS COUNTY,Grade 12,30820
2022-2023,17,DAWSON COUNTY,Early Education,12
2022-2023,17,DAWSON COUNTY,Pre-kindergarten,118
2022-2023,17,DAWSON COUNTY,Kindergarten,142
2022-2023,17,DAWSON COUNTY,Grade 1,159
2022-2023,17,DAWSON COUNTY,Grade 2,151
2022-2023,17,DAWSON COUNTY,Grade 3,142
2022-2023,17,DAWSON COUNTY,Grade 4,177
2022-2023,17,DAWSON COUNTY,Grade 5,179
2022-2023,17,DAWSON COUNTY,Grade 6,143
2022-2023,17,DAWSON COUNTY,Grade 7,184
2022-2023,17,DAWSON COUNTY,Grade 8,152
2022-2023,17,DAWSON COUNTY,Grade 9,164
2022-2023,17,DAWSON COUNTY,Grade 10,197
2022-2023,17,DAWSON COUNTY,Grade 11,160
2022-2023,17,DAWSON COUNTY,Grade 12,141
2022-2023,16,DEAF SMITH COUNTY,Early Education,22
2022-2023,16,DEAF SMITH COUNTY,Pre-kindergarten,272
2022-2023,16,DEAF SMITH COUNTY,Kindergarten,285
2022-2023,16,DEAF SMITH COUNTY,Grade 1,314
2022-2023,16,DEAF SMITH COUNTY,Grade 2,314
2022-2023,16,DEAF SMITH COUNTY,Grade 3,261
2022-2023,16,DEAF SMITH COUNTY,Grade 4,285
2022-2023,16,DEAF SMITH COUNTY,Grade 5,256
2022-2023,16,DEAF SMITH COUNTY,Grade 6,315
2022-2023,16,DEAF SMITH COUNTY,Grade 7,301
2022-2023,16,DEAF SMITH COUNTY,Grade 8,299
2022-2023,16,DEAF SMITH COUNTY,Grade 9,371
2022-2023,16,DEAF SMITH COUNTY,Grade 10,296
2022-2023,16,DEAF SMITH COUNTY,Grade 11,261
2022-2023,16,DEAF SMITH COUNTY,Grade 12,248
2022-2023,8,DELTA COUNTY,Early Education,2
2022-2023,8,DELTA COUNTY,Pre-kindergarten,81
2022-2023,8,DELTA COUNTY,Kindergarten,77
2022-2023,8,DELTA COUNTY,Grade 1,79
2022-2023,8,DELTA COUNTY,Grade 2,88
2022-2023,8,DELTA COUNTY,Grade 3,77
2022-2023,8,DELTA COUNTY,Grade 4,76
2022-2023,8,DELTA COUNTY,Grade 5,70
2022-2023,8,DELTA COUNTY,Grade 6,63
2022-2023,8,DELTA COUNTY,Grade 7,75
2022-2023,8,DELTA COUNTY,Grade 8,69
2022-2023,8,DELTA COUNTY,Grade 9,68
2022-2023,8,DELTA COUNTY,Grade 10,69
2022-2023,8,DELTA COUNTY,Grade 11,74
2022-2023,8,DELTA COUNTY,Grade 12,67
2022-2023,11,DENTON COUNTY,Early Education,726
2022-2023,11,DENTON COUNTY,Pre-kindergarten,3844
2022-2023,10,DENTON COUNTY,Kindergarten,100
2022-2023,11,DENTON COUNTY,Kindergarten,9657
2022-2023,10,DENTON COUNTY,Grade 1,100
2022-2023,11,DENTON COUNTY,Grade 1,10273
2022-2023,10,DENTON COUNTY,Grade 2,100
2022-2023,11,DENTON COUNTY,Grade 2,10044
2022-2023,10,DENTON COUNTY,Grade 3,100
2022-2023,11,DENTON COUNTY,Grade 3,10363
2022-2023,10,DENTON COUNTY,Grade 4,100
2022-2023,11,DENTON COUNTY,Grade 4,10356
2022-2023,10,DENTON COUNTY,Grade 5,138
2022-2023,11,DENTON COUNTY,Grade 5,10283
2022-2023,10,DENTON COUNTY,Grade 6,127
2022-2023,11,DENTON COUNTY,Grade 6,10354
2022-2023,10,DENTON COUNTY,Grade 7,119
2022-2023,11,DENTON COUNTY,Grade 7,10545
2022-2023,10,DENTON COUNTY,Grade 8,109
2022-2023,11,DENTON COUNTY,Grade 8,10846
2022-2023,10,DENTON COUNTY,Grade 9,89
2022-2023,11,DENTON COUNTY,Grade 9,11682
2022-2023,10,DENTON COUNTY,Grade 10,94
2022-2023,11,DENTON COUNTY,Grade 10,11344
2022-2023,10,DENTON COUNTY,Grade 11,85
2022-2023,11,DENTON COUNTY,Grade 11,10670
2022-2023,10,DENTON COUNTY,Grade 12,90
2022-2023,11,DENTON COUNTY,Grade 12,10201
2022-2023,3,DEWITT COUNTY,Early Education,27
2022-2023,3,DEWITT COUNTY,Pre-kindergarten,248
2022-2023,3,DEWITT COUNTY,Kindergarten,288
2022-2023,3,DEWITT COUNTY,Grade 1,298
2022-2023,3,DEWITT COUNTY,Grade 2,284
2022-2023,3,DEWITT COUNTY,Grade 3,315
2022-2023,3,DEWITT COUNTY,Grade 4,302
2022-2023,3,DEWITT COUNTY,Grade 5,310
2022-2023,3,DEWITT COUNTY,Grade 6,291
2022-2023,3,DEWITT COUNTY,Grade 7,366
2022-2023,3,DEWITT COUNTY,Grade 8,354
2022-2023,3,DEWITT COUNTY,Grade 9,369
2022-2023,3,DEWITT COUNTY,Grade 10,357
2022-2023,3,DEWITT COUNTY,Grade 11,298
2022-2023,3,DEWITT COUNTY,Grade 12,274
2022-2023,17,DICKENS COUNTY,Early Education,1
2022-2023,17,DICKENS COUNTY,Pre-kindergarten,24
2022-2023,17,DICKENS COUNTY,Kindergarten,23
2022-2023,17,DICKENS COUNTY,Grade 1,17
2022-2023,17,DICKENS COUNTY,Grade 2,13
2022-2023,17,DICKENS COUNTY,Grade 3,20
2022-2023,17,DICKENS COUNTY,Grade 4,18
2022-2023,17,DICKENS COUNTY,Grade 5,16
2022-2023,17,DICKENS COUNTY,Grade 6,15
2022-2023,17,DICKENS COUNTY,Grade 7,21
2022-2023,17,DICKENS COUNTY,Grade 8,27
2022-2023,17,DICKENS COUNTY,Grade 9,25
